site_id,x_m,y_m,agl_m,lon,lat,ground_elevation_m,z_amsl_m,backhaul_distance_m,backhaul_los,backhaul_margin_db
E52_47db2d0d55c92154c779a4c9,316481.9618309005,2547513.9079671204,300.0,109.20911869411772,23.025944445446576,292.0377197265625,592.0377197265625,2981.436852118985,True,16.45726286038159
E52_82c821a5773d0bfbe554f10a,316200.0,2550240.0,300.0,109.20604222313544,23.050527049443676,465.3601379394531,765.3601379394531,5338.656372032489,True,11.397135806608844
E52_88c1c7aba1fcf94c58dad20e,319320.0,2552160.0,250.0,109.23625742889242,23.068205419403476,253.69436645507812,503.6943664550781,6643.749607050136,True,9.497510042154289
E52_beb70ec57fd2d66bf65b827f,323400.0,2545440.0,50.0,109.27684309588842,23.007968009498253,538.9404907226562,588.9404907226562,4735.82937143422,False,2.43785423226241
E52_da487d3b8a0906fb4529d12f,316842.5238594948,2548470.742941404,250.0,109.21252199890097,23.034623480657853,283.8956298828125,533.8956298828125,3470.3325279203127,True,15.138353346482333
