box_id,service_id,sortie_id,delivery_time_s,expected_deadline_s,hard_deadline_s,priority
S008-WAT-02,S008,R014,4660.326932229362,7200.0,,10.0
S008-HYG-01,S008,R014,4660.326932229362,14400.0,,6.0
S008-MED-01,S008,R015,6781.60169283752,7200.0,7200.0,20.0
S008-WAT-01,S008,R015,6781.60169283752,7200.0,7200.0,10.0
S008-FOD-01,S008,R015,6781.60169283752,10800.0,,8.0
S009-MED-01,S009,R016,8543.10730345158,10800.0,10800.0,16.0
S009-WAT-01,S009,R016,8543.10730345158,10800.0,10800.0,8.0
S009-FOD-01,S009,R016,8543.10730345158,14400.0,,6.0
S010-MED-01,S010,R017,1085.2251178898362,3600.0,3600.0,24.0
S010-WAT-01,S010,R017,1085.2251178898362,3600.0,3600.0,12.0
S010-FOD-01,S010,R017,1085.2251178898362,7200.0,,10.0
S011-MED-01,S011,R018,8062.869222835098,10800.0,10800.0,16.0
S011-WAT-01,S011,R018,8062.869222835098,10800.0,10800.0,8.0
S011-FOD-01,S011,R018,8062.869222835098,14400.0,,6.0
S012-MED-01,S012,R019,2778.432399993481,7200.0,3600.0,22.0
S012-WAT-01,S012,R019,2778.432399993481,3600.0,3600.0,12.0
S012-FOD-01,S012,R019,2778.432399993481,7200.0,,10.0
S013-MED-01,S013,R020,1061.4461773372275,3600.0,3600.0,24.0
S013-WAT-01,S013,R020,1061.4461773372275,3600.0,3600.0,12.0
S013-FOD-01,S013,R020,1061.4461773372275,7200.0,,10.0
S014-MED-01,S014,R021,2797.809666422514,7200.0,3600.0,22.0
S014-WAT-01,S014,R021,2797.809666422514,3600.0,3600.0,12.0
S014-FOD-01,S014,R021,2797.809666422514,7200.0,,10.0
S015-MED-01,S015,R022,6547.9240746004525,7200.0,7200.0,18.0
S015-WAT-01,S015,R022,6547.9240746004525,10800.0,10800.0,8.0
S015-FOD-01,S015,R022,6547.9240746004525,14400.0,,6.0
