uav_id,sortie_id,busy_start_s,busy_end_s
U08,M001,0.0,1626.170391878965
U07,M002,0.0,1560.170391878965
U01,M003,0.0,2003.7375242139126
U08,M004,1626.1704018789649,3733.982420517673
U05,M005,4894.135796759734,6974.678895035617
U08,M006,3733.9824305176735,6035.043497110837
U08,M007,6035.043507110837,7912.238665306379
U02,M008,0.0,1727.4353226736384
U06,M009,5754.329087756143,7656.171394923187
U06,M010,3792.4867705890993,5754.329077756143
U05,M011,6974.6789050356165,8533.121152430025
U05,M012,0.0,1555.376902446339
U06,M013,7656.171404923187,8844.595055034788
U06,M014,0.0,1922.734555970083
U05,M015,1555.376912446339,3065.847192739284
U06,M016,1922.734565970083,3792.4867605890995
U05,M017,3065.8472027392836,4894.1357867597335
U07,M018,4039.7445717157216,6667.356718441078
U07,M019,1560.1704018789649,4039.744561715722
