pareto_id,conclusion,J_late,J_norm,joint_makespan_s,transport_energy_kwh,relay_energy_kwh,total_energy_kwh,transport_sorties,relay_sorties,total_transport_shift_s,max_transport_shift_s,hard_deadline_violations,communication_uncovered_duration_s,communication_validation,minimum_M_E_kwh,minimum_M_C_db,relay_uav_utilization,energy_component_utilization,resource_calendar_horizon_s,candidate_set_complete,one_to_many_relay,comm_power_counted_once_per_active_module,total_absolute_transport_shift_s,solution_id,level,search_objective,J_late_budget,Gamma_C_db,global_optimum_proven,construction_guard_s,communication_authority,total_positive_transport_shift_s,total_transport_advance_s,assignment_minimum_margin_quantiles_db,full_flight_margin_distribution_db,minimum_twohop_margin_db,minimum_twohop_robust_slack_db,used_relay_uavs,used_energy_components,relay_active_s,relay_idle_s,relay_flight_s,relay_occupied_s
P01,E8_PLAN_INDEPENDENTLY_VALIDATED,909226.8680443967,0.9022469147633128,12838.08769833598,73.47077585529216,5.928632274996139,79.3994081302883,28,10,68637.97324279614,9353.711309813678,0,0.0,E8_PLAN_INDEPENDENTLY_VALIDATED,1.4270909869455959,4.199560662321062,"{'R01': {'sorties': 5, 'operating_s': 10823.413676789329, 'unavailable_s': 12323.413676789329, 'utilization': 0.913522958059118}, 'R02': {'sorties': 5, 'operating_s': 11490.108028595223, 'unavailable_s': 12990.108028595223, 'utilization': 0.9629443775096499}}","{'REC-01': {'sorties': 2, 'unavailable_s': 5447.053712954506, 'utilization': 0.40378492121361}, 'REC-02': {'sorties': 2, 'unavailable_s': 7159.868248435122, 'utilization': 0.5307542368672709}, 'REC-03': {'sorties': 2, 'unavailable_s': 5031.731866925011, 'utilization': 0.3729975070049938}, 'REC-04': {'sorties': 2, 'unavailable_s': 4472.465656680695, 'utilization': 0.33153963371399453}, 'REC-05': {'sorties': 1, 'unavailable_s': 2809.9673275190507, 'utilization': 0.20830021067291324}, 'REC-06': {'sorties': 1, 'unavailable_s': 2994.924057371066, 'utilization': 0.2220108774896564}}",13489.98792867976,False,True,True,72963.2502272589,Q3E8_G04_001,L1,makespan,1000929.6152227166,4,False,2.0,INDEPENDENT_FULL_FLIGHT_AUDIT,70800.61173502753,2162.6384922313764,"{'0': 4.199560662321062, '0.25': 5.158348586648152, '0.5': 7.47477218876972, '0.75': 9.715958423657955, '1': 16.348630192120197}","{'direct_active_path': {'0': 4.000079988301325, '0.01': 4.28647023580406, '0.05': 5.984226408642768, '0.25': 14.215035168261414, '0.5': 22.252237121831705, '0.75': 35.57108875527453, '0.95': 55.35618444861986, '1': 201.94577516576788}, 'relayed_active_path': {'0': 4.264519653654702, '0.01': 4.569185612572468, '0.05': 4.745420076670131, '0.25': 6.7396164974384405, '0.5': 9.094652571767035, '0.75': 10.01648148125875, '0.95': 13.11389912953588, '1': 16.480566458341656}}",4.199560662321062,0.19956066232106195,2,6,10947.233440428165,583.3154758314013,8682.972789124986,25313.521705384548
P01,E8_PLAN_INDEPENDENTLY_VALIDATED,910917.3728271361,0.9030094953231417,12838.08769833598,73.47077585529216,5.926422848472352,79.39719870376452,28,10,68793.82027783987,9353.711309813678,0,0.0,E8_PLAN_INDEPENDENTLY_VALIDATED,1.4270909869455959,4.199560662321062,"{'R01': {'sorties': 5, 'operating_s': 10823.413676789329, 'unavailable_s': 12323.413676789329, 'utilization': 0.913522958059118}, 'R02': {'sorties': 5, 'operating_s': 11490.108028595223, 'unavailable_s': 12990.108028595223, 'utilization': 0.9629443775096499}}","{'REC-01': {'sorties': 2, 'unavailable_s': 5447.053712954506, 'utilization': 0.40378492121361}, 'REC-02': {'sorties': 2, 'unavailable_s': 7159.868248435122, 'utilization': 0.5307542368672709}, 'REC-03': {'sorties': 2, 'unavailable_s': 5031.731866925011, 'utilization': 0.3729975070049938}, 'REC-04': {'sorties': 2, 'unavailable_s': 4498.6778376973125, 'utilization': 0.33348271781126715}, 'REC-05': {'sorties': 1, 'unavailable_s': 2809.9673275190507, 'utilization': 0.20830021067291324}, 'REC-06': {'sorties': 1, 'unavailable_s': 2967.8142968291604, 'utilization': 0.22000125667418702}}",13489.98792867976,False,True,True,73119.09726230263,Q3E8_G04_002,L1,relay_sorties,1000929.6152227166,4,False,2.0,INDEPENDENT_FULL_FLIGHT_AUDIT,70956.45877007126,2162.6384922313764,"{'0': 4.199560662321062, '0.25': 5.158348586648152, '0.5': 7.47477218876972, '0.75': 9.715958423657955, '1': 16.348630192120197}","{'direct_active_path': {'0': 4.000063907615921, '0.01': 4.282993056275218, '0.05': 5.980047666033727, '0.25': 14.198784505818374, '0.5': 22.23663905000591, '0.75': 35.55561797467156, '0.95': 55.264332689385725, '1': 201.94577516576788}, 'relayed_active_path': {'0': 4.264519653654702, '0.01': 4.569185612572468, '0.05': 4.746155073999589, '0.25': 6.751441122438067, '0.5': 9.107579209505246, '0.75': 10.01648148125875, '0.95': 13.11389912953588, '1': 16.480566458341656}}",4.199560662321062,0.19956066232106195,2,6,10929.836346934717,576.5625010000003,8707.122857449835,25313.521705384548
P01,E8_PLAN_INDEPENDENTLY_VALIDATED,955432.8145307745,0.9146069388966914,13332.751374563673,73.47077585529216,5.780214795003322,79.25099065029548,28,10,71073.95898937636,9077.30373704472,0,0.0,E8_PLAN_INDEPENDENTLY_VALIDATED,1.5087985999609976,4.199560662321062,"{'R01': {'sorties': 5, 'operating_s': 10580.212140602256, 'unavailable_s': 12080.212140602256, 'utilization': 0.8656442694998315}, 'R02': {'sorties': 5, 'operating_s': 11223.125560432678, 'unavailable_s': 12723.125560432678, 'utilization': 0.9117141821125581}}","{'REC-01': {'sorties': 2, 'unavailable_s': 6336.398390986878, 'utilization': 0.45405386036145284}, 'REC-02': {'sorties': 2, 'unavailable_s': 6839.913373759712, 'utilization': 0.4901347548334667}, 'REC-03': {'sorties': 2, 'unavailable_s': 4386.8238702344315, 'utilization': 0.3143511802917882}, 'REC-04': {'sorties': 2, 'unavailable_s': 4250.815439752555, 'utilization': 0.30460508336236514}, 'REC-05': {'sorties': 1, 'unavailable_s': 2809.9673275190507, 'utilization': 0.2013567382954381}, 'REC-06': {'sorties': 1, 'unavailable_s': 2721.6138620361235, 'utilization': 0.19502550253603576}}",13955.169076071157,False,True,True,75840.40120862563,Q3E8_G04_003,L1,energy,955432.814530775,4,False,2.0,INDEPENDENT_FULL_FLIGHT_AUDIT,73457.180099001,2383.221109624629,"{'0': 4.199560662321062, '0.25': 5.286280757655902, '0.5': 7.525959170131017, '0.75': 9.838352493351668, '1': 15.217266656215855}","{'direct_active_path': {'0': 4.000079988301325, '0.01': 4.286531252757888, '0.05': 5.983437964525303, '0.25': 14.214861268270512, '0.5': 22.256999171035527, '0.75': 35.56810826412737, '0.95': 55.353028247325724, '1': 201.94577516576788}, 'relayed_active_path': {'0': 4.2646258795796825, '0.01': 4.569185612572468, '0.05': 4.746505415555669, '0.25': 6.756882965238379, '0.5': 9.096163228195863, '0.75': 10.01648148125875, '0.95': 13.11389912953588, '1': 16.03984694738054}}",4.199560662321062,0.19956066232106195,2,6,10857.321036609512,143.26518657508132,8702.751477850343,24803.337701034936
P01,E8_PLAN_INDEPENDENTLY_VALIDATED,955432.8145307747,0.9149137854222208,13350.670862900633,73.47077585529216,5.773095505160943,79.2438713604531,28,10,70878.79601685486,9076.86301376199,0,0.0,E8_PLAN_INDEPENDENTLY_VALIDATED,1.5115529336696722,4.199560662321062,"{'R01': {'sorties': 5, 'operating_s': 10562.292652265302, 'unavailable_s': 12062.292652265302, 'utilization': 0.8632517139403277}, 'R02': {'sorties': 5, 'operating_s': 11220.605945532254, 'unavailable_s': 12720.605945532254, 'utilization': 0.9103646546643843}}","{'REC-01': {'sorties': 2, 'unavailable_s': 6336.398390986878, 'utilization': 0.4534715687072066}, 'REC-02': {'sorties': 2, 'unavailable_s': 6838.794425690564, 'utilization': 0.48942611321523866}, 'REC-03': {'sorties': 2, 'unavailable_s': 4384.755372835405, 'utilization': 0.3138000129766685}, 'REC-04': {'sorties': 2, 'unavailable_s': 4250.815439752555, 'utilization': 0.3042144490932463}, 'REC-05': {'sorties': 1, 'unavailable_s': 2809.9673275190507, 'utilization': 0.20109851265643056}, 'REC-06': {'sorties': 1, 'unavailable_s': 2701.4699927684524, 'utilization': 0.19333377730457998}}",13973.088564408117,False,True,True,75645.23823610412,Q3E8_G04_004,L1,energy,955432.814530775,4,False,2.0,INDEPENDENT_FULL_FLIGHT_AUDIT,73262.01712647949,2383.221109624629,"{'0': 4.199560662321062, '0.25': 5.436652616025313, '0.5': 7.650143365859698, '0.75': 9.838352493351668, '1': 15.176961592176824}","{'direct_active_path': {'0': 4.000079988301325, '0.01': 4.282873900983694, '0.05': 5.981848599919939, '0.25': 14.208654944535112, '0.5': 22.253296975156942, '0.75': 35.5617831051457, '0.95': 55.30030943734042, '1': 201.94577516576788}, 'relayed_active_path': {'0': 4.264747761984623, '0.01': 4.569185612572468, '0.05': 4.747691876710125, '0.25': 6.759696504692187, '0.5': 9.111564747883556, '0.75': 10.01648148125875, '0.95': 13.11389912953588, '1': 16.040690666288583}}",4.199560662321062,0.19956066232106195,2,6,10641.089521247999,341.57721359963944,8700.231862949919,24782.898597797554
P01,E8_PLAN_INDEPENDENTLY_VALIDATED,955432.814530775,0.9149594973117232,13352.83574055452,73.47077585529216,5.763949883891107,79.23472573918326,28,10,70870.7062108851,9066.950152925776,0,0.0,E8_PLAN_INDEPENDENTLY_VALIDATED,1.5115228659244793,4.199560662321062,"{'R01': {'sorties': 5, 'operating_s': 10560.127774611416, 'unavailable_s': 12060.127774611416, 'utilization': 0.8629630814646595}, 'R02': {'sorties': 5, 'operating_s': 11203.346871707321, 'unavailable_s': 12703.346871707321, 'utilization': 0.9089886580141321}}","{'REC-01': {'sorties': 2, 'unavailable_s': 6336.398390986878, 'utilization': 0.45340132236284963}, 'REC-02': {'sorties': 2, 'unavailable_s': 6838.806640712049, 'utilization': 0.48935117127314187}, 'REC-03': {'sorties': 2, 'unavailable_s': 4364.037405820778, 'utilization': 0.3122689276379147}, 'REC-04': {'sorties': 2, 'unavailable_s': 4250.815439752555, 'utilization': 0.3041673238610949}, 'REC-05': {'sorties': 1, 'unavailable_s': 2809.9673275190507, 'utilization': 0.20106736090107352}, 'REC-06': {'sorties': 1, 'unavailable_s': 2699.036384641905, 'utilization': 0.193129691409995}}",13975.253442062003,False,True,True,75637.14843013434,Q3E8_G04_005,L1,energy,955432.814530775,4,False,2.0,INDEPENDENT_FULL_FLIGHT_AUDIT,73253.92732050971,2383.221109624629,"{'0': 4.199560662321062, '0.25': 5.158348586648152, '0.5': 7.47477218876972, '0.75': 9.715958423657955, '1': 16.348630192120197}","{'direct_active_path': {'0': 4.000079988301325, '0.01': 4.280412232722405, '0.05': 5.979588903082495, '0.25': 14.20724140387336, '0.5': 22.250125580046106, '0.75': 35.56331097975532, '0.95': 55.34519542555929, '1': 201.94577516576788}, 'relayed_active_path': {'0': 4.264747761984623, '0.01': 4.569185612572468, '0.05': 4.749340821122981, '0.25': 6.74920706559336, '0.5': 9.099765196375827, '0.75': 10.01648148125875, '0.95': 13.11389912953588, '1': 16.480566458341656}}",4.199560662321062,0.19956066232106195,2,6,10641.089521247997,339.4123359457535,8682.972789124986,24763.474646318733
P01,E8_PLAN_INDEPENDENTLY_VALIDATED,1000929.6152227161,0.9219146448989296,13642.386664701304,73.47077585529216,5.731663356899072,79.20243921219124,28,10,70799.48986697065,8996.95969960405,0,0.0,E8_PLAN_INDEPENDENTLY_VALIDATED,1.5109475681933433,4.199560662321062,"{'R01': {'sorties': 5, 'operating_s': 10644.747672700152, 'unavailable_s': 12144.747672700152, 'utilization': 0.8453197314557648}, 'R02': {'sorties': 5, 'operating_s': 11011.179183615479, 'unavailable_s': 12511.179183615479, 'utilization': 0.8708247312097043}}","{'REC-01': {'sorties': 2, 'unavailable_s': 5668.703929882646, 'utilization': 0.39456293476414867}, 'REC-02': {'sorties': 2, 'unavailable_s': 6839.040355415323, 'utilization': 0.4760227147123169}, 'REC-03': {'sorties': 2, 'unavailable_s': 4142.387188892639, 'utilization': 0.2883255972433063}, 'REC-04': {'sorties': 2, 'unavailable_s': 5140.160117784927, 'utilization': 0.357774314255435}, 'REC-05': {'sorties': 1, 'unavailable_s': 2809.9673275190507, 'utilization': 0.1955842056757833}, 'REC-06': {'sorties': 1, 'unavailable_s': 2578.138478345012, 'utilization': 0.17944805317522441}}",14367.04624389296,False,True,True,75565.93208621991,Q3E8_G04_006,L1,energy,1000929.6152227166,4,False,2.0,INDEPENDENT_FULL_FLIGHT_AUDIT,73182.71097659528,2383.221109624629,"{'0': 4.199560662321062, '0.25': 5.158348586648152, '0.5': 7.47477218876972, '0.75': 9.715958423657955, '1': 16.348630192120197}","{'direct_active_path': {'0': 4.000033993484621, '0.01': 4.282329300158009, '0.05': 5.9765286191292, '0.25': 14.208457587915651, '0.5': 22.24989921481977, '0.75': 35.55641660333946, '0.95': 55.30994424484099, '1': 201.94577516576788}, 'relayed_active_path': {'0': 4.264747761984623, '0.01': 4.569185612572468, '0.05': 4.747997719755849, '0.25': 6.742245876193703, '0.5': 9.095920102005593, '0.75': 10.01648148125875, '0.95': 13.11389912953588, '1': 16.480566458341656}}",4.199560662321062,0.19956066232106195,2,6,10574.963167886679,297.9908993039662,8682.972789124986,24655.92685631563
P01,E8_PLAN_INDEPENDENTLY_VALIDATED,1000929.6152227162,0.9261645310683134,13613.885701455905,73.47077585529216,5.743153584963035,79.2139294402552,28,10,73852.27350917194,10129.509312933566,0,0.0,E8_PLAN_INDEPENDENTLY_VALIDATED,1.5112718037163275,4.199560662321062,"{'R01': {'sorties': 5, 'operating_s': 10683.413189893798, 'unavailable_s': 12183.413189893798, 'utilization': 0.8540302825332531}, 'R02': {'sorties': 5, 'operating_s': 11011.179183615479, 'unavailable_s': 12511.179183615479, 'utilization': 0.8770059528039713}}","{'REC-01': {'sorties': 2, 'unavailable_s': 6336.398390986877, 'utilization': 0.44416749426069035}, 'REC-02': {'sorties': 2, 'unavailable_s': 6838.90863473411, 'utilization': 0.47939234945966636}, 'REC-03': {'sorties': 2, 'unavailable_s': 4142.387188892639, 'utilization': 0.29037216797561033}, 'REC-04': {'sorties': 2, 'unavailable_s': 4472.465656680738, 'utilization': 0.3135099375570482}, 'REC-05': {'sorties': 1, 'unavailable_s': 2809.9673275190507, 'utilization': 0.19697248654596636}, 'REC-06': {'sorties': 1, 'unavailable_s': 2621.603621370812, 'utilization': 0.18376860790592875}}",14265.785931799692,False,True,True,78618.7157284212,Q3E8_G04_007,L1,energy,1000929.6152227166,4,False,2.0,INDEPENDENT_FULL_FLIGHT_AUDIT,76235.49461879657,2383.221109624629,"{'0': 4.199560662321062, '0.25': 5.158348586648152, '0.5': 7.47477218876972, '0.75': 9.715958423657955, '1': 16.348630192120197}","{'direct_active_path': {'0': 4.000079988301325, '0.01': 4.283353043760718, '0.05': 5.983178703776895, '0.25': 14.201378333850569, '0.5': 22.237045483688078, '0.75': 35.556107849204814, '0.95': 55.265560641514874, '1': 201.94577516576788}, 'relayed_active_path': {'0': 4.2645547543080085, '0.01': 4.569185612572468, '0.05': 4.7476387320854805, '0.25': 6.747761599537533, '0.5': 9.095794390521235, '0.75': 10.01648148125875, '0.95': 13.11389912953588, '1': 16.480566458341656}}",4.199560662321062,0.19956066232106195,2,6,10590.28372742547,321.33585695881993,8682.972789124986,24694.592373509273
P01,E8_PLAN_INDEPENDENTLY_VALIDATED,1000929.6152227165,0.9271252132422769,13421.589084867961,73.47077585529216,5.726235598183524,79.19701145347568,28,10,73656.03479729171,9365.353662293457,0,0.0,E8_PLAN_INDEPENDENTLY_VALIDATED,1.5147124515502328,4.199560662321062,"{'R01': {'sorties': 5, 'operating_s': 10447.137847070844, 'unavailable_s': 11947.137847070844, 'utilization': 0.8506929702327656}, 'R02': {'sorties': 5, 'operating_s': 11203.346871707357, 'unavailable_s': 12703.346871707357, 'utilization': 0.904538645198555}}","{'REC-01': {'sorties': 2, 'unavailable_s': 6336.398390986878, 'utilization': 0.4511816668398386}, 'REC-02': {'sorties': 2, 'unavailable_s': 6837.510871551585, 'utilization': 0.48686325601785385}, 'REC-03': {'sorties': 2, 'unavailable_s': 4364.03740582082, 'utilization': 0.3107401948890054}, 'REC-04': {'sorties': 2, 'unavailable_s': 4250.815439752555, 'utilization': 0.30267825303790163}, 'REC-05': {'sorties': 1, 'unavailable_s': 2809.9673275190507, 'utilization': 0.20008302262037447}, 'REC-06': {'sorties': 1, 'unavailable_s': 2572.020797693087, 'utilization': 0.18314009931896996}}",14044.006786375445,False,True,True,78422.47701654097,Q3E8_G04_008,L1,energy,1000929.6152227166,4,False,2.0,INDEPENDENT_FULL_FLIGHT_AUDIT,76039.25590691634,2383.221109624629,"{'0': 4.199560662321062, '0.25': 5.158348586648152, '0.5': 7.47477218876972, '0.75': 9.715958423657955, '1': 16.348630192120197}","{'direct_active_path': {'0': 4.000079988301325, '0.01': 4.280269298804182, '0.05': 5.980962716665912, '0.25': 14.207337786512301, '0.5': 22.248693183560775, '0.75': 35.55623927307812, '0.95': 55.36029789004801, '1': 201.94577516576788}, 'relayed_active_path': {'0': 4.264681247801761, '0.01': 4.569185612572468, '0.05': 4.749594665454239, '0.25': 6.748088155410208, '0.5': 9.09609833928375, '0.75': 10.01648148125875, '0.95': 13.11389912953588, '1': 16.480566458341656}}",4.199560662321062,0.19956066232106195,2,6,10298.449428653215,569.0625010000003,8682.972789124986,24650.4847187782
P01,E8_PLAN_INDEPENDENTLY_VALIDATED,1000929.6152227165,0.9276452584844479,14243.17183284256,73.47077585529216,5.709947147762924,79.18072300305508,28,10,73744.91321634594,9133.076506287094,0,0.0,E8_PLAN_INDEPENDENTLY_VALIDATED,1.509913462996384,4.199560662321062,"{'R01': {'sorties': 5, 'operating_s': 10378.124410427232, 'unavailable_s': 11878.124410427232, 'utilization': 0.7990348706306164}, 'R02': {'sorties': 5, 'operating_s': 11203.346871707321, 'unavailable_s': 12703.346871707321, 'utilization': 0.8545471299576508}}","{'REC-01': {'sorties': 2, 'unavailable_s': 6336.398390986878, 'utilization': 0.42624602114469184}, 'REC-02': {'sorties': 2, 'unavailable_s': 6839.460460651587, 'utilization': 0.4600867288073297}, 'REC-03': {'sorties': 2, 'unavailable_s': 4364.037405820778, 'utilization': 0.2935663867037873}, 'REC-04': {'sorties': 2, 'unavailable_s': 4250.815439752555, 'utilization': 0.2859500075614331}, 'REC-05': {'sorties': 1, 'unavailable_s': 2809.9673275190507, 'utilization': 0.18902495061000005}, 'REC-06': {'sorties': 1, 'unavailable_s': 2494.44058896611, 'utilization': 0.16779964112436882}}",14865.589534350043,False,True,True,78511.35543559521,Q3E8_G04_009,L1,energy,1000929.6152227166,4,False,2.0,INDEPENDENT_FULL_FLIGHT_AUDIT,76128.13432597058,2383.221109624629,"{'0': 4.199560662321062, '0.25': 5.158348586648152, '0.5': 7.47477218876972, '0.75': 9.715958423657955, '1': 16.348630192120197}","{'direct_active_path': {'0': 4.000039801442629, '0.01': 4.280426291973697, '0.05': 5.97227000967127, '0.25': 14.20456222783108, '0.5': 22.239151456747674, '0.75': 35.555567358943065, '0.95': 55.31266243423322, '1': 201.94577516576788}, 'relayed_active_path': {'0': 4.264680607980168, '0.01': 4.569185612572468, '0.05': 4.751732676267967, '0.25': 6.748054079461841, '0.5': 9.097355452333197, '0.75': 10.01648148125875, '0.95': 13.11389912953588, '1': 16.480566458341656}}",4.199560662321062,0.19956066232106195,2,6,10574.963167886679,223.53532512288803,8682.972789124986,24581.471282134553
P01,E8_PLAN_INDEPENDENTLY_VALIDATED,1000929.6152227168,0.9220911893997689,13235.405768366614,73.47077585529216,5.757044539155367,79.22782039444753,28,10,71545.61278836986,9072.294642118859,0,0.0,E8_PLAN_INDEPENDENTLY_VALIDATED,1.5112718037163275,4.199560662321062,"{'R01': {'sorties': 5, 'operating_s': 10536.706806431406, 'unavailable_s': 12036.706806431406, 'utilization': 0.8622242451419988}, 'R02': {'sorties': 5, 'operating_s': 11203.346871707321, 'unavailable_s': 12703.346871707321, 'utilization': 0.9099776079435932}}","{'REC-01': {'sorties': 2, 'unavailable_s': 5447.053712954506, 'utilization': 0.39018826755758995}, 'REC-02': {'sorties': 2, 'unavailable_s': 6838.90863473411, 'utilization': 0.48989087547002713}, 'REC-03': {'sorties': 2, 'unavailable_s': 4364.037405820778, 'utilization': 0.3126086660177478}, 'REC-04': {'sorties': 2, 'unavailable_s': 5140.160117784934, 'utilization': 0.3682045885755105}, 'REC-05': {'sorties': 1, 'unavailable_s': 2809.9673275190507, 'utilization': 0.20128611561338694}, 'REC-06': {'sorties': 1, 'unavailable_s': 2672.708126140933, 'utilization': 0.19145384062320392}}",13960.065347558271,False,True,True,76312.05500761913,Q3E8_G04_010,L1,energy,1000929.6152227166,4,False,2.0,INDEPENDENT_FULL_FLIGHT_AUDIT,73928.8338979945,2383.221109624629,"{'0': 4.199560662321062, '0.25': 5.158348586648152, '0.5': 7.47477218876972, '0.75': 9.715958423657955, '1': 16.348630192120197}","{'direct_active_path': {'0': 4.000079988301325, '0.01': 4.286467936170425, '0.05': 5.983594935486768, '0.25': 14.217755416553175, '0.5': 22.256138229128457, '0.75': 35.57035571426881, '0.95': 55.32771979577667, '1': 201.94577516576788}, 'relayed_active_path': {'0': 4.264747761984623, '0.01': 4.569185612572468, '0.05': 4.746148653035348, '0.25': 6.74318731866741, '0.5': 9.097371106985356, '0.75': 10.01648148125875, '0.95': 13.11389912953588, '1': 16.480566458341656}}",4.199560662321062,0.19956066232106195,2,6,10635.745032054921,321.33585695881993,8682.972789124986,24740.053678138727
