energy_component_id,relay_sortie_id,takeoff_s,return_s,soc_at_takeoff,return_soc,charge_start_s,charge_end_s,charge_duration_s
REC-03,D26092512_019_R003,4313.839026668503,6250.46911544252,1.0,0.822650069351126,6250.46911544252,6981.024025286057,730.5549098435363
REC-04,D26092512_019_R004,5654.523660316136,9484.625135255345,1.0,0.6528096118906159,9484.625135255345,10435.972639797545,951.3475045421993
REC-05,D26092512_019_R005,6730.469115442519,8679.011873916896,1.0,0.825197428190221,8679.011873916896,9406.255217269609,727.2433433527127
REC-01,D26092512_019_R001,246.28969956104845,3833.839026668503,1.0,0.6739556690744415,3833.839026668503,4757.696656871729,923.857630203226
REC-02,D26092512_019_R002,469.35466974075575,5174.523660316136,1.0,0.5739047387308542,5174.523660316136,6228.447499966025,1053.9238396498897
