atomic_task_id,parent_gap_id,pareto_id,transport_sortie_id,service_start_s,service_end_s,service_duration_s,Gamma_C_db,construction_guard_s
F18_M003_G00,F18_M003_G00,F18,M003,2061.3125,2917.34375,856.03125,0.0,2.0
F18_M004_G00,F18_M004_G00,F18,M004,2308.23125,3249.85625,941.625,0.0,2.0
F18_M005_G00,F18_M005_G00,F18,M005,3879.9625,4812.55625,932.5937499999995,0.0,2.0
F18_M006_G00,F18_M006_G00,F18,M006,4846.78125,5691.25,844.46875,0.0,2.0
F18_M007_G00,F18_M007_G00,F18,M007,4912.525,4943.18125,30.65625,0.0,2.0
F18_M007_G01,F18_M007_G01,F18,M007,4953.5875,5390.18125,436.59375,0.0,2.0
F18_M007_G02,F18_M007_G02,F18,M007,5400.55625,5431.24375,30.6875,0.0,2.0
F18_M008_G00,F18_M008_G00,F18,M008,5317.3375,5342.68125,25.34375,0.0,2.0
F18_M008_G01,F18_M008_G01,F18,M008,5350.18125,5761.525,411.34375,0.0,2.0
F18_M008_G02,F18_M008_G02,F18,M008,5769.05625,5794.4,25.34375,0.0,2.0
F18_M013_G00,F18_M013_G00,F18,M013,3126.1625,3555.85,429.6875,0.0,2.0
F18_M014_G00,F18_M014_G00,F18,M014,816.0625,1245.75,429.6875,0.0,2.0
F18_M015_G00,F18_M015_G00,F18,M015,2526.66875,3482.91875,956.25,0.0,2.0
F18_M016_G00,F18_M016_G00,F18,M016,3772.65,4296.55625,523.9062499999995,0.0,2.0
F18_M017_G00,F18_M017_G00,F18,M017,753.6875,1171.15625,417.46875,0.0,2.0
F18_M018_G00,F18_M018_G00,F18,M018,746.34375,1547.34375,801.0,0.0,2.0
F18_M019_G00,F18_M019_G00,F18,M019,2297.0875,2696.0875,399.0,0.0,2.0
F18_M020_G00,F18_M020_G00,F18,M020,2727.6125,3346.76875,619.15625,0.0,2.0
F18_M021_G00,F18_M021_G00,F18,M021,4527.7875,5818.38125,1290.59375,0.0,2.0
F18_M022_G00,F18_M022_G00,F18,M022,4366.76875,4439.26875,72.5,0.0,2.0
F18_M022_G01,F18_M022_G01,F18,M022,4480.26875,4869.14375,388.875,0.0,2.0
F18_M022_G02,F18_M022_G02,F18,M022,4879.55,4910.20625,30.65625,0.0,2.0
F18_M023_G00,F18_M023_G00,F18,M023,2374.09375,2963.8125,589.71875,0.0,2.0
F18_M024_G00,F18_M024_G00,F18,M024,4869.63125,5423.81875,554.1875,0.0,2.0
