uav_id,sortie_id,busy_start_s,busy_end_s
U07,M001,2247.3,3873.470391878965
U08,M002,104.2,1664.370391878965
U05,M003,1869.8,3686.493933921912
U06,M004,5335.2,7415.743098275882
U08,M005,4027.8,6328.861066593163
U06,M006,1922.8,3130.076912821857
U01,M007,0.0,1313.485266596983
U02,M008,0.0,1313.485266596983
U03,M009,0.0,1727.4353226736384
U04,M010,0.0,1727.4353226736384
U06,M011,3433.3,5335.142307167044
U05,M012,5514.8,7476.642307167044
U06,M013,7476.7,8665.1236501116
U06,M014,0.0,1922.734555970083
U05,M015,0.0,1869.7521946190163
U05,M016,3686.5,5514.78858402045
U08,M017,1664.4,4027.742417221119
U07,M018,3873.5,6501.112146725356
U08,M019,6328.9,8813.4004360945
U07,M020,0.0,2247.256927404153
