site_id,min_access_margin_db,backhaul_margin_db,min_twohop_margin_db,outbound_time_s,return_time_s,horizontal_time_s,flight_energy_kwh,setup_energy_kwh,service_energy_kwh,total_energy_kwh,energy_margin_kwh,return_soc,climb_out_m,climb_back_m,desc_out_m,desc_back_m,cruise_alt_m,horizontal_distance_m,max_dem_on_route_m,setup_time_s,earliest_ready_s,required_transport_shift_s,as_is_timing_feasible,atomic_task_id,parent_gap_id,pareto_id,transport_sortie_id,service_start_s,service_end_s,service_duration_s,robust_slack_db,Gamma_C_db
E52_47db2d0d55c92154c779a4c9,3.0205906267075733,16.45726286038159,3.0205906267075733,312.62709924858126,351.3219092257948,393.08533863388124,0.16685347284684848,0.009166666666666667,0.3192578125,0.49527795201351515,2.064722047986485,0.8452256399957765,464.3377197265625,0.0,0.0,464.3377197265625,592.0377197265625,2948.1400397541092,295.61395263671875,30.0,522.6270992485813,0.0,1,AN01_M006_G00,AN01_M006_G00,AN01,M006,913.9375,1958.78125,1044.84375,3.0205906267075733,0.0
E52_47db2d0d55c92154c779a4c9,11.176286595238821,16.45726286038159,11.176286595238821,312.62709924858126,351.3219092257948,393.08533863388124,0.16685347284684848,0.009166666666666667,0.12212673611111113,0.2981468756246263,2.2618531243753743,0.9068291013673043,464.3377197265625,0.0,0.0,464.3377197265625,592.0377197265625,2948.1400397541092,295.61395263671875,30.0,522.6270992485813,0.0,1,AN01_M014_G00,AN01_M014_G00,AN01,M014,786.0625,1185.75,399.6875,11.176286595238821,0.0
E52_82c821a5773d0bfbe554f10a,3.9055423871373875,11.397135806608844,3.9055423871373875,512.9354114719376,566.0737563002253,707.0407539741487,0.2825549862639304,0.009166666666666667,0.25105208333333334,0.5427737362639304,2.0172262637360703,0.8303832074175217,637.6601379394531,0.0,0.0,637.6601379394531,765.3601379394531,5302.805654806116,465.3601379394531,30.0,722.9354114719376,0.0,1,AN01_M005_G00,AN01_M005_G00,AN01,M005,765.0,1586.625,821.625,3.9055423871373875,0.0
E52_82c821a5773d0bfbe554f10a,8.076615513440018,11.397135806608844,8.076615513440018,512.9354114719376,566.0737563002253,707.0407539741487,0.2825549862639304,0.009166666666666667,0.007743923611111111,0.29946557654170813,2.2605344234582923,0.9064170073307162,637.6601379394531,0.0,0.0,637.6601379394531,765.3601379394531,5302.805654806116,465.3601379394531,30.0,722.9354114719376,29.99791147193764,0,AN01_M008_G00,AN01_M008_G00,AN01,M008,692.9375,718.28125,25.34375,8.076615513440018,0.0
E52_82c821a5773d0bfbe554f10a,8.226809702901718,11.397135806608844,8.226809702901718,512.9354114719376,566.0737563002253,707.0407539741487,0.2825549862639304,0.009166666666666667,0.12568836805555555,0.4174100209861526,2.142589979013848,0.8695593684418274,637.6601379394531,0.0,0.0,637.6601379394531,765.3601379394531,5302.805654806116,465.3601379394531,30.0,722.9354114719376,0.0,1,AN01_M008_G01,AN01_M008_G01,AN01,M008,725.78125,1137.125,411.34375,8.226809702901718,0.0
E52_82c821a5773d0bfbe554f10a,8.076450462346799,11.397135806608844,8.076450462346799,512.9354114719376,566.0737563002253,707.0407539741487,0.2825549862639304,0.009166666666666667,0.007743923611111111,0.29946557654170813,2.2605344234582923,0.9064170073307162,637.6601379394531,0.0,0.0,637.6601379394531,765.3601379394531,5302.805654806116,465.3601379394531,30.0,722.9354114719376,0.0,1,AN01_M008_G02,AN01_M008_G02,AN01,M008,1144.65625,1170.0,25.34375,8.076450462346799,0.0
E52_82c821a5773d0bfbe554f10a,8.083338048554566,11.397135806608844,8.083338048554566,512.9354114719376,566.0737563002253,707.0407539741487,0.2825549862639304,0.009166666666666667,0.0093671875,0.301088840430597,2.2589111595694034,0.9059097373654384,637.6601379394531,0.0,0.0,637.6601379394531,765.3601379394531,5302.805654806116,465.3601379394531,30.0,722.9354114719376,0.0,1,AN01_M010_G00,AN01_M010_G00,AN01,M010,760.125,790.78125,30.65625,8.083338048554566,0.0
E52_82c821a5773d0bfbe554f10a,8.226809702901718,11.397135806608844,8.226809702901718,512.9354114719376,566.0737563002253,707.0407539741487,0.2825549862639304,0.009166666666666667,0.13340364583333333,0.42512529876393035,2.13487470123607,0.8671483441362717,637.6601379394531,0.0,0.0,637.6601379394531,765.3601379394531,5302.805654806116,465.3601379394531,30.0,722.9354114719376,0.0,1,AN01_M010_G01,AN01_M010_G01,AN01,M010,801.1875,1237.78125,436.59375,8.226809702901718,0.0
E52_82c821a5773d0bfbe554f10a,8.083077875508948,11.397135806608844,8.083077875508948,512.9354114719376,566.0737563002253,707.0407539741487,0.2825549862639304,0.009166666666666667,0.009376736111111112,0.30109838904170816,2.2589016109582922,0.9059067534244662,637.6601379394531,0.0,0.0,637.6601379394531,765.3601379394531,5302.805654806116,465.3601379394531,30.0,722.9354114719376,0.0,1,AN01_M010_G02,AN01_M010_G02,AN01,M010,1248.15625,1278.84375,30.6875,8.083077875508948,0.0
E52_82c821a5773d0bfbe554f10a,5.523919136465679,11.397135806608844,5.523919136465679,512.9354114719376,566.0737563002253,707.0407539741487,0.2825549862639304,0.009166666666666667,0.2921875,0.5839091529305971,1.9760908470694034,0.8175283897091884,637.6601379394531,0.0,0.0,637.6601379394531,765.3601379394531,5302.805654806116,465.3601379394531,30.0,722.9354114719376,0.0,1,AN01_M017_G00,AN01_M017_G00,AN01,M017,834.46875,1790.71875,956.25,5.523919136465679,0.0
E52_82c821a5773d0bfbe554f10a,1.9898130596061634,11.397135806608844,1.9898130596061634,512.9354114719376,566.0737563002253,707.0407539741487,0.2825549862639304,0.009166666666666667,0.16008246527777778,0.45180411820837485,2.1081958817916258,0.8588112130598828,637.6601379394531,0.0,0.0,637.6601379394531,765.3601379394531,5302.805654806116,465.3601379394531,30.0,722.9354114719376,16.18541147193764,0,AN01_M018_G00,AN01_M018_G00,AN01,M018,706.75,1230.65625,523.90625,1.9898130596061634,0.0
E52_82c821a5773d0bfbe554f10a,11.240343925362424,11.397135806608844,11.240343925362424,512.9354114719376,566.0737563002253,707.0407539741487,0.2825549862639304,0.009166666666666667,0.18094618055555556,0.4726678334861526,2.087332166513848,0.8522913020355773,637.6601379394531,0.0,0.0,637.6601379394531,765.3601379394531,5302.805654806116,465.3601379394531,30.0,722.9354114719376,0.0,1,AN01_M025_G00,AN01_M025_G00,AN01,M025,798.25,1390.4375,592.1875,11.240343925362424,0.0
