uav_id,sortie_id,busy_start_s,busy_end_s
U07,M001,0.0,1494.170391878965
U08,M002,0.0,1692.170391878965
U03,M003,0.0,2003.7375242139126
U08,M004,1692.2,3800.0120186387085
U02,M005,3708.9,5971.554022177535
U07,M006,1494.2,3930.31114433708
U08,M007,3800.1,6101.161066593163
U04,M008,3322.4,5014.596251618126
U05,M009,3130.1,4646.274861971584
U01,M010,4263.1,5955.296251618126
U03,M011,2395.4,3708.885266596983
U05,M012,0.0,1207.276912821857
U01,M013,0.0,1313.485266596983
U02,M014,1862.4,3529.8353226736385
U02,M015,0.0,1727.4353226736384
U01,M016,1313.5,3040.9353226736384
U07,M017,3930.4,6130.112084592174
U05,M018,4646.3,6204.742247394409
U04,M019,1727.5,3322.3593983215956
U04,M020,0.1,1654.9593983215955
U06,M021,5141.6,6210.0236501116015
U01,M022,3041.0,4263.026919003433
U05,M023,1207.3,3130.0345559700827
U06,M024,1922.8,3433.2702802929443
U06,M025,0.0,1869.7521946190163
U06,M026,3433.3,5141.58858402045
U03,M027,4017.5,5986.104336389495
