energy_component_id,relay_sortie_id,takeoff_s,return_s,soc_at_takeoff,return_soc,charge_start_s,charge_end_s,charge_duration_s
REC-01,Q3E8_G04_005_R001,197.71163788581964,3034.7968430624833,1.0,0.7370524090483115,3034.7968430624833,3876.6287112996783,841.8318682371951
REC-02,Q3E8_G04_005_R002,327.97966974075575,2019.5820632507807,1.0,0.8510403931942763,2019.5820632507807,2713.2295520982216,693.6474888474409
REC-03,Q3E8_G04_005_R003,2499.5820632507807,4184.852936843234,1.0,0.8546310186465086,4184.852936843234,4873.832612602772,688.9796757595387
REC-06,Q3E8_G04_005_R006,6016.648412304946,7985.9174338057965,1.0,0.8232558745068812,7985.9174338057965,8715.68479694685,729.7673631410544
REC-05,Q3E8_G04_005_R005,4664.852936843234,6725.82699268667,1.0,0.8084667140956809,6725.82699268667,7474.820264362284,748.9932716756148
REC-04,Q3E8_G04_005_R004,3760.3711073545774,5536.648412304946,1.0,0.8412296190295853,5536.648412304946,6243.049907566485,706.4014952615391
REC-02,Q3E8_G04_005_R007,7205.82699268667,10733.439915323072,1.0,0.6723508956013997,10733.439915323072,11659.383751041252,925.9438357181804
REC-03,Q3E8_G04_005_R009,11213.439915323072,12551.326541448077,1.0,0.8831536689663219,12551.326541448077,13203.226771791858,651.9002303437816
REC-04,Q3E8_G04_005_R010,12207.116802521356,13352.83574055452,1.0,0.9012035394432565,13352.83574055452,13975.253442062003,622.417701507484
REC-01,Q3E8_G04_005_R008,9795.339497570985,11727.116802521354,1.0,0.8263815287518075,11727.116802521354,12452.820815144005,725.7040126226502
