energy_component_id,relay_sortie_id,takeoff_s,return_s,soc_at_takeoff,return_soc,charge_start_s,charge_end_s,charge_duration_s
REC-01,Q3E8_G04_007_R001,197.71163788581964,3034.7968430624833,1.0,0.7370524090483115,3034.7968430624833,3876.6287112996783,841.8318682371951
REC-02,Q3E8_G04_007_R002,327.97966974075575,2019.5820632507807,1.0,0.8510403931942763,2019.5820632507807,2713.2295520982216,693.6474888474409
REC-03,Q3E8_G04_007_R003,2499.5820632507807,4184.852936843234,1.0,0.8546310186465086,4184.852936843234,4873.832612602772,688.9796757595387
REC-06,Q3E8_G04_007_R006,6085.530685114443,7985.9174338057965,1.0,0.8298331748619547,7985.9174338057965,8707.134306485255,721.2168726794588
REC-05,Q3E8_G04_007_R005,4664.852936843234,6725.82699268667,1.0,0.8084667140956809,6725.82699268667,7474.820264362284,748.9932716756148
REC-04,Q3E8_G04_007_R004,3829.2533801640748,5605.530685114443,1.0,0.8412296190295853,5605.530685114443,6311.932180375982,706.4014952615391
REC-02,Q3E8_G04_007_R007,7256.632786509234,10784.245709145636,1.0,0.6722724386613522,10784.245709145636,11710.291538885878,926.0458297402421
REC-04,Q3E8_G04_007_R010,12275.999075330861,13613.885701455905,1.0,0.8831536689663182,13613.885701455905,14265.785931799692,651.9002303437863
REC-03,Q3E8_G04_007_R009,11264.245709145636,12409.9646471788,1.0,0.9012035394432565,12409.9646471788,13032.382348686284,622.417701507484
REC-01,Q3E8_G04_007_R008,9864.22177038049,11795.99907533086,1.0,0.8263815287518075,11795.99907533086,12521.703087953509,725.7040126226502
