atomic_task_id,parent_gap_id,pareto_id,transport_sortie_id,service_start_s,service_end_s,service_duration_s,Gamma_C_db,construction_guard_s
T01_M003_G00,T01_M003_G00,T01,M003,747.8125,1603.84375,856.03125,0.0,2.0
T01_M004_G00,T01_M004_G00,T01,M004,2506.23125,3447.85625,941.625,0.0,2.0
T01_M005_G00,T01_M005_G00,T01,M005,4539.4625,5472.05625,932.59375,0.0,2.0
T01_M006_G00,T01_M006_G00,T01,M006,2378.1375,3386.98125,1008.84375,0.0,2.0
T01_M007_G00,T01_M007_G00,T01,M007,4754.88125,5599.35,844.46875,0.0,2.0
T01_M008_G00,T01_M008_G00,T01,M008,3801.125,3831.78125,30.65625,0.0,2.0
T01_M008_G01,T01_M008_G01,T01,M008,3842.1875,4278.78125,436.59375,0.0,2.0
T01_M008_G02,T01_M008_G02,T01,M008,4289.15625,4319.84375,30.6875,0.0,2.0
T01_M009_G00,T01_M009_G00,T01,M009,3410.7375,3436.08125,25.34375,0.0,2.0
T01_M009_G01,T01_M009_G01,T01,M009,3443.58125,3854.925,411.34375,0.0,2.0
T01_M009_G02,T01_M009_G02,T01,M009,3862.45625,3887.8,25.34375,0.0,2.0
T01_M010_G00,T01_M010_G00,T01,M010,5023.225,5053.88125,30.65625,0.0,2.0
T01_M010_G01,T01_M010_G01,T01,M010,5064.2875,5500.88125,436.59375,0.0,2.0
T01_M010_G02,T01_M010_G02,T01,M010,5511.25625,5541.94375,30.6875,0.0,2.0
T01_M014_G00,T01_M014_G00,T01,M014,2648.4625,3048.15,399.6875,0.0,2.0
T01_M015_G00,T01_M015_G00,T01,M015,816.0625,1245.75,429.6875,0.0,2.0
T01_M016_G00,T01_M016_G00,T01,M016,2129.5625,2559.25,429.6875,0.0,2.0
T01_M017_G00,T01_M017_G00,T01,M017,4698.86875,5655.11875,956.25,0.0,2.0
T01_M018_G00,T01_M018_G00,T01,M018,4940.75,5464.65625,523.90625,0.0,2.0
T01_M019_G00,T01_M019_G00,T01,M019,3131.1375,3516.575,385.4375,0.0,2.0
T01_M020_G00,T01_M020_G00,T01,M020,789.5375,1204.975,415.4374999999999,0.0,2.0
T01_M023_G00,T01_M023_G00,T01,M023,746.34375,1547.34375,801.0,0.0,2.0
T01_M024_G00,T01_M024_G00,T01,M024,1948.9875,2347.9875,399.0000000000002,0.0,2.0
T01_M025_G00,T01_M025_G00,T01,M025,2727.6125,3346.76875,619.15625,0.0,2.0
T01_M026_G00,T01_M026_G00,T01,M026,3802.3125,4433.6875,631.375,0.0,2.0
T01_M027_G00,T01_M027_G00,T01,M027,4560.85,5637.19375,1076.34375,0.0,2.0
