site_id,task_ids,preparation_start_s,takeoff_s,arrival_s,setup_start_s,service_start_s,service_end_s,return_s,uav_available_s,energy_ready_s,charge_duration_s,return_soc,outbound_time_s,return_time_s,flight_energy_kwh,setup_energy_kwh,active_communication_s,idle_hover_s,active_energy_kwh,idle_energy_kwh,total_energy_kwh,energy_margin_kwh,service_windows,relay_id,energy_component_id,relay_sortie_id,source_relay_id,source_energy_component_id,group_id
E52_c515ea57360fd29f9add62f7,"[""F13_M003_G00"", ""F13_M016_G00"", ""F13_M019_G00""]",12.214498897820818,192.21449889782082,717.8125,717.8125,747.8125,1603.84375,2175.899213158657,2475.899213158657,2906.2648009999057,730.3655878412488,0.8227957016605778,525.5980011021792,572.0554631586571,0.29632198385281766,0.009166666666666667,856.03125,0.0,0.2615651041666667,0.0,0.5670537546861509,1.9929462453138496,"[[747.8125, 1603.84375]]",G2-RUAV-01,G2-REC-01,F13_C2_SITE_B6500_RELAY_00_Q3_R001,R01,REC-01,G2
E52_cdef0b479e00ae29ebd83132,"[""F13_M004_G00"", ""F13_M006_G00"", ""F13_M014_G00"", ""F13_M017_G00"", ""F13_M018_G00""]",1567.1803878858195,1747.1803878858195,2267.1875,2267.1875,2297.1875,5691.25,6245.793309522221,6545.793309522221,7286.1784392209975,1040.385129698777,0.5843191310009407,520.0071121141804,554.5433095222207,0.3028799960747676,0.009166666666666667,2030.1999999999998,1363.8625000000002,0.6203388888888889,0.3977932291666667,1.3301787807969898,1.2298212192030107,"[[2297.1875, 3482.91875], [4846.78125, 5691.25]]",G2-RUAV-02,G2-REC-02,F13_C2_SITE_B6500_RELAY_00_Q3_R002,R02,REC-02,G2
E52_189eb019491ad876aa165071,"[""F13_M005_G00"", ""F13_M007_G00"", ""F13_M007_G01"", ""F13_M007_G02"", ""F13_M008_G00"", ""F13_M008_G01"", ""F13_M008_G02"", ""F13_M013_G00"", ""F13_M015_G00"", ""F13_M020_G00"", ""F13_M021_G00"", ""F13_M021_G01"", ""F13_M021_G02"", ""F13_M022_G00"", ""F13_M023_G00"", ""F13_M024_G00""]",2476.063331858314,2656.063331858314,3059.1625,3059.1625,3089.1625,5794.5,6242.8528846740755,6542.8528846740755,7171.35509818165,928.5022135075737,0.6703829126864818,403.09916814168594,448.35288467407526,0.21908171065325852,0.009166666666666667,2697.80625,7.53125,0.8243296875000001,0.0021966145833333334,1.0547746794032586,1.5052253205967419,"[[3089.1625, 5761.625], [5769.15625, 5794.5]]",G3-RUAV-01,G3-REC-01,F13_C2_SITE_B6500_RELAY_00_Q3_R003,R01,REC-03,G3
