sortie_id,battery_id,takeoff_s,return_s,return_soc,charge_duration_s,energy_ready_s
M001,BAT-C-01,480.0,1494.170391878965,0.6353055079653442,1623.5047327417542,3117.675124620719
M002,BAT-C-02,570.0,1692.170391878965,0.6255321544315746,1644.6803320649215,3336.8507239438864
M003,BAT-A-03,360.0,2003.7375242139126,0.32918662148352795,1372.0573920714135,3375.794916285326
M004,BAT-C-04,2172.2,3800.0120186387085,0.26837108934177256,2418.5293064261596,6218.541325064868
M005,BAT-A-05,4068.9,5971.554022177535,0.31476007122585303,1390.8119074063911,7362.365929583926
M006,BAT-C-03,1974.2,3930.31114433708,0.2628610718370119,2430.4676776864744,6360.778822023554
M007,BAT-C-01,4280.1,6101.161066593163,0.23088787400035304,2499.7429396659018,8600.904006259065
M008,BAT-A-03,3682.4,5014.596251618126,0.5126740814551964,1133.5236941082449,6148.119945726371
M009,BAT-B-01,3490.1,4646.274861971584,0.5413734475155271,1461.619357639753,6107.894219611337
M010,BAT-A-01,4623.1,5955.296251618126,0.5285988724357911,1112.8214658334716,7068.117717451598
M011,BAT-A-04,2755.4,3708.885266596983,0.6984373007190467,892.0315090652392,4600.916775662222
M012,BAT-B-01,360.0,1207.276912821857,0.7154664089004564,1159.8582245725422,2367.135137394399
M013,BAT-A-01,360.0,1313.485266596983,0.7085441999392076,878.8925400790301,2192.3778066760133
M014,BAT-A-01,2192.4,3529.8353226736385,0.5838850844250048,1040.9493902474937,4570.784712921132
M015,BAT-A-02,360.0,1727.4353226736384,0.5620247582009279,1069.3678143387936,2796.8031370124318
M016,BAT-A-05,1673.5,3040.9353226736384,0.5939038617900676,1027.924979672912,4068.8603023465503
M017,BAT-C-02,4380.4,6130.112084592174,0.2704970459512557,2413.923067105613,8544.035151697786
M018,BAT-B-04,5036.3,6204.742247394409,0.4759473657320945,1575.0245660643693,7779.766813458778
M019,BAT-A-06,2057.5,3322.3593983215956,0.57304103759146,1055.046651131102,4377.4060494526975
M020,BAT-A-04,360.1,1654.9593983215955,0.5794613551551151,1046.7002382983503,2701.6596366199456
M021,BAT-B-03,5471.6,6210.0236501116015,0.765903998443223,1072.4330693650802,7282.456719476681
M022,BAT-A-02,3401.0,4263.026919003433,0.7520707718271419,822.3079966247155,5085.334915628149
M023,BAT-B-03,1597.3,3130.0345559700827,0.31191138952446495,1859.3535914909273,4989.38814746101
M024,BAT-B-04,2312.8,3433.2702802929443,0.5438204341741839,1457.3779140980812,4890.648194391026
M025,BAT-B-02,390.0,1869.7521946190163,0.4649242488096277,1594.131302063312,3463.8834966823283
M026,BAT-B-02,3763.3,5141.58858402045,0.4976220927244275,1537.4550392776591,6679.043623298109
M027,BAT-A-06,4377.5,5986.104336389495,0.4683705042172335,1191.1183445175966,7177.222680907092
