atomic_task_id,parent_gap_id,pareto_id,transport_sortie_id,service_start_s,service_end_s,service_duration_s,Gamma_C_db,construction_guard_s
T02_M003_G00,T02_M003_G00,T02,M003,747.8125,1603.84375,856.03125,0.0,2.0
T02_M004_G00,T02_M004_G00,T02,M004,2506.23125,3447.85625,941.625,0.0,2.0
T02_M005_G00,T02_M005_G00,T02,M005,4539.4625,5472.05625,932.59375,0.0,2.0
T02_M006_G00,T02_M006_G00,T02,M006,2408.1375,3452.98125,1044.84375,0.0,2.0
T02_M007_G00,T02_M007_G00,T02,M007,4754.88125,5599.35,844.46875,0.0,2.0
T02_M008_G00,T02_M008_G00,T02,M008,3801.125,3831.78125,30.65625,0.0,2.0
T02_M008_G01,T02_M008_G01,T02,M008,3842.1875,4278.78125,436.59375,0.0,2.0
T02_M008_G02,T02_M008_G02,T02,M008,4289.15625,4319.84375,30.6875,0.0,2.0
T02_M009_G00,T02_M009_G00,T02,M009,3410.7375,3436.08125,25.34375,0.0,2.0
T02_M009_G01,T02_M009_G01,T02,M009,3443.58125,3854.925,411.34375,0.0,2.0
T02_M009_G02,T02_M009_G02,T02,M009,3862.45625,3887.8,25.34375,0.0,2.0
T02_M010_G00,T02_M010_G00,T02,M010,5023.225,5053.88125,30.65625,0.0,2.0
T02_M010_G01,T02_M010_G01,T02,M010,5064.2875,5500.88125,436.59375,0.0,2.0
T02_M010_G02,T02_M010_G02,T02,M010,5511.25625,5541.94375,30.6875,0.0,2.0
T02_M014_G00,T02_M014_G00,T02,M014,2648.4625,3048.15,399.6875,0.0,2.0
T02_M015_G00,T02_M015_G00,T02,M015,816.0625,1245.75,429.6875,0.0,2.0
T02_M016_G00,T02_M016_G00,T02,M016,2129.5625,2559.25,429.6875,0.0,2.0
T02_M017_G00,T02_M017_G00,T02,M017,4764.86875,5721.11875,956.25,0.0,2.0
T02_M018_G00,T02_M018_G00,T02,M018,4940.75,5464.65625,523.90625,0.0,2.0
T02_M019_G00,T02_M019_G00,T02,M019,3131.1375,3516.575,385.4375,0.0,2.0
T02_M020_G00,T02_M020_G00,T02,M020,789.5375,1204.975,415.4374999999999,0.0,2.0
T02_M023_G00,T02_M023_G00,T02,M023,746.34375,1547.34375,801.0,0.0,2.0
T02_M024_G00,T02_M024_G00,T02,M024,1948.9875,2347.9875,399.0000000000002,0.0,2.0
T02_M025_G00,T02_M025_G00,T02,M025,2727.6125,3346.76875,619.15625,0.0,2.0
T02_M026_G00,T02_M026_G00,T02,M026,4530.85,5063.0375,532.1875,0.0,2.0
T02_M027_G00,T02_M027_G00,T02,M027,3802.3125,4433.6875,631.375,0.0,2.0
