pareto_id,conclusion,J_late,J_norm,joint_makespan_s,transport_energy_kwh,relay_energy_kwh,total_energy_kwh,transport_sorties,relay_sorties,total_transport_shift_s,max_transport_shift_s,hard_deadline_violations,communication_uncovered_duration_s,communication_validation,minimum_M_E_kwh,minimum_M_C_db,relay_uav_utilization,energy_component_utilization,resource_calendar_horizon_s,candidate_set_complete,one_to_many_relay,comm_power_counted_once_per_active_module,total_absolute_transport_shift_s,solution_id,level,search_objective,J_late_budget,Gamma_C_db,global_optimum_proven,construction_guard_s,communication_authority,total_positive_transport_shift_s,total_transport_advance_s,assignment_minimum_margin_quantiles_db,full_flight_margin_distribution_db,minimum_twohop_margin_db,minimum_twohop_robust_slack_db,used_relay_uavs,used_energy_components,relay_active_s,relay_idle_s,relay_flight_s,relay_occupied_s
P01,E8_PLAN_INDEPENDENTLY_VALIDATED,87005.08617038542,0.5584702306702156,12044.374836661798,73.47077585529216,5.351385370067378,78.82216122535954,28,9,20290.58039817506,5245.605118084892,0,0.0,E8_PLAN_INDEPENDENTLY_VALIDATED,1.1038571791485101,0.6230836731091074,"{'R01': {'sorties': 5, 'operating_s': 9767.014853002049, 'unavailable_s': 11267.014853002049, 'utilization': 0.9066583120081028}, 'R02': {'sorties': 4, 'operating_s': 10293.41266245393, 'unavailable_s': 11493.41266245393, 'utilization': 0.924876576423125}}","{'REC-01': {'sorties': 2, 'unavailable_s': 5126.735080810132, 'utilization': 0.41254911217602114}, 'REC-02': {'sorties': 2, 'unavailable_s': 4549.607503596164, 'utilization': 0.3661075727090946}, 'REC-03': {'sorties': 2, 'unavailable_s': 4659.731256154824, 'utilization': 0.3749692469776991}, 'REC-04': {'sorties': 1, 'unavailable_s': 6025.2010336939475, 'utilization': 0.4848487971295157}, 'REC-05': {'sorties': 1, 'unavailable_s': 1930.287487310893, 'utilization': 0.15533051280831023}, 'REC-06': {'sorties': 1, 'unavailable_s': 2728.6774867767717, 'utilization': 0.21957707134080498}}",12426.969128036137,False,True,True,29929.914048755323,Q3E8_G00_001,L1,timeliness,,0,False,2.0,INDEPENDENT_FULL_FLIGHT_AUDIT,25110.24722346519,4819.666825290131,"{'0': 0.6230836731091074, '0.25': 1.8305909278777932, '0.5': 5.024050637378487, '0.75': 7.028218636624786, '1': 8.226809702901718}","{'direct_active_path': {'0': 0.00014517397144153676, '0.01': 0.20471732102335877, '0.05': 1.490892413325496, '0.25': 5.579665352241012, '0.5': 17.794455431961637, '0.75': 32.06001284575393, '0.95': 51.5135076780478, '1': 201.94577516576788}, 'relayed_active_path': {'0': 0.6230836731091074, '0.01': 0.6230836731091074, '0.05': 0.6284204985777677, '0.25': 2.0851026810843507, '0.5': 3.2103766649516245, '0.75': 6.515455925635393, '0.95': 8.906215713245231, '1': 15.145807950906047}}",0.6230836731091074,0.6230836731091074,2,6,9768.41498360304,574.8217178183963,7827.190814034544,22760.42751545598
P01,E8_PLAN_INDEPENDENTLY_VALIDATED,87005.08617038542,0.5585329702311226,11671.404241494876,73.47077585529216,5.351385370067378,78.82216122535954,28,9,20434.53004672002,5245.605118084892,0,0.0,E8_PLAN_INDEPENDENTLY_VALIDATED,1.1038571791485101,0.6230836731091074,"{'R01': {'sorties': 5, 'operating_s': 9767.014853002049, 'unavailable_s': 11267.014853002049, 'utilization': 0.950346905052036}, 'R02': {'sorties': 4, 'operating_s': 10293.41266245393, 'unavailable_s': 11493.41266245393, 'utilization': 0.9694430419019691}}","{'REC-01': {'sorties': 2, 'unavailable_s': 5126.735080810132, 'utilization': 0.4324283655108023}, 'REC-02': {'sorties': 2, 'unavailable_s': 4549.607503596164, 'utilization': 0.3837489758072078}, 'REC-03': {'sorties': 2, 'unavailable_s': 4659.731256154824, 'utilization': 0.3930376621879623}, 'REC-04': {'sorties': 1, 'unavailable_s': 6025.2010336939475, 'utilization': 0.5082119114418043}, 'REC-05': {'sorties': 1, 'unavailable_s': 1930.287487310893, 'utilization': 0.16281532982427896}, 'REC-06': {'sorties': 1, 'unavailable_s': 2728.6774867767717, 'utilization': 0.23015769822585513}}",11855.686374214189,False,True,True,30073.863697300283,Q3E8_G00_002,L1,makespan,87005.08617038542,0,False,2.0,INDEPENDENT_FULL_FLIGHT_AUDIT,25254.196872010154,4819.666825290131,"{'0': 0.6230836731091074, '0.25': 1.8305909278777932, '0.5': 5.024050637378487, '0.75': 7.028218636624786, '1': 8.226809702901718}","{'direct_active_path': {'0': 0.00014517397144153676, '0.01': 0.2045791621194475, '0.05': 1.4893682252698335, '0.25': 5.579810454188357, '0.5': 17.794379908887823, '0.75': 32.06060793581079, '0.95': 51.51350767804779, '1': 201.94577516576788}, 'relayed_active_path': {'0': 0.6230836731091074, '0.01': 0.6230836731091074, '0.05': 0.6284181693685511, '0.25': 2.0850634958427747, '0.5': 3.2100821320343016, '0.75': 6.5153109187696785, '0.95': 8.906215713245231, '1': 15.145807950906047}}",0.6230836731091074,0.6230836731091074,2,6,9768.41498360304,574.8217178183963,7827.190814034544,22760.42751545598
P01,E8_PLAN_INDEPENDENTLY_VALIDATED,87005.08617038545,0.5623141100960952,11671.404241494876,73.47077585529216,5.290883256338849,78.761659111631,28,9,20730.618996437654,5245.605118084892,0,0.0,E8_PLAN_INDEPENDENTLY_VALIDATED,1.1038571791485101,0.6230836731091074,"{'R01': {'sorties': 4, 'operating_s': 10278.777993341035, 'unavailable_s': 11478.777993341035, 'utilization': 0.9682086410709277}, 'R02': {'sorties': 5, 'operating_s': 9583.642604457937, 'unavailable_s': 11083.642604457937, 'utilization': 0.9348798757501356}}","{'REC-01': {'sorties': 2, 'unavailable_s': 4533.156204549985, 'utilization': 0.38236134640078556}, 'REC-02': {'sorties': 2, 'unavailable_s': 4920.600478497089, 'utilization': 0.4150413837868778}, 'REC-03': {'sorties': 2, 'unavailable_s': 4659.731256154824, 'utilization': 0.3930376621879623}, 'REC-04': {'sorties': 1, 'unavailable_s': 6025.2010336939475, 'utilization': 0.5082119114418043}, 'REC-05': {'sorties': 1, 'unavailable_s': 1930.287487310893, 'utilization': 0.16281532982427896}, 'REC-06': {'sorties': 1, 'unavailable_s': 2728.6774867767717, 'utilization': 0.23015769822585513}}",11855.686374214189,False,True,True,30223.848143336974,Q3E8_G00_003,L1,energy,87005.08617038542,0,False,2.0,INDEPENDENT_FULL_FLIGHT_AUDIT,25477.233569887314,4746.61457344966,"{'0': 0.6230836731091074, '0.25': 1.8305909278777932, '0.5': 5.024050637378487, '0.75': 7.028218636624786, '1': 8.226809702901718}","{'direct_active_path': {'0': 0.00014517397144153676, '0.01': 0.2045791621194475, '0.05': 1.488680780084031, '0.25': 5.579955556135703, '0.5': 17.795216710423848, '0.75': 32.06126072377408, '0.95': 51.52724107796394, '1': 201.94577516576788}, 'relayed_active_path': {'0': 0.6230836731091074, '0.01': 0.6230836731091074, '0.05': 0.6284494757122694, '0.25': 2.0850437005583657, '0.5': 3.2100821320343016, '0.75': 6.5153109187696785, '0.95': 8.906215713245231, '1': 15.145807950906047}}",0.6230836731091074,0.6230836731091074,2,6,9570.408065946032,574.8217178183963,7827.190814034544,22562.42059779897
P01,E8_PLAN_INDEPENDENTLY_VALIDATED,87875.13703208932,0.5627749510470039,11671.404241494876,73.47077585529216,5.2855964889500235,78.75637234424218,28,9,20803.123234912975,5245.605118084892,0,0.0,E8_PLAN_INDEPENDENTLY_VALIDATED,1.1091439465373356,0.6230836731091074,"{'R01': {'sorties': 4, 'operating_s': 10260.651933722203, 'unavailable_s': 11460.651933722203, 'utilization': 0.9666797494448592}, 'R02': {'sorties': 5, 'operating_s': 9583.642604457937, 'unavailable_s': 11083.642604457937, 'utilization': 0.9348798757501356}}","{'REC-01': {'sorties': 2, 'unavailable_s': 4533.156204549985, 'utilization': 0.38236134640078556}, 'REC-02': {'sorties': 2, 'unavailable_s': 4920.600478497089, 'utilization': 0.4150413837868778}, 'REC-03': {'sorties': 2, 'unavailable_s': 4659.731256154824, 'utilization': 0.3930376621879623}, 'REC-04': {'sorties': 1, 'unavailable_s': 6004.927224823405, 'utilization': 0.5065018620840009}, 'REC-05': {'sorties': 1, 'unavailable_s': 1930.287487310893, 'utilization': 0.16281532982427896}, 'REC-06': {'sorties': 1, 'unavailable_s': 2728.6774867767717, 'utilization': 0.23015769822585513}}",11855.686374214189,False,True,True,30296.352381812296,Q3E8_G00_004,L1,energy,87875.13703208927,0,False,2.0,INDEPENDENT_FULL_FLIGHT_AUDIT,25549.737808362635,4746.61457344966,"{'0': 0.6230836731091074, '0.25': 1.8305909278777932, '0.5': 5.024050637378487, '0.75': 7.028218636624786, '1': 8.226809702901718}","{'direct_active_path': {'0': 0.00014517397144153676, '0.01': 0.20004441859912278, '0.05': 1.485524057704258, '0.25': 5.576821388028058, '0.5': 17.794455431961637, '0.75': 32.06601110440734, '0.95': 51.54491560160263, '1': 201.94577516576788}, 'relayed_active_path': {'0': 0.6230836731091074, '0.01': 0.6230836731091074, '0.05': 0.6284230095818486, '0.25': 2.0850960826562144, '0.5': 3.2103752337395193, '0.75': 6.5153109187696785, '0.95': 8.906215713245231, '1': 15.145807950906047}}",0.6230836731091074,0.6230836731091074,2,6,9570.408065946032,556.695658199566,7827.190814034544,22544.29453818014
P01,E8_PLAN_INDEPENDENTLY_VALIDATED,88146.58939091334,0.5595329894841261,12604.972645885107,73.47077585529216,5.2574911830159,78.72826703830806,28,10,18919.34952062652,5887.642014837324,0,0.0,E8_PLAN_INDEPENDENTLY_VALIDATED,1.336618514946876,0.6230836731091074,"{'R01': {'sorties': 6, 'operating_s': 9908.034931006057, 'unavailable_s': 11708.034931006057, 'utilization': 0.9014802377970738}, 'R02': {'sorties': 4, 'operating_s': 10065.023792000566, 'unavailable_s': 11265.023792000566, 'utilization': 0.8673698350445337}}","{'REC-01': {'sorties': 2, 'unavailable_s': 5476.466122908914, 'utilization': 0.4216699054845852}, 'REC-02': {'sorties': 2, 'unavailable_s': 5566.966113578357, 'utilization': 0.42863810754326426}, 'REC-03': {'sorties': 2, 'unavailable_s': 2951.184645108544, 'utilization': 0.2272315253014807}, 'REC-04': {'sorties': 1, 'unavailable_s': 5190.123958775583, 'utilization': 0.3996224992601093}, 'REC-05': {'sorties': 2, 'unavailable_s': 3960.2800241753202, 'utilization': 0.3049285553873722}, 'REC-06': {'sorties': 1, 'unavailable_s': 1930.287487310894, 'utilization': 0.14862579701307865}}",12987.566937259446,False,True,True,31147.65843077733,Q3E8_G00_005,L1,timeliness,,0,False,2.0,INDEPENDENT_FULL_FLIGHT_AUDIT,25033.503975701926,6114.154455075403,"{'0': 0.6230836731091074, '0.25': 1.8305909278777932, '0.5': 4.214862262714341, '0.75': 7.028218636624786, '1': 8.226809702901718}","{'direct_active_path': {'0': 3.210316802970681e-05, '0.01': 0.20508791943382976, '0.05': 1.4915883110541754, '0.25': 5.584277437787886, '0.5': 17.794994122312776, '0.75': 32.06093633020643, '0.95': 51.503535602009315, '1': 201.94577516576788}, 'relayed_active_path': {'0': 0.6230836731091074, '0.01': 0.6230836731091074, '0.05': 0.6284321446238508, '0.25': 2.085426060371624, '0.5': 3.2143225931454396, '0.75': 6.061526749283374, '0.95': 8.40002467251295, '1': 15.145839380369935}}",0.6230836731091074,0.6230836731091074,2,6,8871.584326425027,786.9803864295764,8214.494010152019,22973.058723006623
P01,E8_PLAN_INDEPENDENTLY_VALIDATED,88225.51538042535,0.5654156493672997,11304.755579720844,73.47077585529216,4.910338151629364,78.38111400692152,28,9,18701.201432533147,5887.642014837324,0,0.0,E8_PLAN_INDEPENDENTLY_VALIDATED,1.3348407596444627,0.6230836731091074,"{'R01': {'sorties': 5, 'operating_s': 8847.765497507433, 'unavailable_s': 10347.765497507433, 'utilization': 0.8995458696444764}, 'R02': {'sorties': 4, 'operating_s': 9819.961545329163, 'unavailable_s': 11019.961545329163, 'utilization': 0.9579808214758675}}","{'REC-01': {'sorties': 2, 'unavailable_s': 5126.735080810135, 'utilization': 0.44567432145762004}, 'REC-02': {'sorties': 2, 'unavailable_s': 5566.966113578357, 'utilization': 0.48394422690835404}, 'REC-03': {'sorties': 2, 'unavailable_s': 3019.6114352807253, 'utilization': 0.26249908689874174}, 'REC-04': {'sorties': 1, 'unavailable_s': 5190.846171867188, 'utilization': 0.45124758915224117}, 'REC-05': {'sorties': 1, 'unavailable_s': 2568.687437542626, 'utilization': 0.22329962690067845}, 'REC-06': {'sorties': 1, 'unavailable_s': 1930.287487310894, 'utilization': 0.1678026175656173}}",11503.321672297974,False,True,True,30763.524965883633,Q3E8_G00_006,L1,makespan,91355.34047890469,0,False,2.0,INDEPENDENT_FULL_FLIGHT_AUDIT,24732.36319920839,6031.161766675242,"{'0': 0.6230836731091074, '0.25': 1.8305909278777932, '0.5': 4.316747583809622, '0.75': 7.028218636624786, '1': 9.817761728537448}","{'direct_active_path': {'0': 8.735851095309499e-05, '0.01': 0.2045791621194475, '0.05': 1.4916332771866816, '0.25': 5.587963097226983, '0.5': 17.791538091387018, '0.75': 32.06103351146858, '0.95': 51.50843810306207, '1': 201.94577516576788}, 'relayed_active_path': {'0': 0.6230836731091074, '0.01': 0.6230836731091074, '0.05': 0.6284228277869843, '0.25': 2.085228075984247, '0.5': 3.2118191951510084, '0.75': 6.57521379218305, '0.95': 8.51795179602364, '1': 15.145839380369935}}",0.6230836731091074,0.6230836731091074,2,6,8233.47183768846,651.0145447365048,7893.24066041163,21367.727042836596
P01,E8_PLAN_INDEPENDENTLY_VALIDATED,88225.51538042535,0.5675225080554526,11304.755579720844,73.47077585529216,4.849250155053418,78.32002601034557,28,9,18903.04321973688,5887.642014837324,0,0.0,E8_PLAN_INDEPENDENTLY_VALIDATED,1.3348407596444627,0.6230836731091074,"{'R01': {'sorties': 4, 'operating_s': 9803.409441442906, 'unavailable_s': 11003.409441442906, 'utilization': 0.956541923707224}, 'R02': {'sorties': 5, 'operating_s': 8664.39324896332, 'unavailable_s': 10164.39324896332, 'utilization': 0.8836050610877875}}","{'REC-01': {'sorties': 2, 'unavailable_s': 5548.359364852053, 'utilization': 0.48232671596183213}, 'REC-02': {'sorties': 2, 'unavailable_s': 4920.600478497092, 'utilization': 0.4277547493387727}, 'REC-03': {'sorties': 2, 'unavailable_s': 3019.6114352807253, 'utilization': 0.26249908689874174}, 'REC-04': {'sorties': 1, 'unavailable_s': 5190.846171867188, 'utilization': 0.45124758915224117}, 'REC-05': {'sorties': 1, 'unavailable_s': 2568.687437542626, 'utilization': 0.22329962690067845}, 'REC-06': {'sorties': 1, 'unavailable_s': 1930.287487310894, 'utilization': 0.1678026175656173}}",11503.321672297974,False,True,True,30965.36675308736,Q3E8_G00_007,L1,energy,88745.18789379313,0,False,2.0,INDEPENDENT_FULL_FLIGHT_AUDIT,24934.20498641212,6031.161766675242,"{'0': 0.6230836731091074, '0.25': 1.8305909278777932, '0.5': 4.316747583809622, '0.75': 7.028218636624786, '1': 9.817761728537448}","{'direct_active_path': {'0': 5.0577262246775945e-05, '0.01': 0.20510506000777531, '0.05': 1.4939810809888423, '0.25': 5.588874210686708, '0.5': 17.793663114479084, '0.75': 32.06172048836801, '0.95': 51.51662979560251, '1': 201.94577516576788}, 'relayed_active_path': {'0': 0.6230836731091074, '0.01': 0.6230836731091074, '0.05': 0.6284500623544993, '0.25': 2.085358236009842, '0.5': 3.2108154305496583, '0.75': 6.57521379218305, '0.95': 8.517915933191814, '1': 15.145839380369935}}",0.6230836731091074,0.6230836731091074,2,6,8033.547485258091,651.0145447365048,7893.24066041163,21167.802690406224
P01,E8_PLAN_INDEPENDENTLY_VALIDATED,88500.64039124498,0.5676017601957704,11304.755579720844,73.47077585529216,4.848836955234885,78.31961281052705,28,9,18927.001297804516,5891.7227458479865,0,0.0,E8_PLAN_INDEPENDENTLY_VALIDATED,1.3348407596444627,0.6230836731091074,"{'R01': {'sorties': 4, 'operating_s': 9803.409441442906, 'unavailable_s': 11003.409441442906, 'utilization': 0.956541923707224}, 'R02': {'sorties': 5, 'operating_s': 8676.10913399897, 'unavailable_s': 10176.10913399897, 'utilization': 0.8846235395211832}}","{'REC-01': {'sorties': 2, 'unavailable_s': 5548.359364852055, 'utilization': 0.4823267159618323}, 'REC-02': {'sorties': 2, 'unavailable_s': 4920.600478497092, 'utilization': 0.4277547493387727}, 'REC-03': {'sorties': 2, 'unavailable_s': 3019.6114352807253, 'utilization': 0.26249908689874174}, 'REC-04': {'sorties': 1, 'unavailable_s': 5190.846171867188, 'utilization': 0.45124758915224117}, 'REC-05': {'sorties': 1, 'unavailable_s': 2568.687437542626, 'utilization': 0.22329962690067845}, 'REC-06': {'sorties': 1, 'unavailable_s': 1941.8355099202636, 'utilization': 0.16880650348121148}}",11503.321672297974,False,True,True,30989.324831154998,Q3E8_G00_008,L1,energy,88745.18789379313,0,False,2.0,INDEPENDENT_FULL_FLIGHT_AUDIT,24958.16306447976,6031.161766675242,"{'0': 0.6230836731091074, '0.25': 1.8305909278777932, '0.5': 4.316747583809622, '0.75': 7.028218636624786, '1': 9.817761728537448}","{'direct_active_path': {'0': 5.0577262246775945e-05, '0.01': 0.20510809714692385, '0.05': 1.4929619962574892, '0.25': 5.587586115424331, '0.5': 17.794089645555804, '0.75': 32.06171514838509, '0.95': 51.50797723260887, '1': 201.94577516576788}, 'relayed_active_path': {'0': 0.6230836731091074, '0.01': 0.6230836731091074, '0.05': 0.6284499156939418, '0.25': 2.1638940588799542, '0.5': 3.358838931182703, '0.75': 6.57521379218305, '0.95': 8.5159025432257, '1': 15.226429155930362}}",0.6230836731091074,0.6230836731091074,2,6,8033.547485258093,651.0145447365048,7904.956545447279,21179.518575441874
P01,E8_PLAN_INDEPENDENTLY_VALIDATED,317358.4048172224,0.6373770416680177,11843.72690250413,73.47077585529216,5.339000021503212,78.80977587679537,28,9,31236.074334092256,7750.159911931038,0,0.0,E8_PLAN_INDEPENDENTLY_VALIDATED,1.5513378043928725,2.1743859331465814,"{'R01': {'sorties': 5, 'operating_s': 10643.726902504131, 'unavailable_s': 12143.726902504131, 'utilization': 0.9720528405428772}, 'R02': {'sorties': 4, 'operating_s': 9450.536818041986, 'unavailable_s': 10650.536818041986, 'utilization': 0.8525294294249456}}","{'REC-01': {'sorties': 2, 'unavailable_s': 4751.029826141994, 'utilization': 0.38029939861814066}, 'REC-02': {'sorties': 2, 'unavailable_s': 4951.32070669209, 'utilization': 0.39633181773762927}, 'REC-03': {'sorties': 2, 'unavailable_s': 4366.275585000502, 'utilization': 0.34950148492861394}, 'REC-04': {'sorties': 1, 'unavailable_s': 2809.967327519051, 'utilization': 0.22492573692383738}, 'REC-05': {'sorties': 1, 'unavailable_s': 4380.321453950015, 'utilization': 0.35062579601695465}, 'REC-06': {'sorties': 1, 'unavailable_s': 3836.942460886862, 'utilization': 0.3071306566796686}}",12492.867050027897,False,True,True,48033.446483145955,Q3E8_G02_001,L1,timeliness,,2,False,2.0,INDEPENDENT_FULL_FLIGHT_AUDIT,39634.760408619106,8398.686074526851,"{'0': 2.1743859331465814, '0.25': 3.8094716871601975, '0.5': 5.45871052148992, '0.75': 9.4482915914028, '1': 12.150449846217299}","{'direct_active_path': {'0': 2.0004341764224876, '0.01': 2.2442576084374695, '0.05': 2.2478131175928127, '0.25': 10.745347315705295, '0.5': 19.38432012949417, '0.75': 33.54553683898869, '0.95': 52.87952321954224, '1': 201.94577516576788}, 'relayed_active_path': {'0': 2.1743859331465814, '0.01': 2.1743859331465814, '0.05': 2.1743859331465814, '0.25': 3.5390658208350203, '0.5': 5.25975548786549, '0.75': 9.500767968691491, '0.95': 12.029424972929434, '1': 15.85520501861562}}",2.1743859331465814,0.17438593314658135,2,6,9418.041721152682,1097.56895018074,7688.653049212697,22794.263720546114
P01,E8_PLAN_INDEPENDENTLY_VALIDATED,317374.82683239965,0.6373795268879459,11852.967596626399,73.47077585529216,5.3359479279866795,78.80672378327884,28,9,31240.179837886564,7752.212663828192,0,0.0,E8_PLAN_INDEPENDENTLY_VALIDATED,1.5513378043928725,2.0181303031572497,"{'R01': {'sorties': 5, 'operating_s': 10652.967596626399, 'unavailable_s': 12152.967596626399, 'utilization': 0.972169913382692}, 'R02': {'sorties': 4, 'operating_s': 9450.536818041986, 'unavailable_s': 10650.536818041986, 'utilization': 0.851983795196599}}","{'REC-01': {'sorties': 2, 'unavailable_s': 4751.029826141994, 'utilization': 0.3800560001362306}, 'REC-02': {'sorties': 2, 'unavailable_s': 4951.32070669209, 'utilization': 0.39607815821799675}, 'REC-03': {'sorties': 2, 'unavailable_s': 4374.276366131679, 'utilization': 0.3499178157238463}, 'REC-04': {'sorties': 1, 'unavailable_s': 2809.967327519051, 'utilization': 0.22478178039088284}, 'REC-05': {'sorties': 1, 'unavailable_s': 4380.321453950015, 'utilization': 0.3504013891765043}, 'REC-06': {'sorties': 1, 'unavailable_s': 3836.942460886862, 'utilization': 0.30693408751375484}}",12500.867831159076,False,True,True,48037.55198694026,Q3E8_G02_002,L1,timeliness,,2,False,2.0,INDEPENDENT_FULL_FLIGHT_AUDIT,39638.865912413414,8398.686074526851,"{'0': 2.0181303031572497, '0.25': 3.8094716871601975, '0.5': 5.45871052148992, '0.75': 9.473741666732508, '1': 12.150449846217299}","{'direct_active_path': {'0': 2.0004341764224876, '0.01': 2.244257723876807, '0.05': 2.2478131175928127, '0.25': 10.744319647944327, '0.5': 19.38350417494112, '0.75': 33.542909572289446, '0.95': 52.87578815310554, '1': 201.94577516576788}, 'relayed_active_path': {'0': 2.0181303031572497, '0.01': 2.0181303031572497, '0.05': 2.1743859331465814, '0.25': 3.449011107135732, '0.5': 5.25975548786549, '0.75': 9.500767968691491, '0.95': 12.029424972929434, '1': 15.85520501861562}}",2.0181303031572497,0.018130303157249728,2,6,9418.041721152682,1097.56895018074,7697.893743334964,22803.504414668383
