solution_id,J_late,J_norm,makespan_s,energy_kwh,sorties
OLD_P01,28569.79538945284,0.5270079634662485,10250.303430472715,73.47077585529216,28
OLD_P02,27140.240272980776,0.5257111204986747,10326.937059944303,73.3497269965582,28
OLD_P03,27140.240272980776,0.5240409478982372,10326.937059944303,73.36713146611822,28
R_FAST,0.0,0.47391987697758786,6523.487145015581,67.86721939101507,26
R_BALANCED,0.0,0.4693740303374601,6878.4195779849315,65.8535464999315,24
R_ENERGY,0.0,0.526284216689813,9010.738427148784,61.495844644860476,22
