atomic_task_id,parent_gap_id,transport_sortie_id,service_start_s,service_end_s,relay_sortie_id,relay_id,site_id,topology,provider_count,min_access_margin_db,backhaul_margin_db,min_twohop_margin_db
A11_M003_G00,A11_M003_G00,M003,747.8125,1603.84375,D26092512_007_R001,R01,E52_da487d3b8a0906fb4529d12f,TRANSPORT_RELAY_G01,1,0.14955749359428694,15.138353346482333,0.14955749359428694
A11_M004_G00,A11_M004_G00,M004,814.03125,1755.65625,D26092512_007_R001,R01,E52_da487d3b8a0906fb4529d12f,TRANSPORT_RELAY_G01,1,0.14955749359428694,15.138353346482333,0.14955749359428694
A11_M015_G00,A11_M015_G00,M015,816.0625,1245.75,D26092512_007_R001,R01,E52_da487d3b8a0906fb4529d12f,TRANSPORT_RELAY_G01,1,9.466834534918036,15.138353346482333,9.466834534918036
A11_M016_G00,A11_M016_G00,M016,909.3445363166306,1339.0320363166306,D26092512_007_R001,R01,E52_da487d3b8a0906fb4529d12f,TRANSPORT_RELAY_G01,1,9.466834534918036,15.138353346482333,9.466834534918036
A11_M023_G00,A11_M023_G00,M023,741.6875,1140.6875,D26092512_007_R001,R01,E52_da487d3b8a0906fb4529d12f,TRANSPORT_RELAY_G01,1,0.31260605257193674,15.138353346482333,0.31260605257193674
A11_M019_G00,A11_M019_G00,M019,2486.8728226736384,2872.3103226736384,D26092512_007_R002,R02,E52_0c56c0f390b777971f9a7e58,TRANSPORT_RELAY_G01,1,15.674992183267207,2.1743859331465814,2.1743859331465814
A11_M020_G00,A11_M020_G00,M020,2102.922766596983,2518.360266596983,D26092512_007_R002,R02,E52_0c56c0f390b777971f9a7e58,TRANSPORT_RELAY_G01,1,15.674992183267207,2.1743859331465814,2.1743859331465814
A11_M022_G00,A11_M022_G00,M022,1953.620662821857,2754.620662821857,D26092512_007_R002,R02,E52_0c56c0f390b777971f9a7e58,TRANSPORT_RELAY_G01,1,4.866826508382303,2.1743859331465814,2.1743859331465814
A11_M024_G00,A11_M024_G00,M024,2315.282780292945,2934.439030292945,D26092512_007_R002,R02,E52_0c56c0f390b777971f9a7e58,TRANSPORT_RELAY_G01,1,9.191817182292596,2.1743859331465814,2.1743859331465814
A11_M007_G00,A11_M007_G00,M007,5620.8635463821365,6465.3322963821365,D26092512_007_R004,R02,E52_30110e5b3ae38ecfab28ace2,TRANSPORT_RELAY_G01,1,5.268987734543231,10.05954008012911,5.268987734543231
A11_M005_G00,A11_M005_G00,M005,3798.907164918579,4731.500914918579,D26092512_007_R003,R01,E52_82c821a5773d0bfbe554f10a,TRANSPORT_RELAY_G01,1,3.9055423871373875,11.397135806608844,3.9055423871373875
A11_M006_G00,A11_M006_G00,M006,3143.9086520450564,4188.752402045056,D26092512_007_R003,R01,E52_82c821a5773d0bfbe554f10a,TRANSPORT_RELAY_G01,1,3.9055423871373875,11.397135806608844,3.9055423871373875
A11_M008_G00,A11_M008_G00,M008,4415.169903216929,4445.826153216929,D26092512_007_R003,R01,E52_82c821a5773d0bfbe554f10a,TRANSPORT_RELAY_G01,1,8.083338048554566,11.397135806608844,8.083338048554566
A11_M008_G01,A11_M008_G01,M008,4456.232403216929,4892.826153216929,D26092512_007_R003,R01,E52_82c821a5773d0bfbe554f10a,TRANSPORT_RELAY_G01,1,8.226809702901718,11.397135806608844,8.226809702901718
A11_M008_G02,A11_M008_G02,M008,4903.201153216929,4933.888653216929,D26092512_007_R003,R01,E52_82c821a5773d0bfbe554f10a,TRANSPORT_RELAY_G01,1,8.083077875508948,11.397135806608844,8.083077875508948
A11_M009_G00,A11_M009_G00,M009,5969.946689708788,5995.290439708788,D26092512_007_R003,R01,E52_82c821a5773d0bfbe554f10a,TRANSPORT_RELAY_G01,1,8.076615513440018,11.397135806608844,8.076615513440018
A11_M009_G01,A11_M009_G01,M009,6002.790439708788,6414.134189708788,D26092512_007_R003,R01,E52_82c821a5773d0bfbe554f10a,TRANSPORT_RELAY_G01,1,8.226809702901718,11.397135806608844,8.226809702901718
A11_M009_G02,A11_M009_G02,M009,6421.665439708788,6447.009189708788,D26092512_007_R003,R01,E52_82c821a5773d0bfbe554f10a,TRANSPORT_RELAY_G01,1,8.076450462346799,11.397135806608844,8.076450462346799
A11_M010_G00,A11_M010_G00,M010,3905.988073272996,3936.644323272996,D26092512_007_R003,R01,E52_82c821a5773d0bfbe554f10a,TRANSPORT_RELAY_G01,1,8.083338048554566,11.397135806608844,8.083338048554566
A11_M010_G01,A11_M010_G01,M010,3947.050573272996,4383.644323272996,D26092512_007_R003,R01,E52_82c821a5773d0bfbe554f10a,TRANSPORT_RELAY_G01,1,8.226809702901718,11.397135806608844,8.226809702901718
A11_M010_G02,A11_M010_G02,M010,4394.019323272996,4424.706823272996,D26092512_007_R003,R01,E52_82c821a5773d0bfbe554f10a,TRANSPORT_RELAY_G01,1,8.083077875508948,11.397135806608844,8.083077875508948
A11_M014_G00,A11_M014_G00,M014,3304.704838663181,3704.392338663181,D26092512_007_R003,R01,E52_82c821a5773d0bfbe554f10a,TRANSPORT_RELAY_G01,1,7.048096127868064,11.397135806608844,7.048096127868064
A11_M017_G00,A11_M017_G00,M017,4020.80953375793,4977.05953375793,D26092512_007_R003,R01,E52_82c821a5773d0bfbe554f10a,TRANSPORT_RELAY_G01,1,5.523919136465679,11.397135806608844,5.523919136465679
A11_M018_G00,A11_M018_G00,M018,5291.103776975273,5815.010026975273,D26092512_007_R003,R01,E52_82c821a5773d0bfbe554f10a,TRANSPORT_RELAY_G01,1,1.9898130596061634,11.397135806608844,1.9898130596061634
A11_M025_G00,A11_M025_G00,M025,4246.970605688338,4839.158105688338,D26092512_007_R003,R01,E52_82c821a5773d0bfbe554f10a,TRANSPORT_RELAY_G01,1,11.240343925362424,11.397135806608844,11.240343925362424
