relay_id,relay_sortie_id,busy_start_s,return_s,busy_end_s,turnaround_s
R01,B02_Q3_001_R001,71.9115807826156,2259.1224269891945,2559.1224269891945,300.0
R02,B02_Q3_001_R002,102.02876217518059,3561.9862523551237,3861.9862523551237,300.0
R01,B02_Q3_001_R003,2559.1224269891945,4606.415185463571,4906.415185463571,300.0
R02,B02_Q3_001_R004,3861.9862523551233,9487.211286461375,9787.211286461375,300.0
R01,B02_Q3_001_R005,4967.718340604024,7084.34842937804,7384.34842937804,300.0
