uav_id,sortie_id,busy_start_s,busy_end_s
U07,M001,1692.170391878965,3186.34078375793
U07,M002,0.0,1692.170391878965
U04,M003,0.0,2003.7375242139126
U08,M004,0.0,2107.812018638708
U06,M005,4896.397336983546,6916.940435259428
U08,M006,2390.767338671514,4826.878483008594
U08,M007,4826.878483008594,7127.939549601757
U06,M008,6916.940435259428,8433.115297231012
U06,M009,3380.222475011962,4896.397336983546
U01,M010,2998.8609287145414,4691.0571803326675
U03,M011,2395.3603023465503,3708.845568943533
U05,M012,0.0,1207.276912821857
U01,M013,0.0,1313.485266596983
U04,M014,2518.642338671514,4186.077661345153
U02,M015,0.0,1727.4353226736384
U03,M016,0.0,1727.4353226736384
U07,M017,3186.34078375793,5386.052868350104
U05,M018,6856.284185259428,8414.726432653837
U02,M019,1727.4353226736384,3322.294720995234
U01,M020,1344.0015303929458,2998.8609287145414
U05,M021,3309.829836363029,4498.253486474629
U05,M022,1387.0952803929458,3309.829836363029
U06,M023,1.0000121619668789e-07,1510.4702803929458
U06,M024,1510.4702803929458,3380.222475011962
U05,M025,4863.147336983546,6691.435921003996
