atomic_task_id,parent_gap_id,transport_sortie_id,service_start_s,service_end_s,relay_sortie_id,relay_id,site_id,topology,provider_count,min_access_margin_db,backhaul_margin_db,min_twohop_margin_db
AN01_M003_G00,AN01_M003_G00,M003,747.8125,1603.84375,AN01_Q3_001_R001,R01,E52_214ce9a3b3bd3fa9c582335a,TRANSPORT_RELAY_G01,1,0.14955749359387482,15.138353346483314,0.14955749359387482
AN01_M004_G00,AN01_M004_G00,M004,814.03125,1755.65625,AN01_Q3_001_R001,R01,E52_214ce9a3b3bd3fa9c582335a,TRANSPORT_RELAY_G01,1,0.14955749359387482,15.138353346483314,0.14955749359387482
AN01_M015_G00,AN01_M015_G00,M015,816.0625,1245.75,AN01_Q3_001_R001,R01,E52_214ce9a3b3bd3fa9c582335a,TRANSPORT_RELAY_G01,1,9.466834534918547,15.138353346483314,9.466834534918547
AN01_M016_G00,AN01_M016_G00,M016,816.0625,1245.75,AN01_Q3_001_R001,R01,E52_214ce9a3b3bd3fa9c582335a,TRANSPORT_RELAY_G01,1,9.466834534918547,15.138353346483314,9.466834534918547
AN01_M023_G00,AN01_M023_G00,M023,741.6875,1140.6875,AN01_Q3_001_R001,R01,E52_214ce9a3b3bd3fa9c582335a,TRANSPORT_RELAY_G01,1,0.3126060525719936,15.138353346483314,0.3126060525719936
AN01_M019_G00,AN01_M019_G00,M019,2486.872823673639,2872.310323673639,AN01_Q3_001_R002,R02,E52_beb70ec57fd2d66bf65b827f,TRANSPORT_RELAY_G01,1,13.002557010438537,2.43785423226241,2.43785423226241
AN01_M020_G00,AN01_M020_G00,M020,2102.9227675969832,2518.3602675969832,AN01_Q3_001_R002,R02,E52_beb70ec57fd2d66bf65b827f,TRANSPORT_RELAY_G01,1,13.002557010438537,2.43785423226241,2.43785423226241
AN01_M022_G00,AN01_M022_G00,M022,1953.620663821857,2754.6206638218573,AN01_Q3_001_R002,R02,E52_beb70ec57fd2d66bf65b827f,TRANSPORT_RELAY_G01,1,1.6281698264162543,2.43785423226241,1.6281698264162543
AN01_M024_G00,AN01_M024_G00,M024,2315.2827812929445,2934.4390312929445,AN01_Q3_001_R002,R02,E52_beb70ec57fd2d66bf65b827f,TRANSPORT_RELAY_G01,1,17.38358245881338,2.43785423226241,2.43785423226241
AN01_M006_G00,AN01_M006_G00,M006,3021.749519638708,4066.593269638708,AN01_Q3_001_R003,R01,E52_47db2d0d55c92154c779a4c9,TRANSPORT_RELAY_G01,1,3.0205906267075733,16.45726286038159,3.0205906267075733
