uav_id,sortie_id,busy_start_s,busy_end_s
U05,M001,0.0,2032.4328321479334
U01,M002,0.0,2109.0828301758197
U07,M003,0.0,1969.2846571841203
U02,M004,0.0,2482.185993902707
U03,M005,0.0,1654.8593983215956
U04,M006,0.0,1612.1111816650089
U04,M007,1612.1111816650089,3279.5465043386475
U06,M008,0.0,1209.1015218431576
U06,M009,1209.1015218431576,2416.3784346650145
U05,M010,2032.4328321479334,3954.080843321175
U06,M011,2416.3784346650145,4318.220741832059
U05,M012,3954.080843321175,5722.369427341625
U03,M013,1654.8593983215956,3347.055649939721
U01,M014,2109.0828301758197,4006.3441599388543
U02,M015,2482.185993902707,3704.2129129061404
U08,M016,0.0,1428.170391878965
U08,M017,1428.170391878965,2790.34078375793
U07,M018,1969.2846571841203,3945.0966758228283
U08,M019,2790.34078375793,4219.900309698276
U07,M020,3945.0966758228283,6381.207820159908
U08,M021,4219.900309698276,5995.475757534452
U08,M022,5995.475757534452,8164.536824127616
U04,M023,3279.5465043386475,5223.28402855256
U07,M024,6381.207820159908,8448.919904752081
U06,M025,4318.220741832059,6157.522919185299
U05,M026,5722.369427341625,8003.086902714338
U08,M027,8164.536824127616,9909.731982323157
U06,M028,6157.522919185299,7547.993199478244
U03,M029,3347.055649939721,5456.404836713459
U02,M030,3704.2129129061404,5181.397039850701
U06,M031,7547.993199478244,8986.435446872652
U05,M032,8003.086902714338,9071.51055282594
U07,M033,8448.919904752081,10384.553147310055
