uav_id,sortie_id,busy_start_s,busy_end_s
U01,M001,0.0,2475.628026897929
U02,M002,0.0,2430.1513330228986
U07,M003,0.0,1560.170391878965
U05,M004,0.0,1869.7521946190163
U06,M005,0.0,1816.6939339219116
U08,M006,0.0,1494.170391878965
U03,M007,0.0,1654.8593983215956
U04,M008,0.0,1609.4665893798526
U06,M009,1816.6939339219116,3023.9708467437686
U08,M010,1494.170391878965,3693.8824764711394
U05,M011,1869.7521946190163,4199.764393131834
U06,M012,3023.9708467437686,5025.5315078555695
U05,M013,4199.764393131834,5966.6897040403055
U04,M014,1609.4665893798526,3298.080464093241
U03,M015,1654.8593983215956,3287.055649939721
U02,M016,2430.1513330228986,3649.2262541422174
U07,M017,1560.170391878965,3601.982410517673
U07,M018,3601.982410517673,5031.541936458019
U08,M019,3693.8824764711394,6111.316588337516
U07,M020,5031.541936458019,7352.1219400607215
U08,M021,6111.316588337516,8280.377654930679
U07,M022,7352.1219400607215,9097.317098256264
U06,M023,5025.5315078555695,6460.908410301909
U05,M024,5966.6897040403055,7768.04312801169
U06,M025,6460.908410301909,7866.502804912618
U01,M026,2475.628026897929,3666.529172162488
U05,M027,7768.04312801169,9206.485375406099
U06,M028,7866.502804912618,8931.974457140104
