atomic_task_id,parent_gap_id,transport_sortie_id,service_start_s,service_end_s,relay_sortie_id,relay_id,site_id,topology,provider_count,min_access_margin_db,backhaul_margin_db,min_twohop_margin_db
P01_GAMMA02_M002_00,P01_GAMMA02_M002_00,M002,728.6875,1026.96875,Q3E8_G02_003_R002,R02,E52_c0294c7ff44d44fc4ede8d97,TRANSPORT_RELAY_G01,1,7.535124944898328,16.7256600789149,7.535124944898328
P01_GAMMA02_M002_01,P01_GAMMA02_M002_01,M002,1039.6875,1047.375,Q3E8_G02_003_R002,R02,E52_c0294c7ff44d44fc4ede8d97,TRANSPORT_RELAY_G01,1,7.931445073748691,16.7256600789149,7.931445073748691
P01_GAMMA02_M002_02,P01_GAMMA02_M002_02,M002,1131.59375,1146.3125,Q3E8_G02_003_R002,R02,E52_c0294c7ff44d44fc4ede8d97,TRANSPORT_RELAY_G01,1,9.981214523186011,16.7256600789149,9.981214523186011
P01_GAMMA02_M002_03,P01_GAMMA02_M002_03,M002,1169.03125,1231.90625,Q3E8_G02_003_R002,R02,E52_c0294c7ff44d44fc4ede8d97,TRANSPORT_RELAY_G01,1,9.79073181674022,16.7256600789149,9.79073181674022
P01_GAMMA02_M002_04,P01_GAMMA02_M002_04,M002,1245.9375,1660.625,Q3E8_G02_003_R002,R02,E52_c0294c7ff44d44fc4ede8d97,TRANSPORT_RELAY_G01,1,9.63131941890856,16.7256600789149,9.63131941890856
P01_GAMMA02_M005_00,P01_GAMMA02_M005_00,M005,752.34375,1169.375,Q3E8_G02_003_R002,R02,E52_c0294c7ff44d44fc4ede8d97,TRANSPORT_RELAY_G01,1,7.535124944898328,16.7256600789149,7.535124944898328
P01_GAMMA02_M001_00,P01_GAMMA02_M001_00,M001,747.71875,2019.4375,Q3E8_G02_003_R001,R01,E52_0c56c0f390b777971f9a7e58,TRANSPORT_RELAY_G01,1,4.866826508382303,2.1743859331465814,2.1743859331465814
P01_GAMMA02_M003_00,P01_GAMMA02_M003_00,M003,752.875,1475.9375,Q3E8_G02_003_R001,R01,E52_0c56c0f390b777971f9a7e58,TRANSPORT_RELAY_G01,1,8.554294353422506,2.1743859331465814,2.1743859331465814
P01_GAMMA02_M006_00,P01_GAMMA02_M006_00,M006,721.40625,1272.90625,Q3E8_G02_003_R001,R01,E52_0c56c0f390b777971f9a7e58,TRANSPORT_RELAY_G01,1,10.863889833133868,2.1743859331465814,2.1743859331465814
P01_GAMMA02_M007_00,P01_GAMMA02_M007_00,M007,671.3120930283849,1133.6558430283849,Q3E8_G02_003_R001,R01,E52_0c56c0f390b777971f9a7e58,TRANSPORT_RELAY_G01,1,10.610406162562455,2.1743859331465814,2.1743859331465814
