relay_id,relay_sortie_id,busy_start_s,return_s,busy_end_s,turnaround_s
R01,A11_Q3_001_R001,200.22014525047496,2120.973240573093,2420.973240573093,300.0
R02,A11_Q3_001_R002,1313.9619259970377,3402.534476677986,3702.534476677986,300.0
R01,A11_Q3_001_R003,2499.1224203901274,4417.915178864503,4717.915178864503,300.0
R02,A11_Q3_001_R004,3702.534476677986,7191.5822294705995,7491.5822294705995,300.0
R01,A11_Q3_001_R005,4774.293725828648,6890.9238146026655,7190.9238146026655,300.0
