uav_id,sortie_id,busy_start_s,busy_end_s
U07,M001,1692.1703928789648,3186.3407847579297
U07,M002,0.0,1692.170391878965
U04,M003,0.0,2003.7375242139126
U08,M004,0.0,2107.812018638708
U01,M005,3594.9073881499235,5857.561410327459
U08,M006,2107.812019638708,4543.923163975788
U08,M007,4543.9231649757885,6844.984231568952
U03,M008,3665.3448881499235,5357.541139768049
U06,M009,5455.508473170374,6971.683335141957
U02,M010,3665.3448881499235,5357.541139768049
U03,M011,1832.3778076760132,3145.863074272996
U05,M012,0.0,1207.276912821857
U01,M013,0.0,1313.485266596983
U04,M014,2425.36030334655,4092.7956260201886
U02,M015,0.0,1727.4353226736384
U03,M016,0.0,1727.4353226736384
U07,M017,3591.0011381499235,5790.713222742098
U05,M018,4584.353778975273,6142.796026369681
U02,M019,1727.4353236736385,3322.2947219952343
U01,M020,1313.485267596983,2968.344665918579
U05,M021,3130.01147079194,4318.435120903541
U05,M022,1207.276913821857,3130.0114697919403
U06,M023,0.0,1510.4702802929446
U06,M024,1510.4702812929447,3380.2224759119613
U06,M025,3627.2198881499235,5455.508472170373
