uav_id,sortie_id,busy_start_s,busy_end_s
U01,M001,0.0,2129.140032305304
U02,M002,0.0,2397.097741957588
U05,M003,0.0,1869.7521946190163
U06,M004,0.0,1816.6939339219116
U07,M005,0.0,1495.5595259403467
U03,M006,0.0,1654.8593983215956
U06,M007,1816.6939439219116,3267.1642242148564
U05,M008,1869.7522046190163,3078.8537264621737
U08,M009,0.0,2199.7120845921745
U05,M010,3078.853736462174,5159.396834738056
U06,M011,3299.1641202824935,5220.812131455735
U05,M012,5159.396844738057,6987.6854287585065
U04,M013,0.0,1688.6138747133884
U06,M014,5220.812141455735,6736.987003427319
U03,M015,1654.8594083215955,2876.886327325029
U07,M016,1495.5595359403467,2989.7299278193113
U08,M017,2199.7120945921747,4241.524113230883
U07,M018,2989.7299378193115,4417.900329698276
U08,M019,4241.524123230883,6611.635267567963
U04,M020,1688.6138847133884,3416.049207387027
U07,M021,4417.900339698276,6586.961406291439
U07,M022,6586.9614162914395,8332.156574486982
U06,M023,6736.987013427319,8172.363915873658
U05,M024,6987.685438758506,8790.419994728589
U01,M025,2389.5822352265923,4057.0175579002307
U06,M026,8172.3639258736575,9261.465447716815
U05,M027,8790.420004728589,10228.862252122997
U06,M028,9261.465457716815,10329.889107828416
