sortie_id,shift_s
M001,0.0
M002,0.0
M003,0.0
M004,40.006007856634255
M005,0.0
M006,0.0
M007,442.4050088726435
M008,0.0
M009,2610.8310036296025
M010,0.0
M011,541.400772505061
M012,706.8481277158962
M013,5887.642014837324
M014,0.0
M015,0.0
M016,0.0
M017,5400.97809265149
M018,0.0
M019,6549.9912903502345
M020,5915.139508357348
M021,5493.999266334656
M022,5563.8097319026665
M023,465.36103926128544
M024,706.8481277158962
M025,274.1723234809069
M026,465.36103926128544
M027,850.7977772608574
M028,465.36103926128544
