atomic_task_id,parent_gap_id,transport_sortie_id,service_start_s,service_end_s,relay_sortie_id,relay_id,site_id,topology,provider_count,min_access_margin_db,backhaul_margin_db,min_twohop_margin_db
P03_G001_E52_A000,P03_G001,M002,1169.6403334902727,1232.0988487350032,P03_R001,R01,E52_82c821a5773d0bfbe554f10a,TRANSPORT_RELAY_G01,1,5.5551725010739545,11.397135806608844,5.5551725010739545
P03_G002_E52_A000,P03_G002,M002,1246.1641088511385,1646.057325684367,P03_R001,R01,E52_82c821a5773d0bfbe554f10a,TRANSPORT_RELAY_G01,1,7.028218636624786,11.397135806608844,7.028218636624786
P03_G004_E52_A000,P03_G004,M004,722.9354114719376,1492.6850771402546,P03_R001,R01,E52_82c821a5773d0bfbe554f10a,TRANSPORT_RELAY_G01,1,0.6230836731091074,11.397135806608844,0.6230836731091074
P03_G000_E52_A000,P03_G000,M001,807.1614003372633,1954.6735065821129,P03_R002,R02,E52_beb70ec57fd2d66bf65b827f,TRANSPORT_RELAY_G01,1,1.6281698264162543,2.43785423226241,1.6281698264162543
P03_G003_E52_A000,P03_G003,M003,805.2439655639018,1424.556482434358,P03_R002,R02,E52_beb70ec57fd2d66bf65b827f,TRANSPORT_RELAY_G01,1,17.300958501138936,2.43785423226241,2.43785423226241
P03_G005_E52_A000,P03_G005,M006,790.6092964510069,1204.9708623146255,P03_R002,R02,E52_beb70ec57fd2d66bf65b827f,TRANSPORT_RELAY_G01,1,12.999969544391064,2.43785423226241,2.43785423226241
P03_G006_E52_A000,P03_G006,M007,3179.818860798435,3548.0483530830143,P03_R003,R01,E52_be69bdf55826f2eb34075d09,TRANSPORT_RELAY_G01,1,0.129100810593485,12.029424972929434,0.129100810593485
P03_G008_E52_A000,P03_G008,M010,3870.674419072423,4715.107651000835,P03_R003,R01,E52_be69bdf55826f2eb34075d09,TRANSPORT_RELAY_G01,1,2.1858471240912536,12.029424972929434,2.1858471240912536
P03_G010_E52_A000,P03_G010,M012,5942.660060878543,6534.076664992321,P03_R003,R01,E52_be69bdf55826f2eb34075d09,TRANSPORT_RELAY_G01,1,8.607486198729944,12.029424972929434,8.607486198729944
P03_G007_E52_A000,P03_G007,M009,3438.628349901246,4395.0720537123,P03_R004,R02,E52_ef8fa59407d07a2296b5f591,TRANSPORT_RELAY_G01,1,1.3695242495045648,0.3151276047193221,0.3151276047193221
