energy_component_id,relay_sortie_id,takeoff_s,return_s,soc_at_takeoff,return_soc,charge_start_s,charge_end_s,charge_duration_s
REC-01,P01_R001,180.0,2212.131081984592,1.0,0.8206916617895988,2212.131081984592,2945.2319216581136,733.1008396735215
REC-02,P01_R002,330.9505586261875,2422.7689519671535,1.0,0.8104075127225993,2422.7689519671535,3169.2391854277744,746.470233460621
REC-03,P01_R003,2692.131081984592,3477.663770386646,1.0,0.9278836381092199,3477.663770386646,3931.9968502985603,454.33307991191447
REC-05,P01_R005,3957.6637703866463,5808.870230464649,1.0,0.8327069404118278,5808.870230464649,6526.351207929272,717.4809774646238
REC-06,P01_R006,6288.870230464649,7574.235843052803,1.0,0.8885216348286623,7574.235843052803,8219.157717775543,644.9218747227391
REC-04,P01_R011,11394.957530878331,13088.827772786653,1.0,0.8495151164039935,13088.827772786653,13784.458121461463,695.6303486748085
REC-02,P01_R008,8054.235843052803,9721.678896402134,1.0,0.8501257502369118,9721.678896402134,10416.51542109415,694.8365246920146
REC-05,P01_R010,10201.678896402134,12195.208550856765,1.0,0.8191170520598928,12195.208550856765,12930.356383178905,735.1478323221394
REC-06,P01_R012,12675.208550856765,13756.494803103811,1.0,0.8999749041942061,13756.494803103811,14386.527427651343,630.032624547532
REC-01,P01_R007,7360.672194929307,9554.688097379707,1.0,0.8013856996492462,9554.688097379707,10312.886687835688,758.1985904559799
REC-04,P01_R004,2902.7689519671535,6880.672194929308,1.0,0.6398388971645586,6880.672194929308,7848.8816286153815,968.2094336860739
REC-03,P01_R009,10034.688097379707,10914.957530878331,1.0,0.9188375947406238,10914.957530878331,11426.280684012401,511.3231531340702
