node_id,time,x,y,z,mode,task_id,relay_id,phase_role
U02,0.0,318686.2012849663,2545556.1393078705,127.7,prep,M001,,start
U02,330.0,318686.2012849663,2545556.1393078705,127.7,climb,M001,,start
U02,330.0,318686.2012849663,2545556.1393078705,127.7,prep,M001,,end
U02,330.0,318686.2012849663,2545556.1393078705,127.7,takeoff,M001,,instant
U02,409.4659464518229,318686.2012849663,2545556.1393078705,366.09783935546875,climb,M001,,end
U02,409.4659464518229,318686.2012849663,2545556.1393078705,366.09783935546875,cruise,M001,,start
U02,674.9868308896373,315500.3321695994,2545506.834640633,366.09783935546875,cruise,M001,,end
U02,674.9868308896373,315500.3321695994,2545506.834640633,366.09783935546875,descent,M001,,start
U02,695.5059666318248,315500.3321695994,2545506.834640633,314.8,descent,M001,,end
U02,695.5059666318248,315500.3321695994,2545506.834640633,314.8,handover_start,M001,,start
U02,875.5059666318248,315500.3321695994,2545506.834640633,314.8,climb,M001,,start
U02,875.5059666318248,315500.3321695994,2545506.834640633,314.8,handover_end,M001,,end
U02,892.605246416981,315500.3321695994,2545506.834640633,366.09783935546875,climb,M001,,end
U02,892.605246416981,315500.3321695994,2545506.834640633,366.09783935546875,cruise,M001,,start
U02,1158.1261308547953,318686.2012849663,2545556.1393078705,366.09783935546875,cruise,M001,,end
U02,1158.1261308547953,318686.2012849663,2545556.1393078705,366.09783935546875,descent,M001,,start
U02,1253.485266596983,318686.2012849663,2545556.1393078705,127.7,descent,M001,,end
U02,1253.485266596983,318686.2012849663,2545556.1393078705,127.7,return,M001,,instant
U05,0.0,318686.2012849663,2545556.1393078705,127.7,prep,M002,,start
U05,390.0,318686.2012849663,2545556.1393078705,127.7,climb,M002,,start
U05,390.0,318686.2012849663,2545556.1393078705,127.7,prep,M002,,end
U05,390.0,318686.2012849663,2545556.1393078705,127.7,takeoff,M002,,instant
U05,480.4939412434896,318686.2012849663,2545556.1393078705,399.18182373046875,climb,M002,,end
U05,480.4939412434896,318686.2012849663,2545556.1393078705,399.18182373046875,cruise,M002,,start
U05,803.7757439876181,322870.60295955674,2548006.8097309223,399.18182373046875,cruise,M002,,end
U05,803.7757439876181,322870.60295955674,2548006.8097309223,399.18182373046875,descent,M002,,start
U05,822.7684734798056,322870.60295955674,2548006.8097309223,351.7,descent,M002,,end
U05,822.7684734798056,322870.60295955674,2548006.8097309223,351.7,handover_start,M002,,start
U05,1062.7684734798056,322870.60295955674,2548006.8097309223,351.7,climb,M002,,start
U05,1062.7684734798056,322870.60295955674,2548006.8097309223,351.7,handover_end,M002,,end
U05,1078.5957480566285,322870.60295955674,2548006.8097309223,399.18182373046875,climb,M002,,end
U05,1078.5957480566285,322870.60295955674,2548006.8097309223,399.18182373046875,cruise,M002,,start
U05,1401.877550800757,318686.2012849663,2545556.1393078705,399.18182373046875,cruise,M002,,end
U05,1401.877550800757,318686.2012849663,2545556.1393078705,399.18182373046875,descent,M002,,start
U05,1510.4702802929446,318686.2012849663,2545556.1393078705,127.7,descent,M002,,end
U05,1510.4702802929446,318686.2012849663,2545556.1393078705,127.7,return,M002,,instant
U05,1510.4702802929387,318686.2012849663,2545556.1393078705,127.7,prep,M003,,start
U05,1900.4702802929387,318686.2012849663,2545556.1393078705,127.7,climb,M003,,start
U05,1900.4702802929387,318686.2012849663,2545556.1393078705,127.7,prep,M003,,end
U05,1900.4702802929387,318686.2012849663,2545556.1393078705,127.7,takeoff,M003,,instant
U05,2055.2194095247096,318686.2012849663,2545556.1393078705,591.9473876953125,climb,M003,,end
U05,2055.2194095247096,318686.2012849663,2545556.1393078705,591.9473876953125,cruise,M003,,start
U05,2416.5240891909884,324088.70956645417,2545126.43549485,591.9473876953125,cruise,M003,,end
U05,2416.5240891909884,324088.70956645417,2545126.43549485,591.9473876953125,descent,M003,,start
U05,2512.9030442691133,324088.70956645417,2545126.43549485,351.0,descent,M003,,end
U05,2512.9030442691133,324088.70956645417,2545126.43549485,351.0,handover_start,M003,,start
U05,2752.9030442691133,324088.70956645417,2545126.43549485,351.0,climb,M003,,start
U05,2752.9030442691133,324088.70956645417,2545126.43549485,351.0,handover_end,M003,,end
U05,2833.2188401675508,324088.70956645417,2545126.43549485,591.9473876953125,climb,M003,,end
U05,2833.2188401675508,324088.70956645417,2545126.43549485,591.9473876953125,cruise,M003,,start
U05,3194.5235198338296,318686.2012849663,2545556.1393078705,591.9473876953125,cruise,M003,,end
U05,3194.5235198338296,318686.2012849663,2545556.1393078705,591.9473876953125,descent,M003,,start
U05,3380.2224749119546,318686.2012849663,2545556.1393078705,127.7,descent,M003,,end
U05,3380.2224749119546,318686.2012849663,2545556.1393078705,127.7,return,M003,,instant
U01,2441.802290529129,318686.2012849663,2545556.1393078705,127.7,prep,M004,,start
U01,2801.802290529129,318686.2012849663,2545556.1393078705,127.7,climb,M004,,start
U01,2801.802290529129,318686.2012849663,2545556.1393078705,127.7,prep,M004,,end
U01,2801.802290529129,318686.2012849663,2545556.1393078705,127.7,takeoff,M004,,instant
U01,2881.268236980952,318686.2012849663,2545556.1393078705,366.09783935546875,climb,M004,,end
U01,2881.268236980952,318686.2012849663,2545556.1393078705,366.09783935546875,cruise,M004,,start
U01,3146.7891214187666,315500.3321695994,2545506.834640633,366.09783935546875,cruise,M004,,end
U01,3146.7891214187666,315500.3321695994,2545506.834640633,366.09783935546875,descent,M004,,start
U01,3167.3082571609543,315500.3321695994,2545506.834640633,314.8,descent,M004,,end
