energy_component_id,relay_sortie_id,takeoff_s,return_s,soc_at_takeoff,return_soc,charge_start_s,charge_end_s,charge_duration_s
REC-01,F18_C2_SITE_3PAIR_B6500_RELAY_00_Q3_R001,197.80538788581964,6245.793309522221,1.0,0.43711074341413514,6245.793309522221,7477.549343083845,1231.7560335616242
REC-03,F18_C2_SITE_3PAIR_B6500_RELAY_00_Q3_R003,2397.063331858314,6266.734134674076,1.0,0.6447457327819679,6266.734134674076,7228.5646820575175,961.8305473834417
REC-02,F18_C2_SITE_3PAIR_B6500_RELAY_00_Q3_R002,284.5013679116187,1916.8909915040717,1.0,0.859680443559703,1916.8909915040717,2599.306414876458,682.4154233723862
