sortie_id,uav_id,uav_type,battery_id,preparation_start_s,takeoff_s,service_sequence,return_s,energy_kwh,energy_margin_kwh,n_boxes,payload_kg,tag
M001,U07,C,BAT-C-01,0.0,480.0,S001,1494.170391878965,2.995742764547403,3.4042572354525973,6,78.0,F18
M002,U08,C,BAT-C-02,0.0,570.0,S001,1692.170391878965,2.917555936277246,3.4824440637227543,9,76.0,F18
M003,U03,A,BAT-A-03,0.0,360.0,S002,2003.7375242139124,3.0186602033241243,0.5813397966758758,2,22.0,F18
M004,U07,C,BAT-C-03,1494.2,1974.2,S002,3602.0120186387085,5.8530312852658195,0.5469687147341808,6,59.0,F18
M005,U02,A,BAT-A-04,3049.4,3409.4,S003,5312.054022177535,3.083579679483661,0.5164203205163389,2,22.0,F18
M006,U08,C,BAT-C-02,3892.0,4372.0,S004,6193.061066593164,6.152897007997176,0.2471029920028247,6,59.0,F18
M007,U04,A,BAT-A-06,4152.4,4512.4,S005,5844.596251618125,2.192966633451616,1.4070333665483843,2,22.0,F18
M008,U06,B,BAT-B-03,4624.5,4984.5,S005,6140.674861971584,1.8345062099378917,1.3654937900621085,2,20.0,F18
M009,U01,A,BAT-A-01,0.0,330.0,S006,1253.485266596983,1.2888670060198661,2.311132993980134,1,14.0,F18
M010,U02,A,BAT-A-06,1795.9,2125.9,S006,3049.385266596983,1.2888670060198661,2.311132993980134,1,14.0,F18
M011,U04,A,BAT-A-04,0.1,360.1,S006,1313.5852665969828,1.3570321467642898,2.2429678532357102,2,22.0,F18
M012,U02,A,BAT-A-02,0.0,360.0,S006,1313.485266596983,1.2577858487376936,2.3422141512623065,2,9.0,F18
M013,U03,A,BAT-A-02,2310.1,2670.1,S007,4037.5353226736383,1.9708885880958245,1.6291114119041756,2,22.0,F18
M014,U04,A,BAT-A-01,2014.1,2374.1,S007,3741.5353226736383,1.905310817867576,1.6946891821324241,2,17.0,F18
M015,U08,C,BAT-C-04,1692.2,2142.2,S008,3891.9120845921743,5.836023632389955,0.5639763676100458,5,45.0,F18
M016,U06,B,BAT-B-02,3066.0,3456.0,S009,4624.442247394409,2.096210537071622,1.1037894629283782,3,25.0,F18
M017,U06,B,BAT-B-02,0.1,390.1,S010,1555.476902446339,1.8231457316476736,1.3768542683523266,3,25.0,F18
M018,U05,B,BAT-B-04,1869.8,2259.8,S012,3792.5345559700827,2.75235444190214,0.44764555809786,3,25.0,F18
M019,U06,B,BAT-B-03,1555.5,1945.5,S013,3065.9702802929446,1.8247182633032644,1.3752817366967358,3,25.0,F18
M020,U05,B,BAT-B-01,0.0,390.0000000000002,S014,1869.7521946190166,2.1403030047614893,1.059696995238511,3,25.0,F18
M021,U07,C,BAT-C-01,3602.1,4112.1,S007>S003,6295.712146725356,6.10087092672157,0.2991290732784302,7,65.0,F18
M022,U01,A,BAT-A-05,1667.2,2057.2,S011>S005,3673.4722791979475,2.2450838175782497,1.3549161824217504,3,20.0,F18
M023,U01,A,BAT-A-03,3673.5,4033.5,S011>S015,5887.236160371923,2.5709628274950704,1.0290371725049297,2,22.0,F18
M024,U05,B,BAT-B-01,3792.6,4182.6,S011>S015,5861.689038811861,2.1894855654541434,1.0105144345458568,3,25.0,F18
