relay_id,relay_sortie_id,busy_start_s,return_s,busy_end_s,turnaround_s
R01,FIXED_ORDER_CONTROL_R001,0.0,2212.131081984592,2512.131081984592,300.0
R02,FIXED_ORDER_CONTROL_R002,150.9505586261875,2422.7689519671535,2722.7689519671535,300.0
R01,FIXED_ORDER_CONTROL_R003,2512.131081984592,3477.663770386646,3777.663770386646,300.0
R01,FIXED_ORDER_CONTROL_R005,3777.6637703866463,5808.870230464649,6108.870230464649,300.0
R01,FIXED_ORDER_CONTROL_R006,6108.870230464649,9149.667486066022,9449.667486066022,300.0
R01,FIXED_ORDER_CONTROL_R007,9449.66748606602,11623.197140520653,11923.197140520653,300.0
R02,FIXED_ORDER_CONTROL_R009,11826.926104651722,13154.26609722966,13454.26609722966,300.0
R02,FIXED_ORDER_CONTROL_R008,9679.24428176041,11526.926104651722,11826.926104651722,300.0
R02,FIXED_ORDER_CONTROL_R004,2722.7689519671535,9379.24428176041,9679.24428176041,300.0
