battery_id,sortie_id,takeoff_s,return_s,return_soc,energy_ready_s,charge_duration_s
BAT-A-03,M001,390.0,2395.0848798156608,0.31497288875810114,3785.620124430129,1390.5352446144684
BAT-A-02,M002,390.0,2121.7020521620752,0.5096948468400417,3259.0987512700212,1137.3966991079458
BAT-B-01,M003,390.0,1869.7521946190163,0.4649242488096277,3463.8834966823283,1594.131302063312
BAT-B-02,M004,400.00600785663426,1796.699941778546,0.39184802105606753,3517.496705281362,1720.7967635028162
BAT-C-01,M005,450.0,1495.5595259403467,0.6825660059946004,3016.666512952046,1521.1069870116992
BAT-A-01,M006,360.0,1654.8593983215956,0.5655978254576951,2719.582225226592,1064.7228269049965
BAT-B-04,M007,2559.098942794555,3646.9246308023435,0.5648509250592085,5067.849694033049,1420.925063230705
BAT-B-03,M008,2259.7521946190163,3078.853716462174,0.7315098080940781,4210.903382432439,1132.0496659702646
BAT-C-03,M009,3060.8310036296025,4810.543088221777,0.2704970459512557,7224.46615532739,2413.923067105613
BAT-B-01,M010,3468.853716462174,5144.17849198415,0.3065459999403699,7012.832092087509,1868.653600103359
BAT-B-02,M011,4105.920394434761,5667.568405608003,0.3558775332408115,7450.714014657263,1783.1456090492602
BAT-B-04,M012,6223.015760818837,7659.941071727309,0.42328007655139144,9326.255605704897,1666.314533977588
BAT-A-06,M013,6247.642014837324,7576.255889550712,0.49893332368114396,8727.642568765224,1151.386679214513
BAT-B-03,M014,5504.17849198415,6660.353353955734,0.5571286202586379,8094.663745507429,1434.3103915516945
BAT-A-04,M015,2014.8593983215956,2873.9343194409144,0.7442656278118132,3706.389003285557,832.4546838446429
BAT-C-02,M016,1975.5595259403467,2989.7299178193116,0.6255321544315746,4634.410249884233,1644.6803320649215
BAT-C-01,M017,5290.543088221777,6918.355106860485,0.23679822438654818,9405.292287356297,2486.937180495812
BAT-C-04,M018,3439.7299178193116,4417.900309698276,0.7113113807456068,5876.725651416127,1458.8253417178516
BAT-C-02,M019,7368.355106860485,9269.789218726863,0.28033748550753956,11662.391333460528,2392.6021147336646
BAT-A-01,M020,7936.255889550712,9288.815251937893,0.5634062291852384,10356.387153997082,1067.57190205919
BAT-C-04,M021,9759.888165696819,11508.949232289982,0.3101913389002793,13836.867998006044,2327.9187657160614
BAT-C-03,M022,11928.949232289982,13254.144390485522,0.5266192194952495,15113.136081579149,1858.991691093626
BAT-B-01,M023,9954.286480048122,11059.66338249446,0.6211059515765082,12383.07973309518,1323.4163506007192
BAT-B-02,M024,9962.179078999321,11433.532502970706,0.4277517932691962,13092.096061304099,1658.5635583333933
BAT-A-05,M025,2993.754548707499,4316.3139110946795,0.5999396795696359,5336.392327654153,1020.0784165594735
BAT-B-03,M026,11389.663382494458,12148.764904337615,0.7622735018876424,13227.490834399036,1078.7259300614198
BAT-B-04,M027,11957.978029265147,13066.420276659555,0.5643934439844132,14488.138307086572,1421.7180304270173
BAT-B-01,M028,12478.764904337615,13214.236556565102,0.7766986776570728,14267.958848626175,1053.7222920610739
