site_id,x_m,y_m,lon,lat,ground_elevation_m,agl_m,z_amsl_m,backhaul_margin_db,outbound_time_s,return_time_s,flight_energy_kwh
R319247_2549913_510,319247.01344372646,2549912.941957309,109.2358097356654,23.04790860476329,259.714599609375,250,509.714599609375,13.061652001343546,388.35355156655817,420.1881015340061,0.22106369551602317
R319247_2549913_560,319247.01344372646,2549912.941957309,109.2358097356654,23.04790860476329,259.714599609375,300,559.714599609375,13.053008949478723,400.85355156655817,436.85476820067277,0.22550922551216515
R319247_2550033_331,319247.01344372646,2550032.941957309,109.23579561712107,23.048992095485634,281.40472412109375,50,331.40472412109375,2.851598719443757,351.7123526940336,368.68774637079144,0.21028045223612526
R319247_2550033_381,319247.01344372646,2550032.941957309,109.23579561712107,23.048992095485634,281.40472412109375,100,381.40472412109375,12.84715571469819,364.2123526940336,385.3544130374581,0.21472598223226724
R319247_2550033_431,319247.01344372646,2550032.941957309,109.23579561712107,23.048992095485634,281.40472412109375,150,431.40472412109375,12.841654588092638,376.7123526940336,402.02107970412476,0.21917151222840922
R319247_2550033_481,319247.01344372646,2550032.941957309,109.23579561712107,23.048992095485634,281.40472412109375,200,481.40472412109375,12.835099361226739,389.2123526940336,418.68774637079144,0.2236170422245512
R319247_2550033_531,319247.01344372646,2550032.941957309,109.23579561712107,23.048992095485634,281.40472412109375,250,531.4047241210938,12.827494810798427,401.7123526940336,435.35441303745813,0.22806257222069318
R319247_2550033_581,319247.01344372646,2550032.941957309,109.23579561712107,23.048992095485634,281.40472412109375,300,581.4047241210938,12.818846457079687,414.2123526940336,452.02107970412476,0.23250810221683516
R319247_2550153_332,319247.01344372646,2550152.941957309,109.2357814977233,23.05007558605139,281.9690246582031,50,331.9690246582031,2.625622464396969,372.38145547243056,389.4038741939475,0.21924054354678854
R320836_2548599_362,320835.89204342256,2548598.6511450713,109.25146517080819,23.036213880753515,161.90757751464844,200,361.90757751464844,14.508155754179953,306.90691478738376,326.42421291360444,0.17949479926220782
R320836_2548599_412,320835.89204342256,2548598.6511450713,109.25146517080819,23.036213880753515,161.90757751464844,250,411.90757751464844,14.500701151182511,319.40691478738376,343.0908795802711,0.1839403292583498
R320836_2548599_462,320835.89204342256,2548598.6511450713,109.25146517080819,23.036213880753515,161.90757751464844,300,461.90757751464844,14.491705414944619,331.90691478738376,359.75754624693775,0.18838585925449178
R320836_2548719_366,320835.89204342256,2548718.6511450713,109.25145118543406,23.037297382198517,165.92433166503906,200,365.92433166503906,14.28139310888524,314.48658741091083,334.3386150496641,0.18405293500502762
R320836_2548719_416,320835.89204342256,2548718.6511450713,109.25145118543406,23.037297382198517,165.92433166503906,250,415.92433166503906,14.274198729173747,326.98658741091083,351.0052817163308,0.1884984650011696
R320836_2548719_466,320835.89204342256,2548718.6511450713,109.25145118543406,23.037297382198517,165.92433166503906,300,465.92433166503906,14.265541204766222,339.48658741091083,367.6719483829974,0.19294399499731157
R320836_2548839_417,320835.89204342256,2548838.6511450713,109.25143719921431,23.038380883487157,167.23931884765625,250,417.23931884765625,14.051235379520861,333.97020407672466,358.0984806473627,0.19286710371751328
R320836_2548839_467,320835.89204342256,2548838.6511450713,109.25143719921431,23.038380883487157,167.23931884765625,300,467.23931884765625,14.042973849813933,346.47020407672466,374.7651473140294,0.19731263371365526
R319460_2547617_263,319459.6530816322,2547617.250076501,109.23815400587608,23.027203682447926,163.2486572265625,100,263.2486572265625,9.079629827318058,180.65084861778655,191.9465700533334,0.10581739963153666
R319460_2547617_313,319459.6530816322,2547617.250076501,109.23815400587608,23.027203682447926,163.2486572265625,150,313.2486572265625,19.06708775721708,193.15084861778655,208.6132367200001,0.11026292962767864
R319460_2547617_363,319459.6530816322,2547617.250076501,109.23815400587608,23.027203682447926,163.2486572265625,200,363.2486572265625,19.05014149685539,205.65084861778655,225.27990338666675,0.1147084596238206
R319460_2547617_413,319459.6530816322,2547617.250076501,109.23815400587608,23.027203682447926,163.2486572265625,250,413.2486572265625,19.028842531953217,218.15084861778655,241.9465700533334,0.11915398961996258
R319460_2547617_463,319459.6530816322,2547617.250076501,109.23815400587608,23.027203682447926,163.2486572265625,300,463.2486572265625,19.003254910834983,230.65084861778655,258.6132367200001,0.12359951961610456
R319460_2547737_246,319459.6530816322,2547737.250076501,109.23813992021564,23.02828717737463,146.18467712402344,100,246.18467712402344,8.64993940150056,186.6028373036076,196.47656039727622,0.10992564861044911
R319460_2547737_296,319459.6530816322,2547737.250076501,109.23813992021564,23.02828717737463,146.18467712402344,150,296.18467712402344,18.639955173308792,196.40045235487713,210.44084211521243,0.11354739346254282
R319460_2547737_346,319459.6530816322,2547737.250076501,109.23813992021564,23.02828717737463,146.18467712402344,200,346.18467712402344,18.62596690888614,208.90045235487713,227.10750878187912,0.1179929234586848
R319460_2547737_396,319459.6530816322,2547737.250076501,109.23813992021564,23.02828717737463,146.18467712402344,250,396.18467712402344,18.60801323862532,221.40045235487713,243.77417544854575,0.12243845345482678
R319460_2547737_446,319459.6530816322,2547737.250076501,109.23813992021564,23.02828717737463,146.18467712402344,300,446.18467712402344,18.586143320238207,233.90045235487713,260.44084211521243,0.12688398345096874
R319460_2547857_245,319459.6530816322,2547857.250076501,109.23812583370335,23.029370672144896,145.4189910888672,100,245.4189910888672,8.235130137599995,196.61711679445605,206.42703271852832,0.11549475982148631
R319460_2547857_295,319459.6530816322,2547857.250076501,109.23812583370335,23.029370672144896,145.4189910888672,150,295.4189910888672,18.226110677668217,203.77107543296518,217.74765802370413,0.11831062212164267
R318461_2547640_457,318460.8227263107,2547639.965941841,109.22840758759055,23.02729997219902,157.07968139648438,300,457.0796813964844,19.424429339794102,222.07686905640657,249.52517583944694,0.118558534527232
R318461_2547760_475,318460.8227263107,2547759.965941841,109.2283934239675,23.028383461400004,174.66064453125,300,474.66064453125,18.943454994332797,234.42823072241657,263.34161776668736,0.12520474573713553
R318461_2547880_487,318460.8227263107,2547879.965941841,109.2283792594879,23.02946695044446,187.49472045898438,300,487.4947204589844,18.49001063258821,245.59736886178308,275.58026223336515,0.1314317822556856
R319454_2546358_284,319454.246625661,2546357.6775520085,109.2382490672295,23.015830248960743,184.1814727783203,100,284.1814727783203,24.973256244577627,113.12809158068252,126.16821431220922,0.061195573784873156
R319454_2546358_334,319454.246625661,2546357.6775520085,109.2382490672295,23.015830248960743,184.1814727783203,150,334.1814727783203,24.91755472181609,125.62809158068252,142.8348809788759,0.06564110378101513
R319454_2546358_384,319454.246625661,2546357.6775520085,109.2382490672295,23.015830248960743,184.1814727783203,200,384.1814727783203,24.84567019650531,138.1280915806825,159.50154764554253,0.07008663377715711
R319454_2546358_434,319454.246625661,2546357.6775520085,109.2382490672295,23.015830248960743,184.1814727783203,250,434.1814727783203,24.758404383329975,150.6280915806825,176.16821431220922,0.07453216377329908
R319454_2546358_484,319454.246625661,2546357.6775520085,109.2382490672295,23.015830248960743,184.1814727783203,300,484.1814727783203,24.65668966732376,163.1280915806825,192.8348809788759,0.07897769376944105
R319454_2546478_325,319454.246625661,2546477.6775520085,109.23823499008773,23.016913745498503,175.12356567382812,150,325.1235656738281,24.27081329978661,129.33162053594862,145.78358434210097,0.06864865237691911
R319454_2546478_375,319454.246625661,2546477.6775520085,109.23823499008773,23.016913745498503,175.12356567382812,200,375.1235656738281,24.211441906087174,141.83162053594862,162.45025100876762,0.07309418237306109
R319454_2546478_425,319454.246625661,2546477.6775520085,109.23823499008773,23.016913745498503,175.12356567382812,250,425.1235656738281,24.138524716426133,154.33162053594862,179.1169176754343,0.07753971236920307
R319454_2546478_475,319454.246625661,2546477.6775520085,109.23823499008773,23.016913745498503,175.12356567382812,300,475.1235656738281,24.05274612564945,166.83162053594862,195.78358434210097,0.08198524236534503
R319454_2546598_342,319454.246625661,2546597.6775520085,109.2382209120944,23.017997241879876,142.013427734375,200,342.013427734375,23.609587880424314,139.85170956901027,157.71116188020818,0.07417382183734395
R319454_2546598_392,319454.246625661,2546597.6775520085,109.2382209120944,23.017997241879876,142.013427734375,250,392.013427734375,23.55432105313818,152.35170956901027,174.37782854687487,0.07861935183348592
R319454_2546598_442,319454.246625661,2546597.6775520085,109.2382209120944,23.017997241879876,142.013427734375,300,442.013427734375,23.487402478417522,164.85170956901027,191.04449521354155,0.0830648818296279
R318603_2547171_263,318603.43868488865,2547170.736430821,109.22985415734581,23.023078831837218,163.02645874023438,100,263.0264587402344,21.751052583400963,141.6127409943337,152.88994588935324,0.08089212066295338
R318603_2547171_313,318603.43868488865,2547170.736430821,109.22985415734581,23.023078831837218,163.02645874023438,150,313.0264587402344,21.727916263048144,154.1127409943337,169.5566125560199,0.08533765065909536
R318603_2547171_363,318603.43868488865,2547170.736430821,109.22985415734581,23.023078831837218,163.02645874023438,200,363.0264587402344,21.69673185999656,166.6127409943337,186.22327922268659,0.08978318065523734
R318603_2547171_413,318603.43868488865,2547170.736430821,109.22985415734581,23.023078831837218,163.02645874023438,250,413.0264587402344,21.657672319750844,179.1127409943337,202.88994588935324,0.09422871065137932
R318603_2547171_463,318603.43868488865,2547170.736430821,109.22985415734581,23.023078831837218,163.02645874023438,300,463.0264587402344,21.610950210166948,191.6127409943337,219.5566125560199,0.09867424064752128
R318603_2547291_237,318603.43868488865,2547290.736430821,109.22984000817776,23.024162322465425,137.2340545654297,100,237.2340545654297,21.14039797097466,143.1548750380478,152.28271291850027,0.0837037749512789
R318603_2547291_287,318603.43868488865,2547290.736430821,109.22984000817776,23.024162322465425,137.2340545654297,150,287.2340545654297,21.12397846850739,155.6548750380478,168.94937958516695,0.08814930494742088
R318603_2547291_337,318603.43868488865,2547290.736430821,109.22984000817776,23.024162322465425,137.2340545654297,200,337.2340545654297,21.100499125224076,168.1548750380478,185.6160462518336,0.09259483494356284
R318603_2547291_387,318603.43868488865,2547290.736430821,109.22984000817776,23.024162322465425,137.2340545654297,250,387.2340545654297,21.07007410965747,180.6548750380478,202.2827129185003,0.09704036493970482
R318603_2547291_437,318603.43868488865,2547290.736430821,109.22984000817776,23.024162322465425,137.2340545654297,300,437.2340545654297,21.0328492369692,193.1548750380478,218.94937958516695,0.1014858949358468
R318603_2547411_249,318603.43868488865,2547410.736430821,109.22982585815394,23.025245812937126,149.45535278320312,100,249.45535278320312,20.55911519036924,154.20169631886722,164.34797571746748,0.08989605637173066
R318603_2547411_299,318603.43868488865,2547410.736430821,109.22982585815394,23.025245812937126,149.45535278320312,150,299.4553527832031,20.54321912732601,166.70169631886722,181.01464238413416,0.09434158636787264
R316550_2547530_334,316550.0234236506,2547529.646631622,109.20978075349163,23.0260940639579,284.2155456542969,50,334.2155456542969,6.655278950383902,256.38398424379125,273.593613048316,0.1455457013847451
R316550_2547530_384,316550.0234236506,2547529.646631622,109.20978075349163,23.0260940639579,284.2155456542969,100,384.2155456542969,6.644476140594307,258.0130100209722,279.38930549216366,0.14667736335838458
R316550_2547530_434,316550.0234236506,2547529.646631622,109.20978075349163,23.0260940639579,284.2155456542969,150,434.2155456542969,6.63115670637788,270.5130100209722,296.0559721588303,0.15112289335452656
R316550_2547530_484,316550.0234236506,2547529.646631622,109.20978075349163,23.0260940639579,284.2155456542969,200,484.2155456542969,16.615343814364863,283.0130100209722,312.722638825497,0.1555684233506685
R316550_2547530_534,316550.0234236506,2547529.646631622,109.20978075349163,23.0260940639579,284.2155456542969,250,534.2155456542969,16.597064753462575,295.5130100209722,329.38930549216366,0.16001395334681048
R316550_2547530_584,316550.0234236506,2547529.646631622,109.20978075349163,23.0260940639579,284.2155456542969,300,584.2155456542969,16.576350780464097,308.0130100209722,346.0559721588303,0.16445948334295246
R316550_2547650_375,316550.0234236506,2547649.646631622,109.20976644183327,23.02717754231866,324.84393310546875,50,374.84393310546875,6.404497177149409,262.105066212182,282.70039397097105,0.14964813523855905
R316550_2547650_425,316550.0234236506,2547649.646631622,109.20976644183327,23.02717754231866,324.84393310546875,100,424.84393310546875,6.392343793028132,273.68540119346454,298.44739561892027,0.15381331791398484
R316550_2547650_475,316550.0234236506,2547649.646631622,109.20976644183327,23.02717754231866,324.84393310546875,150,474.84393310546875,6.37782505352763,286.18540119346454,315.11406228558695,0.15825884791012682
R316550_2547650_525,316550.0234236506,2547649.646631622,109.20976644183327,23.02717754231866,324.84393310546875,200,524.8439331054688,6.360964717685164,298.68540119346454,331.78072895225364,0.1627043779062688
R316550_2547650_575,316550.0234236506,2547649.646631622,109.20976644183327,23.02717754231866,324.84393310546875,250,574.8439331054688,16.34179014447075,311.18540119346454,348.44739561892027,0.16714990790241077
R316550_2547650_625,316550.0234236506,2547649.646631622,109.20976644183327,23.02717754231866,324.84393310546875,300,624.8439331054688,16.320332147709593,323.68540119346454,365.11406228558695,0.17159543789855275
R318467_2547712_301,318466.6759977416,2547711.726977589,109.22845621743596,23.02794854754548,151.4849395751953,150,301.4849395751953,19.207828201646976,187.8953732485803,202.37745154651324,0.10773827273962873
R318467_2547712_351,318466.6759977416,2547711.726977589,109.22845621743596,23.02794854754548,151.4849395751953,200,351.4849395751953,19.19140344097559,200.3953732485803,219.0441182131799,0.11218380273577071
R318467_2547712_401,318466.6759977416,2547711.726977589,109.22845621743596,23.02794854754548,151.4849395751953,250,401.4849395751953,19.17047543980476,212.8953732485803,235.71078487984659,0.11662933273191269
R318467_2547712_451,318466.6759977416,2547711.726977589,109.22845621743596,23.02794854754548,151.4849395751953,300,451.4849395751953,19.14510928011677,225.3953732485803,252.37745154651324,0.12107486272805465
R318467_2547832_288,318466.6759977416,2547831.726977589,109.22844205375661,23.029032036686324,188.3164520263672,100,288.3164520263672,18.747274101072534,192.5642409043311,205.94894523986167,0.11165364237514236
R318467_2547832_338,318466.6759977416,2547831.726977589,109.22844205375661,23.029032036686324,188.3164520263672,150,338.3164520263672,18.733585688671923,205.0642409043311,222.61561190652833,0.11609917237128434
R318467_2547832_388,318466.6759977416,2547831.726977589,109.22844205375661,23.029032036686324,188.3164520263672,200,388.3164520263672,18.71582911662138,217.5642409043311,239.28227857319501,0.1205447023674263
R318467_2547832_438,318466.6759977416,2547831.726977589,109.22844205375661,23.029032036686324,188.3164520263672,250,438.3164520263672,18.694054251201237,230.0642409043311,255.94894523986167,0.12499023236356828
R318467_2547832_488,318466.6759977416,2547831.726977589,109.22844205375661,23.029032036686324,188.3164520263672,300,488.3164520263672,18.668321596920464,242.5642409043311,272.61561190652833,0.12943576235971027
R318467_2547952_309,318466.6759977416,2547951.726977589,109.22842788922073,23.030115525670634,159.1702117919922,150,309.1702117919922,18.30169404007607,205.742552870591,220.8650705199237,0.11859643090465183
R318467_2547952_359,318466.6759977416,2547951.726977589,109.22842788922073,23.030115525670634,159.1702117919922,200,359.1702117919922,18.287785228087344,218.242552870591,237.53173718659036,0.12304196090079379
R318467_2547952_409,318466.6759977416,2547951.726977589,109.22842788922073,23.030115525670634,159.1702117919922,250,409.1702117919922,18.270210737840586,230.742552870591,254.19840385325705,0.12748749089693578
R314265_2549393_757,314264.6342903831,2549392.724768352,109.18726200231819,23.042661705566076,457.1098937988281,300,757.1098937988281,0.5498680641518376,547.6210002825783,600.0718247658139,0.3052994367315811
R318074_2547391_344,318073.5899841649,2547390.8872509534,109.22465954406614,23.02500867852129,193.56631469726562,150,343.5663146972656,20.17090745192263,182.92122394011398,200.91008349821942,0.10158049357379256
R318074_2547391_394,318073.5899841649,2547390.8872509534,109.22465954406614,23.02500867852129,193.56631469726562,200,393.5663146972656,20.14560507670943,195.42122394011398,217.5767501648861,0.10602602356993454
R318074_2547391_444,318073.5899841649,2547390.8872509534,109.22465954406614,23.02500867852129,193.56631469726562,250,443.5663146972656,20.114774626484362,207.92122394011398,234.24341683155276,0.1104715535660765
R318074_2547391_494,318073.5899841649,2547390.8872509534,109.22465954406614,23.02500867852129,193.56631469726562,300,493.5663146972656,20.078534050227688,220.42122394011398,250.91008349821942,0.11491708356221848
R318074_2547511_367,318073.5899841649,2547510.8872509534,109.22464535206274,23.02609216583051,216.78143310546875,150,366.78143310546875,19.66768495963369,196.33669749745548,216.26015025624457,0.10850759037240364
R318074_2547511_417,318073.5899841649,2547510.8872509534,109.22464535206274,23.02609216583051,216.78143310546875,200,416.78143310546875,19.6427812379506,208.83669749745548,232.9268169229112,0.11295312036854561
R318074_2547511_467,318073.5899841649,2547510.8872509534,109.22464535206274,23.02609216583051,216.78143310546875,250,466.78143310546875,19.612964451674728,221.33669749745548,249.5934835895779,0.11739865036468758
R318074_2547511_517,318073.5899841649,2547510.8872509534,109.22464535206274,23.02609216583051,216.78143310546875,300,516.7814331054688,19.578336092786913,233.83669749745548,266.2601502562445,0.12184418036082956
R318074_2547631_339,318073.5899841649,2547630.8872509534,109.22463115920101,23.027175652983157,189.10791015625,150,339.10791015625,19.20956883958098,197.072050624854,214.68937647120816,0.11093700636968162
R318074_2547631_389,318073.5899841649,2547630.8872509534,109.22463115920101,23.027175652983157,189.10791015625,200,389.10791015625,19.189687649797236,209.572050624854,231.35604313787485,0.1153825363658236
R318074_2547631_439,318073.5899841649,2547630.8872509534,109.22463115920101,23.027175652983157,189.10791015625,250,439.10791015625,19.16533733440015,222.072050624854,248.02270980454153,0.11982806636196558
R318074_2547631_489,318073.5899841649,2547630.8872509534,109.22463115920101,23.027175652983157,189.10791015625,300,489.10791015625,19.136593158693174,234.572050624854,264.68937647120816,0.12427359635810756
R313865_2549153_727,313865.1344449905,2549153.4599024067,109.18339345664822,23.040456690364465,477.4808349609375,250,727.4808349609375,0.32052137756616617,550.9628084392909,600.9445446860357,0.309532562555218
R313865_2549153_777,313865.1344449905,2549153.4599024067,109.18339345664822,23.040456690364465,477.4808349609375,300,777.4808349609375,0.31333520578408525,563.4628084392909,617.6112113527024,0.31397809255136
R313865_2549273_708,313865.1344449905,2549273.4599024067,109.18337892400461,23.041540150973084,458.0350646972656,250,708.0350646972656,0.21994766744015237,550.9362729251038,599.2975283165426,0.31089259584927464
R313865_2549273_758,313865.1344449905,2549273.4599024067,109.18337892400461,23.041540150973084,458.0350646972656,300,758.0350646972656,0.21315146591224732,563.4362729251038,615.9641949832094,0.3153381258454166
R320404_2548156_240,320404.3729768618,2548155.723723577,109.24730705917457,23.032168017893298,190.195068359375,50,240.195068359375,6.069779006428774,287.0343947655947,296.4089837955426,0.15832299812939013
R320404_2548156_290,320404.3729768618,2548155.723723577,109.24730705917457,23.032168017893298,190.195068359375,100,290.195068359375,6.064531633401714,270.367728098928,283.9089837955426,0.15387746813324815
R320404_2548156_340,320404.3729768618,2548155.723723577,109.24730705917457,23.032168017893298,190.195068359375,150,340.195068359375,16.05706218628906,260.86241804033426,278.57034040361555,0.1516149798935124
R320404_2548156_390,320404.3729768618,2548155.723723577,109.24730705917457,23.032168017893298,190.195068359375,200,390.195068359375,16.04738211994062,273.36241804033426,295.2370070702822,0.1560605098896544
R320404_2548156_440,320404.3729768618,2548155.723723577,109.24730705917457,23.032168017893298,190.195068359375,250,440.195068359375,16.03550621109234,285.86241804033426,311.90367373694886,0.16050603988579637
R320404_2548156_490,320404.3729768618,2548155.723723577,109.24730705917457,23.032168017893298,190.195068359375,300,490.195068359375,16.02145248374103,298.36241804033426,328.57034040361555,0.16495156988193835
R320404_2548276_251,320404.3729768618,2548275.723723577,109.24729304329905,23.033251517476952,151.27012634277344,100,251.27012634277344,5.792605166271443,293.95174973799635,304.2492602665608,0.16281694761710674
R320404_2548276_301,320404.3729768618,2548275.723723577,109.24729304329905,23.033251517476952,151.27012634277344,150,301.27012634277344,5.78721827748231,277.28508307132967,291.7492602665608,0.15837141762096474
R320404_2548276_351,320404.3729768618,2548275.723723577,109.24729304329905,23.033251517476952,151.27012634277344,200,351.27012634277344,15.779747533775705,270.3505394617105,288.98138332360827,0.1568925924231942
R320404_2548276_401,320404.3729768618,2548275.723723577,109.24729304329905,23.033251517476952,151.27012634277344,250,401.27012634277344,15.770203680886397,282.8505394617105,305.64804999027496,0.16133812241933615
R320404_2548276_451,320404.3729768618,2548275.723723577,109.24729304329905,23.033251517476952,151.27012634277344,300,451.27012634277344,15.758600383852013,295.3505394617105,322.31471665694164,0.16578365241547813
R320404_2548396_221,320404.3729768618,2548395.723723577,109.247279026576,23.034335016904215,170.88714599609375,50,220.88714599609375,5.523679430834562,306.07450350727754,313.840099006952,0.1683995767218077
R316482_2547514_392,316481.9618309005,2547513.9079671204,109.20911869411772,23.025944445446576,292.0377197265625,100,392.0377197265625,6.525083879148042,262.62709924858126,284.6552425591281,0.14907135286228057
R316482_2547514_442,316481.9618309005,2547513.9079671204,109.20911869411772,23.025944445446576,292.0377197265625,150,442.0377197265625,6.5117380702963175,275.12709924858126,301.3219092257948,0.15351688285842255
R316482_2547514_492,316481.9618309005,2547513.9079671204,109.20911869411772,23.025944445446576,292.0377197265625,200,492.0377197265625,16.495967693709247,287.62709924858126,317.9885758924614,0.15796241285456453
R316482_2547514_542,316481.9618309005,2547513.9079671204,109.20911869411772,23.025944445446576,292.0377197265625,250,542.0377197265625,16.477799218226608,300.12709924858126,334.6552425591281,0.1624079428507065
R316482_2547514_592,316481.9618309005,2547513.9079671204,109.20911869411772,23.025944445446576,292.0377197265625,300,592.0377197265625,16.45726286038159,312.62709924858126,351.3219092257948,0.16685347284684848
R316482_2547634_407,316481.9618309005,2547633.9079671204,109.20910437727208,23.027027923434527,306.9635314941406,100,406.9635314941406,6.287640114051285,271.7597053393259,295.03166629717094,0.1538491524748589
R316482_2547634_457,316481.9618309005,2547633.9079671204,109.20910437727208,23.027027923434527,306.9635314941406,150,456.9635314941406,6.274304132576503,284.2597053393259,311.69833296383763,0.15829468247100087
R316482_2547634_507,316481.9618309005,2547633.9079671204,109.20910437727208,23.027027923434527,306.9635314941406,200,506.9635314941406,16.258674653736037,296.7597053393259,328.36499963050426,0.16274021246714285
R316482_2547634_557,316481.9618309005,2547633.9079671204,109.20910437727208,23.027027923434527,306.9635314941406,250,556.9635314941406,16.240776500795036,309.2597053393259,345.03166629717094,0.16718574246328483
R316482_2547634_607,316481.9618309005,2547633.9079671204,109.20910437727208,23.027027923434527,306.9635314941406,300,606.9635314941406,16.220637844834144,321.7597053393259,361.69833296383763,0.1716312724594268
R316482_2547754_425,316481.9618309005,2547753.9079671204,109.20909005956062,23.028111401265775,375.42266845703125,50,425.42266845703125,6.048613066552349,281.9435438278761,306.7537661992954,0.15904837229684388
R316482_2547754_475,316481.9618309005,2547753.9079671204,109.20909005956062,23.028111401265775,375.42266845703125,100,475.42266845703125,6.035171781024047,294.4435438278761,323.4204328659621,0.16349390229298585
R314908_2547689_613,314908.07320592966,2547688.684039554,109.193744561115,23.027347941481448,362.7099914550781,250,612.7099914550781,3.1495087650690863,410.4813485396202,450.8988478275434,0.22790762835174688
