atomic_task_id,parent_gap_id,pareto_id,transport_sortie_id,service_start_s,service_end_s,service_duration_s,site_id,min_access_margin_db,backhaul_margin_db,min_twohop_margin_db,outbound_time_s,return_time_s,horizontal_time_s,flight_energy_kwh,setup_energy_kwh,service_energy_kwh,total_energy_kwh,energy_margin_kwh,return_soc,climb_out_m,climb_back_m,desc_out_m,desc_back_m,cruise_alt_m,horizontal_distance_m,max_dem_on_route_m,setup_time_s,earliest_ready_s,required_transport_shift_s,as_is_timing_feasible,candidate_source
P02_G000_E52_A000,P02_G000,P02,M001,843.9498147315915,1236.3135481153586,392.3637333837671,E52_246111a1ef063bec9e89ec9e,22.65104920884599,13.03223549741864,13.03223549741864,413.11352328410356,453.07003166626504,586.4879962752384,0.22998101771643822,0.009166666666666667,0.11988891853392884,0.3590366029170337,2.2009633970829667,0.887801061588427,479.4781005859375,0.0,0.0,479.4781005859375,607.1781005859375,4398.659972064288,469.28277587890625,30.0,623.1135232841036,0.0,1,E52_MERGE_BACK
P02_G000_E52_A000,P02_G000,P02,M001,843.9498147315915,1236.3135481153586,392.3637333837671,E52_6dc095df8eb6475486134b5c,21.460891736929824,12.905188948092743,12.905188948092743,424.06014837873875,466.2734748964797,594.8403376510322,0.23505698741925235,0.009166666666666667,0.11988891853392884,0.36411257261984786,2.1958874273801525,0.8862148210562976,506.55991821289064,0.0,0.0,506.55991821289064,634.2599182128906,4461.302532382741,440.2059631347656,30.0,634.0601483787387,0.0,1,E52_MERGE_BACK
P02_G001_E52_A000,P02_G001,P02,M001,1252.0029130821017,1310.4614283268318,58.45851524473005,E52_c10a50247c57c0340b451298,21.213392006730743,3.1495087650690863,3.1495087650690863,410.4813485396202,450.8988478275434,578.4577013517014,0.22790762835174688,0.009166666666666667,0.017862324102556403,0.25493661912096993,2.3050633808790306,0.9203323065246969,485.00999145507814,0.0,0.0,485.00999145507814,612.7099914550781,4338.432760137761,515.4917602539062,30.0,620.4813485396203,0.0,1,E52_EXISTING_SITE
P02_G002_E52_A000,P02_G002,P02,M002,809.1614003372633,1952.6735065821129,1143.5121062448495,E52_4513f74e4ba51c209cccc792,7.528195666308719,9.790974506635663,7.528195666308719,548.6050089915749,589.1156759023821,854.1460165183059,0.3160741321008959,0.009166666666666667,0.34940647690814847,0.674647275675711,1.8853527243242896,0.7891727263513403,486.1280029296875,0.0,0.0,486.1280029296875,613.8280029296875,6406.095123887295,391.8226318359375,30.0,758.6050089915749,0.0,1,E52_MERGE_BACK
P02_G003_E52_A000,P02_G003,P02,M003,807.2439655639018,1422.556482434358,615.3125168704562,E52_7ccd1e182a1b2540fd645bfb,17.826951235448703,2.4191590009326376,2.4191590009326376,429.0509151666868,465.88596358791074,630.2977572539465,0.24168092785315382,0.009166666666666667,0.18801215793263942,0.4388597524524599,2.1211402475475407,0.8628563273586063,447.8438232421875,5.8232421875,5.8232421875,447.8438232421875,575.5438232421875,4727.2331794045995,525.5438232421875,30.0,639.0509151666868,0.0,1,E52_MERGE_BACK
P02_G003_E52_A000,P02_G003,P02,M003,807.2439655639018,1422.556482434358,615.3125168704562,E52_928897c58ab324fea0c4e2a6,3.6249780683375405,1.5883194156787255,1.5883194156787255,531.9728362225934,555.928866496031,695.4103981938848,0.2819677951972939,0.009166666666666667,0.18801215793263942,0.4791466197966,2.0808533802034006,0.8502666813135625,480.1572998046875,192.6849365234375,192.6849365234375,480.1572998046875,607.8572998046875,5215.577986454136,557.8572998046875,30.0,741.9728362225934,0.0,1,E52_MERGE_BACK
P02_G004_E52_A000,P02_G004,P02,M004,714.9294036153034,1480.6790692836205,765.7496656683171,E52_96da4f081c74d8211b4b244f,6.937264214523168,12.47027426673894,6.937264214523168,406.4445801679392,437.368205859671,627.3474061854878,0.23339590098708082,0.009166666666666667,0.23397906450976358,0.4765416321635111,2.0834583678364895,0.8510807399489028,371.08350830078126,0.0,0.0,371.08350830078126,498.78350830078125,4705.105546391158,251.37640380859375,30.0,616.4445801679392,0.0,1,E52_EXISTING_SITE
P02_G005_E52_A000,P02_G005,P02,M006,792.6092964510069,1202.9708623146255,410.3615658636186,E52_beb70ec57fd2d66bf65b827f,13.06551082853818,2.43785423226241,2.43785423226241,429.6587378248194,468.09544538504076,628.6972302883107,0.2418430061920666,0.009166666666666667,0.1253882562361057,0.37639792909483893,2.1836020709051613,0.8823756471578629,461.24049072265626,0.0,0.0,461.24049072265626,588.9404907226562,4715.22922716233,538.9404907226562,30.0,639.6587378248194,0.0,1,E52_EXISTING_SITE
P02_G006_E52_A000,P02_G006,P02,M007,2530.001633700186,2894.2311259847656,364.22949228457946,E52_4d215302190bc5bfb29bf912,9.713639065507849,16.37371485667674,9.713639065507849,307.50969179304633,343.7570581260541,397.53518558804575,0.1656637075427803,0.009166666666666667,0.11129234486473262,0.2861227190741796,2.273877280925821,0.9105866502893188,434.96839599609376,0.0,0.0,434.96839599609376,562.6683959960938,2981.5138919103433,336.56707763671875,30.0,517.5096917930464,0.0,1,E52_EXISTING_SITE
P02_G007_E52_A000,P02_G007,P02,M009,836.8733598094886,1789.3170636205425,952.4437038110539,E52_1ef47ef68c1879e18ddbb164,1.8109249337023954,9.684707827919368,1.8109249337023954,525.9457118932837,556.9823492630754,865.6715995678175,0.30964781577290457,0.009166666666666667,0.2910244650533776,0.6098389474929489,1.9501610525070516,0.8094253289084534,372.4396484375,0.0,0.0,372.4396484375,500.1396484375,6492.536996758631,304.7821350097656,30.0,735.9457118932837,0.0,1,E52_EXISTING_SITE
