atomic_task_id,parent_gap_id,pareto_id,transport_sortie_id,service_start_s,service_end_s,service_duration_s,site_id,min_access_margin_db,backhaul_margin_db,min_twohop_margin_db,outbound_time_s,return_time_s,horizontal_time_s,flight_energy_kwh,setup_energy_kwh,service_energy_kwh,total_energy_kwh,energy_margin_kwh,return_soc,climb_out_m,climb_back_m,desc_out_m,desc_back_m,cruise_alt_m,horizontal_distance_m,max_dem_on_route_m,setup_time_s,earliest_ready_s,required_transport_shift_s,as_is_timing_feasible,candidate_source
P01_G000_E52_A000,P01_G000,P01,M001,809.1614003372633,1952.6735065821129,1143.5121062448495,E52_4513f74e4ba51c209cccc792,7.528195666308719,9.790974506635663,7.528195666308719,548.6050089915749,589.1156759023821,854.1460165183059,0.3160741321008959,0.009166666666666667,0.34940647690814847,0.674647275675711,1.8853527243242896,0.7891727263513403,486.1280029296875,0.0,0.0,486.1280029296875,613.8280029296875,6406.095123887295,391.8226318359375,30.0,758.6050089915749,0.0,1,E52_MERGE_BACK
P01_G001_E52_A000,P01_G001,P01,M002,1171.6403334902727,1230.0988487350032,58.458515244730506,E52_bfffb2993ede6e2e2bd9340b,1.9124442496521539,13.053008949478723,1.9124442496521539,400.85355156655817,436.85476820067277,585.6998033284289,0.22550922551216515,0.009166666666666667,0.017862324102556545,0.25253821628138834,2.307461783718612,0.9210818074120661,432.014599609375,0.0,0.0,432.014599609375,559.714599609375,4392.748524963216,275.29461669921875,30.0,610.8535515665582,0.0,1,E5_REVALIDATED
P01_G001_E52_A000,P01_G001,P01,M002,1171.6403334902727,1230.0988487350032,58.458515244730506,E52_50c718ca7f326f764494c89d,1.9034872651250652,13.080943299176411,1.9034872651250652,350.85355156655817,370.1881015340061,585.6998033284289,0.20772710552759727,0.009166666666666667,0.017862324102556545,0.23475609629682048,2.3252439037031802,0.9266387199072436,232.014599609375,0.0,0.0,232.014599609375,359.714599609375,4392.748524963216,275.29461669921875,30.0,560.8535515665582,0.0,1,E5_REVALIDATED
P01_G001_E52_A000,P01_G001,P01,M002,1171.6403334902727,1230.0988487350032,58.458515244730506,E52_b6789310c1ab16898a769b78,1.6723371312954924,2.625622464396969,1.6723371312954924,372.38145547243056,389.4038741939475,617.4514627840539,0.21924054354678854,0.009166666666666667,0.017862324102556545,0.24626953431601173,2.3137304656839888,0.9230407705262463,225.84925537109376,21.580230712890625,21.580230712890625,225.84925537109376,353.54925537109375,4630.885970880404,303.54925537109375,30.0,582.3814554724306,0.0,1,E5_REVALIDATED
P01_G002_E52_A000,P01_G002,P01,M002,1248.1641088511385,1644.057325684367,395.8932168332285,E52_c10a50247c57c0340b451298,23.058866510073486,3.1495087650690863,3.1495087650690863,410.4813485396202,450.8988478275434,578.4577013517014,0.22790762835174688,0.009166666666666667,0.12096737181015317,0.3580416668285667,2.201958333171434,0.8881119791160729,485.00999145507814,0.0,0.0,485.00999145507814,612.7099914550781,4338.432760137761,515.4917602539062,30.0,620.4813485396203,0.0,1,E52_EXISTING_SITE
P01_G003_E52_A000,P01_G003,P01,M003,807.2439655639018,1422.556482434358,615.3125168704562,E52_7ccd1e182a1b2540fd645bfb,17.826951235448703,2.4191590009326376,2.4191590009326376,429.0509151666868,465.88596358791074,630.2977572539465,0.24168092785315382,0.009166666666666667,0.18801215793263942,0.4388597524524599,2.1211402475475407,0.8628563273586063,447.8438232421875,5.8232421875,5.8232421875,447.8438232421875,575.5438232421875,4727.2331794045995,525.5438232421875,30.0,639.0509151666868,0.0,1,E52_NEW_GRID_120M
P01_G004_E52_A000,P01_G004,P01,M004,684.9294036153034,1420.6790692836205,735.7496656683171,E52_96da4f081c74d8211b4b244f,6.937264214523168,12.47027426673894,6.937264214523168,406.4445801679392,437.368205859671,627.3474061854878,0.23339590098708082,0.009166666666666667,0.22481239784309692,0.46737496549684443,2.092625034503156,0.8539453232822362,371.08350830078126,0.0,0.0,371.08350830078126,498.78350830078125,4705.105546391158,251.37640380859375,30.0,616.4445801679392,0.0,1,E52_EXISTING_SITE
P01_G005_E52_A000,P01_G005,P01,M006,792.6092964510069,1202.9708623146255,410.3615658636186,E52_beb70ec57fd2d66bf65b827f,13.06551082853818,2.43785423226241,2.43785423226241,429.6587378248194,468.09544538504076,628.6972302883107,0.2418430061920666,0.009166666666666667,0.1253882562361057,0.37639792909483893,2.1836020709051613,0.8823756471578629,461.24049072265626,0.0,0.0,461.24049072265626,588.9404907226562,4715.22922716233,538.9404907226562,30.0,639.6587378248194,0.0,1,E52_MERGE_BACK
P01_G006_E52_A000,P01_G006,P01,M007,2470.001633700186,2834.2311259847656,364.22949228457946,E52_4d215302190bc5bfb29bf912,9.713639065507849,16.37371485667674,9.713639065507849,307.50969179304633,343.7570581260541,397.53518558804575,0.1656637075427803,0.009166666666666667,0.11129234486473262,0.2861227190741796,2.273877280925821,0.9105866502893188,434.96839599609376,0.0,0.0,434.96839599609376,562.6683959960938,2981.5138919103433,336.56707763671875,30.0,517.5096917930464,0.0,1,E52_EXISTING_SITE
P01_G007_E52_A000,P01_G007,P01,M009,836.8733598094886,1789.3170636205425,952.4437038110539,E52_1ef47ef68c1879e18ddbb164,1.8109249337023954,9.684707827919368,1.8109249337023954,525.9457118932837,556.9823492630754,865.6715995678175,0.30964781577290457,0.009166666666666667,0.2910244650533776,0.6098389474929489,1.9501610525070516,0.8094253289084534,372.4396484375,0.0,0.0,372.4396484375,500.1396484375,6492.536996758631,304.7821350097656,30.0,735.9457118932837,0.0,1,E52_NEW_GRID_120M
P01_G008_E52_A000,P01_G008,P01,M010,3872.674419072423,4713.107651000835,840.4332319284122,E52_dd12fb0cc4aee52816704b73,9.266012342456989,0.5498680641518376,0.5498680641518376,547.6210002825783,600.0718247658139,780.5370536657424,0.3052994367315811,0.009166666666666667,0.25679904308923707,0.5712651464874848,1.9887348535125158,0.821479641722661,629.4098937988281,0.0,0.0,629.4098937988281,757.1098937988281,5854.027902493068,543.108642578125,30.0,757.6210002825783,0.0,1,E5_REVALIDATED
P01_G009_E52_A000,P01_G009,P01,M011,4024.207411890528,4649.44256917851,625.235157287982,E52_b677873645e212a13901ede2,1.2512697614083237,9.230718628911887,1.2512697614083237,575.9444140089429,616.0268887810784,911.3939793850733,0.3339048259552679,0.009166666666666667,0.19104407583799451,0.534115568459929,2.0258844315400717,0.8330888848562722,480.989697265625,0.0,0.0,480.989697265625,608.689697265625,6835.45484538805,390.4056396484375,30.0,785.9444140089429,0.0,1,E52_EXISTING_SITE
P01_G010_E52_A000,P01_G010,P01,M012,5926.649201997334,6514.065806111112,587.4166041137778,E52_b8aeee13ee5f313ffdb298e7,8.471019933434604,0.32052137756616617,0.32052137756616617,550.9628084392909,600.9445446860357,802.0351993981131,0.309532562555218,0.009166666666666667,0.17948840681254322,0.49818763603442784,2.0618123639655725,0.8443163637392413,599.7808349609375,0.0,0.0,599.7808349609375,727.4808349609375,6015.263995485849,485.42230224609375,30.0,760.9628084392909,0.0,1,E5_REVALIDATED
P01_G010_E52_A000,P01_G010,P01,M012,5926.649201997334,6514.065806111112,587.4166041137778,E52_60b0dc656c777ee2cc2279b1,8.341150270762157,0.21315146591224732,0.21315146591224732,563.4362729251038,615.9641949832094,811.705013501575,0.3153381258454166,0.009166666666666667,0.17948840681254322,0.5039931993246265,2.056006800675374,0.8425021252110543,630.3350646972656,0.0,0.0,630.3350646972656,758.0350646972656,6087.787601261813,495.9024353027344,30.0,773.4362729251038,0.0,1,E5_REVALIDATED
P01_G011_E52_A000,P01_G011,P01,M013,745.855314875907,1292.9711443375293,547.1158294616223,E52_a77602565c04dca5831f9b7a,7.81446751050494,15.758600383852013,7.81446751050494,295.3505394617105,322.31471665694164,428.9160157520343,0.16578365241547813,0.009166666666666667,0.1671742812243846,0.34212460030652936,2.217875399693471,0.8930860624042096,323.57012634277345,0.0,0.0,323.57012634277345,451.27012634277344,3216.870118140257,284.58648681640625,30.0,505.3505394617105,0.0,1,E5_REVALIDATED
P01_G011_E52_A000,P01_G011,P01,M013,745.855314875907,1292.9711443375293,547.1158294616223,E52_c76d93c5902d0dc017f7065c,7.454794546037789,16.05706218628906,7.454794546037789,260.86241804033426,278.57034040361555,415.47730190098105,0.1516149798935124,0.009166666666666667,0.1671742812243846,0.32795592778456367,2.232044072215437,0.8975137725673239,212.495068359375,0.0,0.0,212.495068359375,340.195068359375,3116.079764257358,277.91845703125,30.0,470.86241804033426,0.0,1,E5_REVALIDATED
P01_G012_E52_A000,P01_G012,P01,M014,5839.683303059287,5860.626357918082,20.94305485879522,E52_06eb0baa948af7ff52881bcf,6.231702511254468,16.258674653736037,6.231702511254468,296.7597053393259,328.36499963050426,403.88764493158146,0.16274021246714285,0.009166666666666667,0.006399266762409652,0.17830614589621915,2.3816938541037813,0.9442793294074315,379.26353149414064,0.0,0.0,379.26353149414064,506.9635314941406,3029.157336986861,306.9635314941406,30.0,506.7597053393259,0.0,1,E5_REVALIDATED
P01_G012_E52_A000,P01_G012,P01,M014,5839.683303059287,5860.626357918082,20.94305485879522,E52_74b3fb0a4920873efc33101b,5.991923300187651,6.525083879148042,5.991923300187651,262.62709924858126,284.6552425591281,393.08533863388124,0.14907135286228057,0.009166666666666667,0.006399266762409652,0.16463728629135688,2.3953627137086437,0.948550848033951,264.3377197265625,0.0,0.0,264.3377197265625,392.0377197265625,2948.1400397541092,295.61395263671875,30.0,472.62709924858126,0.0,1,E5_REVALIDATED
P01_G012_E52_A000,P01_G012,P01,M014,5839.683303059287,5860.626357918082,20.94305485879522,E52_47db2d0d55c92154c779a4c9,5.962940531927728,16.45726286038159,5.962940531927728,312.62709924858126,351.3219092257948,393.08533863388124,0.16685347284684848,0.009166666666666667,0.006399266762409652,0.1824194062759248,2.3775805937240757,0.9429939355387735,464.3377197265625,0.0,0.0,464.3377197265625,592.0377197265625,2948.1400397541092,295.61395263671875,30.0,522.6270992485813,0.0,1,E5_REVALIDATED
P01_G013_E52_A000,P01_G013,P01,M014,5872.5938178373935,6279.687923850976,407.09410601358286,E52_b6789310c1ab16898a769b78,15.706200065217104,2.625622464396969,2.625622464396969,372.38145547243056,389.4038741939475,617.4514627840539,0.21924054354678854,0.009166666666666667,0.12438986572637256,0.3527970759398278,2.207202924060173,0.8897509137688038,225.84925537109376,21.580230712890625,21.580230712890625,225.84925537109376,353.54925537109375,4630.885970880404,303.54925537109375,30.0,582.3814554724306,0.0,1,E52_EXISTING_SITE
P01_G014_E52_A000,P01_G014,P01,M014,6291.655383770287,6312.598438629082,20.94305485879522,E52_d22cbe82615c6d2ee0ebf49f,7.864233650677548,15.758568264926964,7.864233650677548,318.17309843891866,352.9726015110215,427.5491784452201,0.1737067461230003,0.009166666666666667,0.006399266762409652,0.1892726795520766,2.370727320447924,0.9408522876399761,417.5940368652344,0.0,0.0,417.5940368652344,545.2940368652344,3206.618838339151,335.390380859375,30.0,528.1730984389187,0.0,1,E5_REVALIDATED
P01_G014_E52_A000,P01_G014,P01,M014,6291.655383770287,6312.598438629082,20.94305485879522,E52_ea76d341ab82f2ebc1fa1efe,7.601570141040625,6.056283714240493,6.056283714240493,275.41177480357015,298.05716156301025,414.95122905049965,0.15671484390277482,0.009166666666666667,0.006399266762409652,0.17228077733185113,2.3877192226681494,0.9461622570837965,271.74464111328126,0.0,0.0,271.74464111328126,399.44464111328125,3112.134217878747,325.15069580078125,30.0,485.41177480357015,0.0,1,E5_REVALIDATED
P01_G014_E52_A000,P01_G014,P01,M014,6291.655383770287,6312.598438629082,20.94305485879522,E52_de2c36302e014a6d0284c896,7.557781310666783,15.994052628622484,7.557781310666783,325.41177480357015,364.7238282296769,414.95122905049965,0.1744969638873427,0.009166666666666667,0.006399266762409652,0.190062897316419,2.3699371026835814,0.9406053445886191,471.74464111328126,0.0,0.0,471.74464111328126,599.4446411132812,3112.134217878747,325.15069580078125,30.0,535.4117748035701,0.0,1,E5_REVALIDATED
P01_G015_E52_A000,P01_G015,P01,M017,3016.7251051508374,3953.383813177553,936.6587080267154,E52_96da4f081c74d8211b4b244f,6.937264214523168,12.47027426673894,6.937264214523168,406.4445801679392,437.368205859671,627.3474061854878,0.23339590098708082,0.009166666666666667,0.28620127189705197,0.5287638395507994,2.0312361604492013,0.8347613001403752,371.08350830078126,0.0,0.0,371.08350830078126,498.78350830078125,4705.105546391158,251.37640380859375,30.0,616.4445801679392,0.0,1,E52_EXISTING_SITE
P01_G016_E52_A000,P01_G016,P01,M019,5189.593339776678,6185.514573210624,995.9212334339463,E52_c117f06f984d58b2275e6c48,9.501200509022283,0.365836005255062,0.365836005255062,533.3106765870443,577.980769869108,798.6007934817058,0.30276832431446593,0.009166666666666667,0.3043092657714836,0.6162442567526162,1.9437557432473844,0.8074236697648074,536.0411193847656,0.0,0.0,536.0411193847656,663.7411193847656,5989.505951112793,425.30462646484375,30.0,743.3106765870443,0.0,1,E52_EXISTING_SITE
P01_G017_E52_A000,P01_G017,P01,M020,2502.56368944498,2923.5285106228607,420.9648211778808,E52_e0cd6bab1a22c4530d9a254c,0.9640367798385512,6.471069764274475,0.9640367798385512,260.0402116809159,280.7669201566646,395.72017250733956,0.14852449968212222,0.009166666666666667,0.12862813980435248,0.2863193061531414,2.2736806938468592,0.9105252168271434,248.7205017089844,0.0,0.0,248.7205017089844,376.4205017089844,2967.901293805047,326.4205017089844,30.0,470.0402116809159,0.0,1,E5_REVALIDATED
P01_G017_E52_A000,P01_G017,P01,M020,2502.56368944498,2923.5285106228607,420.9648211778808,E52_afb1e3673ff3adbe9c45b8fc,0.7145260575741048,6.956106286850726,0.7145260575741048,250.21040235058808,271.27175132926646,374.0527108291059,0.1419599864782851,0.009166666666666667,0.12862813980435248,0.2797547929493042,2.2802452070506964,0.9125766272033424,252.73618774414064,0.0,0.0,252.73618774414064,380.4361877441406,2805.395331218294,291.6474609375,30.0,460.2104023505881,0.0,1,E5_REVALIDATED
P01_G017_E52_A000,P01_G017,P01,M020,2502.56368944498,2923.5285106228607,420.9648211778808,E52_f2fabdd802684ffd17ed2273,0.6936377613534717,16.925225818485302,0.6936377613534717,275.2104023505881,304.60508466259984,374.0527108291059,0.15085104647056902,0.009166666666666667,0.12862813980435248,0.2886458529415882,2.271354147058412,0.9097981709557537,352.73618774414064,0.0,0.0,352.73618774414064,480.4361877441406,2805.395331218294,291.6474609375,30.0,485.2104023505881,0.0,1,E5_REVALIDATED
P01_G018_E52_A000,P01_G018,P01,M021,5315.624044076422,6083.182395741032,767.5583516646102,E52_b677873645e212a13901ede2,1.2512697614083237,9.230718628911887,1.2512697614083237,575.9444140089429,616.0268887810784,911.3939793850733,0.3339048259552679,0.009166666666666667,0.23453171856418648,0.577603211186121,1.9823967888138796,0.8194989965043372,480.989697265625,0.0,0.0,480.989697265625,608.689697265625,6835.45484538805,390.4056396484375,30.0,785.9444140089429,0.0,1,E52_EXISTING_SITE
P01_G019_E52_A000,P01_G019,P01,M022,7355.713579944701,7376.656634803497,20.94305485879522,E52_b60e4d2a4cdcd5801a5d757f,7.482025772350141,16.480566458341656,7.482025772350141,308.26023760270465,345.626388522301,392.32356968783114,0.16519254750221457,0.009166666666666667,0.006399266762409652,0.18075848093129088,2.3792415190687097,0.9435129747089716,448.39381103515626,0.0,0.0,448.39381103515626,576.0938110351562,2942.4267726587336,326.2397766113281,30.0,518.2602376027046,0.0,1,E5_REVALIDATED
P01_G019_E52_A000,P01_G019,P01,M022,7355.713579944701,7376.656634803497,20.94305485879522,E52_326bd9096774308657b14836,7.2143663517743875,6.820761438549596,6.820761438549596,254.20783025924425,275.6237299174474,379.92026256926977,0.1442126230476059,0.009166666666666667,0.006399266762409652,0.1597785564766822,2.4002214435233182,0.9500692011010368,256.9907958984375,0.0,0.0,256.9907958984375,384.6907958984375,2849.4019692695233,334.6907958984375,30.0,464.20783025924425,0.0,1,E5_REVALIDATED
P01_G019_E52_A000,P01_G019,P01,M022,7355.713579944701,7376.656634803497,20.94305485879522,E52_c0294c7ff44d44fc4ede8d97,7.161390638552078,16.7256600789149,7.161390638552078,316.70783025924425,358.9570632507807,379.92026256926977,0.16644027302831577,0.009166666666666667,0.006399266762409652,0.18200620645739207,2.3779937935426085,0.943123060482065,506.9907958984375,0.0,0.0,506.9907958984375,634.6907958984375,2849.4019692695233,334.6907958984375,30.0,526.7078302592442,0.0,1,E5_REVALIDATED
P01_G020_E52_A000,P01_G020,P01,M022,7388.624094722808,7931.620015515035,542.9959207922275,E52_515a3b7c8d98426ee13f2b4e,7.786538932173912,17.07508762021844,7.786538932173912,242.68536134104386,262.0561394884234,369.14605379781034,0.13858886614696947,0.009166666666666667,0.1659154202420695,0.31367095305570564,2.246329046944295,0.901977827170092,232.4493377685547,0.0,0.0,232.4493377685547,360.1493377685547,2768.5954034835777,210.1493377685547,30.0,452.68536134104386,0.0,1,E5_REVALIDATED
P01_G020_E52_A000,P01_G020,P01,M022,7388.624094722808,7931.620015515035,542.9959207922275,E52_4cf0fac9feb721651efb2830,6.998212924039663,17.82597875173802,6.998212924039663,242.69354898018014,267.32891198677197,337.5749199208095,0.13412057160327687,0.009166666666666667,0.1659154202420695,0.309202658512013,2.2507973414879876,0.9033741692149959,295.6243560791016,0.0,0.0,295.6243560791016,423.32435607910156,2531.8118994060715,217.31182861328125,30.0,452.69354898018014,0.0,1,E5_REVALIDATED
P01_G021_E52_A000,P01_G021,P01,M022,7943.587475434347,7964.530530293142,20.94305485879522,E52_73baea82bbbffa2db9d7426a,7.930725203801643,5.711384152670419,5.711384152670419,297.3854850658978,324.64222792478455,431.2305129784753,0.16683515196021612,0.009166666666666667,0.006399266762409652,0.18240108538929242,2.377598914610708,0.9429996608158461,327.08091430664064,0.0,0.0,327.08091430664064,454.7809143066406,3234.2288473385647,335.390380859375,30.0,507.3854850658978,0.0,1,E5_REVALIDATED
P01_G021_E52_A000,P01_G021,P01,M022,7943.587475434347,7964.530530293142,20.94305485879522,E52_e0325aad0b87e7c07e10fc2c,7.650664883183566,5.987785159048158,5.987785159048158,275.1983248954777,294.96932963587483,418.60161500091635,0.15682137892336617,0.009166666666666667,0.006399266762409652,0.17238731235244248,2.387612687647558,0.9461289648898618,248.53977661132814,11.2877197265625,11.2877197265625,248.53977661132814,376.2397766113281,3139.5121125068727,326.2397766113281,30.0,485.1983248954777,0.0,1,E5_REVALIDATED
P01_G021_E52_A000,P01_G021,P01,M022,7943.587475434347,7964.530530293142,20.94305485879522,E52_27bf01e9e990859ae5993708,7.615172407993995,15.932490639468014,7.615172407993995,318.6138217216496,355.0514931287134,418.60161500091635,0.17259630304263499,0.009166666666666667,0.006399266762409652,0.1881622364717113,2.3718377635282892,0.9411993011025902,437.25205688476564,0.0,0.0,437.25205688476564,564.9520568847656,3139.5121125068727,326.2397766113281,30.0,528.6138217216496,0.0,1,E5_REVALIDATED
P01_G022_E52_A000,P01_G022,P01,M023,7356.969893492841,7709.584504744934,352.6146112520928,E52_beb70ec57fd2d66bf65b827f,13.06551082853818,2.43785423226241,2.43785423226241,429.6587378248194,468.09544538504076,628.6972302883107,0.2418430061920666,0.009166666666666667,0.10774335343813948,0.3587530262968728,2.2012469737031277,0.8878896792822273,461.24049072265626,0.0,0.0,461.24049072265626,588.9404907226562,4715.22922716233,538.9404907226562,30.0,639.6587378248194,0.0,1,E52_EXISTING_SITE
P01_G023_E52_A000,P01_G023,P01,M024,7641.816884597319,8377.74452427877,735.9276396814521,E52_4513f74e4ba51c209cccc792,8.067504058101264,9.790974506635663,8.067504058101264,548.6050089915749,589.1156759023821,854.1460165183059,0.3160741321008959,0.009166666666666667,0.2248667787915548,0.5501075775591173,2.009892422440883,0.8280913820127759,486.1280029296875,0.0,0.0,486.1280029296875,613.8280029296875,6406.095123887295,391.8226318359375,30.0,758.6050089915749,0.0,1,E52_MERGE_BACK
P01_G024_E52_A000,P01_G024,P01,M025,3173.532039958184,3564.4968611360646,390.96482117788037,E52_c10a50247c57c0340b451298,23.058866510073486,3.1495087650690863,3.1495087650690863,410.4813485396202,450.8988478275434,578.4577013517014,0.22790762835174688,0.009166666666666667,0.11946147313768568,0.3565357681560992,2.2034642318439013,0.888582572451219,485.00999145507814,0.0,0.0,485.00999145507814,612.7099914550781,4338.432760137761,515.4917602539062,30.0,620.4813485396203,0.0,1,E52_EXISTING_SITE
P01_G025_E52_A000,P01_G025,P01,M027,9404.165880707087,9863.132118088237,458.96623738114977,E52_a3836b1674b2d70f748125c1,4.727952780481857,18.388582284998307,4.727952780481857,238.77143733771516,265.74771093797557,315.68523307386783,0.1296256139323784,0.009166666666666667,0.14023968364424022,0.27903196424328525,2.2809680357567155,0.9128025111739734,323.715283203125,0.0,0.0,323.715283203125,451.415283203125,2367.639248054009,217.29420471191406,30.0,448.77143733771516,0.0,1,E52_MERGE_BACK
P01_G025_E52_A000,P01_G025,P01,M027,9404.165880707087,9863.132118088237,458.96623738114977,E52_44ed69e1d99dc074a7941a18,4.524182138291295,8.900383690419545,4.524182138291295,188.27556058823757,199.0276355292369,299.7078152072368,0.1090911242968749,0.009166666666666667,0.14023968364424022,0.2584974746077818,2.301502525392219,0.9192195391850682,139.59420471191407,10.569305419921875,10.569305419921875,139.59420471191407,267.29420471191406,2247.808614054276,217.29420471191406,30.0,398.27556058823757,0.0,1,E52_MERGE_BACK
P01_G025_E52_A000,P01_G025,P01,M027,9404.165880707087,9863.132118088237,458.96623738114977,E52_7547086a1218012670f76a62,13.896729151661106,2.277872015791573,2.277872015791573,370.7957901832663,387.27013608984186,642.7455049270795,0.2228984084752749,0.009166666666666667,0.14023968364424022,0.37230475878618174,2.187695241213819,0.8836547628793182,197.69215087890626,0.0,0.0,197.69215087890626,325.39215087890625,4820.591286953097,275.39215087890625,30.0,580.7957901832663,0.0,1,E52_MERGE_BACK
P02_G000_E52_A000,P02_G000,P02,M001,843.9498147315915,1236.3135481153586,392.3637333837671,E52_c10a50247c57c0340b451298,23.32957722616146,3.1495087650690863,3.1495087650690863,410.4813485396202,450.8988478275434,578.4577013517014,0.22790762835174688,0.009166666666666667,0.11988891853392884,0.3569632135523424,2.203036786447658,0.888448995764893,485.00999145507814,0.0,0.0,485.00999145507814,612.7099914550781,4338.432760137761,515.4917602539062,30.0,620.4813485396203,0.0,1,E52_MERGE_BACK
