pareto_id,sortie_id,uav_id,time,phase,x,y,z,distance_to_G01,los,L_fspl,L_path,L_max,M_C,M_C_LOS,direct_available
P02,M001,U01,460.31513043027934,cruise,318686.2012849663,2545556.1393078705,395.9181185635654,248.21811856356538,1,87.95089442301253,87.95089442301253,122.0,34.04910557698747,34.04910557698747,1
P02,M001,U01,460.6064281116832,cruise,318686.2012849663,2545556.1393078705,400.8829206986861,253.18292069868613,1,88.12291294514367,88.12291294514367,122.0,33.87708705485633,33.87708705485633,1
P02,M001,U01,460.8977257930871,cruise,318686.2012849663,2545556.1393078705,405.84772283380687,258.1477228338069,1,88.2915908024839,88.2915908024839,122.0,33.708409197516104,33.708409197516104,1
P02,M001,U01,461.189023474491,cruise,318686.2012849663,2545556.1393078705,410.8125249689276,263.11252496892763,1,88.45705528096481,88.45705528096481,122.0,33.54294471903519,33.54294471903519,1
P02,M001,U01,461.4803211558949,cruise,318686.2012849663,2545556.1393078705,415.77732710404837,268.0773271040484,1,88.61942652754234,88.61942652754234,122.0,33.380573472457655,33.380573472457655,1
P02,M001,U01,461.7716188372988,cruise,318686.2012849663,2545556.1393078705,420.7421292391691,273.0421292391691,1,88.77881807427724,88.77881807427724,122.0,33.22118192572276,33.22118192572276,1
P02,M001,U01,462.06291651870265,cruise,318686.2012849663,2545556.1393078705,425.7069313742898,278.0069313742898,1,88.93533731518927,88.93533731518927,122.0,33.06466268481073,33.06466268481073,1
P02,M001,U01,462.3542142001065,cruise,318686.2012849663,2545556.1393078705,430.67173350941056,282.97173350941057,1,89.08908594090175,89.08908594090175,122.0,32.910914059098246,32.910914059098246,1
P02,M001,U01,462.6455118815104,cruise,318686.2012849663,2545556.1393078705,435.6365356445313,287.9365356445313,1,89.2401603354819,89.2401603354819,122.0,32.7598396645181,32.7598396645181,1
P02,M001,U01,896.2904370069793,cruise,318488.4830992104,2550833.078209432,326.410888671875,5283.664848712454,0,114.51293007072363,124.51293007072363,122.0,-2.512930070723627,7.487069929276373,0
P02,M001,U01,896.2904370069793,descent,318488.4830992104,2550833.078209432,326.410888671875,5283.664848712454,0,114.51293007072363,124.51293007072363,122.0,-2.512930070723627,7.487069929276373,0
P02,M001,U01,896.3087204749402,descent,318498.9704146921,2550822.391612588,326.9081480333421,5272.6259393253795,0,114.4947640717878,124.4947640717878,122.0,-2.494764071787799,7.505235928212201,0
P02,M001,U01,896.327003942901,descent,318509.4577301739,2550811.705015744,327.40540739480923,5261.606525328936,0,114.47659218331249,124.47659218331249,122.0,-2.4765921833124906,7.523407816687509,0
P02,M001,U01,896.3452874108617,descent,318519.9450456556,2550801.0184189007,327.90266675627635,5250.606729468141,0,114.45841465105684,124.45841465105684,122.0,-2.4584146510568416,7.541585348943158,0
P02,M001,U01,896.3635708788225,descent,318530.43236113735,2550790.331822057,328.39992611774346,5239.6266752978945,0,114.44023172415875,124.44023172415875,122.0,-2.4402317241587497,7.55976827584125,0
P02,M001,U01,896.3818543467834,descent,318540.91967661906,2550779.645225213,328.8971854792106,5228.666487189675,0,114.42204365517213,124.42204365517213,122.0,-2.422043655172132,7.577956344827868,0
P02,M001,U01,896.4001378147442,descent,318551.4069921008,2550768.958628369,329.3944448406777,5217.726290333512,0,114.40385070009653,124.40385070009653,122.0,-2.403850700096527,7.596149299903473,0
P02,M001,U01,896.418421282705,descent,318561.8943075825,2550758.272031525,329.8917042021448,5206.806210742302,0,114.38565311841072,124.38565311841072,122.0,-2.3856531184107155,7.6143468815892845,0
P02,M001,U01,896.4367047506659,descent,318572.3816230643,2550747.5854346817,330.38896356361187,5195.906375256055,0,114.36745117310645,124.36745117310645,122.0,-2.3674511731064456,7.632548826893554,0
P02,M001,U01,896.4549882186266,descent,318582.868938546,2550736.898837838,330.886222925079,5185.026911543812,0,114.34924513071844,124.34924513071844,122.0,-2.349245130718444,7.650754869281556,0
P02,M001,U01,896.4732716865874,descent,318593.35625402775,2550726.212240994,331.3834822865461,5174.167948110167,0,114.3310352613622,124.3310352613622,122.0,-2.331035261362203,7.668964738637797,0
P02,M001,U01,896.4915551545482,descent,318603.84356950945,2550715.52564415,331.8807416480132,5163.329614297114,0,114.31282183876415,124.31282183876415,122.0,-2.312821838764151,7.687178161235849,0
P02,M001,U01,896.509838622509,descent,318614.33088499116,2550704.839047306,332.37800100948033,5152.51204028817,0,114.29460514029586,124.29460514029586,122.0,-2.2946051402958574,7.705394859704143,0
P02,M001,U01,896.5281220904699,descent,318624.8182004729,2550694.152450463,332.87526037094744,5141.715357112478,0,114.27638544700824,124.27638544700824,122.0,-2.276385447008238,7.723614552991762,0
P02,M001,U01,896.5464055584306,descent,318635.3055159546,2550683.465853619,333.37251973241456,5130.939696646535,0,114.25816304366197,124.25816304366197,122.0,-2.258163043661966,7.741836956338034,0
P02,M001,U01,896.5646890263914,descent,318645.7928314364,2550672.779256775,333.8697790938817,5120.185191620528,0,114.23993821876584,124.23993821876584,122.0,-2.239938218765843,7.760061781234157,0
P02,M001,U01,896.5829724943522,descent,318656.2801469181,2550662.092659931,334.3670384553488,5109.451975619991,0,114.2217112646073,124.2217112646073,122.0,-2.2217112646072934,7.778288735392707,0
P02,M001,U01,896.6012559623131,descent,318666.76746239985,2550651.4060630873,334.8642978168159,5098.740183089729,0,114.20348247728698,124.20348247728698,122.0,-2.2034824772869825,7.7965175227130175,0
P02,M001,U01,896.6195394302739,descent,318677.25477788155,2550640.719466244,335.361557178283,5088.049949337709,0,114.18525215675335,124.18525215675335,122.0,-2.18525215675335,7.81474784324665,0
P02,M001,U01,896.6378228982346,descent,318687.7420933633,2550630.0328694,335.85881653975014,5077.3814105365645,0,114.16702060683336,124.16702060683336,122.0,-2.1670206068333613,7.832979393166639,0
P02,M001,U01,896.6561063661954,descent,318698.229408845,2550619.346272556,336.35607590121725,5066.734703729718,0,114.14878813527113,124.14878813527113,122.0,-2.1487881352711327,7.851211864728867,0
P02,M001,U01,896.6743898341563,descent,318708.7167243268,2550608.659675712,336.85333526268437,5056.109966832786,0,114.13055505375871,124.13055505375871,122.0,-2.1305550537587123,7.869444946241288,0
P02,M001,U01,896.6926733021171,descent,318719.2040398085,2550597.9730788684,337.3505946241514,5045.507338637274,0,114.11232167797083,124.11232167797083,122.0,-2.112321677970826,7.887678322029174,0
P02,M001,U01,896.7109567700779,descent,318729.69135529024,2550587.286482025,337.84785398561854,5034.9269588142,0,114.09408832759969,124.09408832759969,122.0,-2.0940883275996924,7.905911672400308,0
