pareto_id,sortie_id,uav_id,time,phase,x,y,z,distance_to_G01,los,L_fspl,L_path,L_max,M_C,M_C_LOS,direct_available
P03,M001,U01,390.0,takeoff,318686.2012849663,2545556.1393078705,127.7,19.999999999999986,1,66.07482474751174,66.07482474751174,122.0,55.92517525248826,55.92517525248826,1
P03,M001,U01,391.6646832878207,takeoff,318686.2012849663,2545556.1393078705,132.6940498634621,15.005950136537876,1,63.5794948141101,63.5794948141101,122.0,58.4205051858899,58.4205051858899,1
P03,M001,U01,393.3293665756414,takeoff,318686.2012849663,2545556.1393078705,137.68809972692418,10.01190027307581,1,60.06455513464065,60.06455513464065,122.0,61.93544486535935,61.93544486535935,1
P03,M001,U01,394.9940498634621,takeoff,318686.2012849663,2545556.1393078705,142.6821495903863,5.017850409613686,1,54.06457903698575,54.06457903698575,122.0,67.93542096301425,67.93542096301425,1
P03,M001,U01,396.6587331512828,takeoff,318686.2012849663,2545556.1393078705,147.67619945384837,0.023800546151619528,1,7.5859632929364835,7.5859632929364835,122.0,114.41403670706352,114.41403670706352,1
P03,M001,U01,398.3234164391035,takeoff,318686.2012849663,2545556.1393078705,152.6702493173105,4.970249317310504,1,53.9817883208362,53.9817883208362,122.0,68.0182116791638,68.0182116791638,1
P03,M001,U01,399.9880997269242,takeoff,318686.2012849663,2545556.1393078705,157.66429918077256,9.96429918077257,1,60.02316001161778,60.02316001161778,122.0,61.97683998838222,61.97683998838222,1
P03,M001,U01,401.6527830147449,takeoff,318686.2012849663,2545556.1393078705,162.65834904423468,14.958349044234694,1,63.55189809444662,63.55189809444662,122.0,58.44810190555338,58.44810190555338,1
P03,M001,U01,403.3174663025656,takeoff,318686.2012849663,2545556.1393078705,167.65239890769675,19.95239890769676,1,66.05412721538143,66.05412721538143,122.0,55.94587278461857,55.94587278461857,1
P03,M001,U01,404.98214959038626,takeoff,318686.2012849663,2545556.1393078705,172.64644877115887,24.946448771158884,1,67.99439944956512,67.99439944956512,122.0,54.00560055043488,54.00560055043488,1
P03,M001,U01,406.64683287820696,takeoff,318686.2012849663,2545556.1393078705,177.64049863462094,29.94049863462095,1,69.57940541199542,69.57940541199542,122.0,52.420594588004576,52.420594588004576,1
P03,M001,U01,408.3115161660277,takeoff,318686.2012849663,2545556.1393078705,182.63454849808306,34.934548498083075,1,70.91932752838474,70.91932752838474,122.0,51.08067247161526,51.08067247161526,1
