atomic_task_id,parent_gap_id,pareto_id,transport_sortie_id,service_start_s,service_end_s,service_duration_s,candidate_count,source,candidate_set_complete,generation_mode
P01_G012_E52_A000,P01_G012,P01,M014,5839.683303059287,5860.626357918082,20.94305485879522,3,E5_REVALIDATED,False,LAZY_FEASIBILITY_FIRST
P01_G013_E52_A000,P01_G013,P01,M014,5872.5938178373935,6279.687923850976,407.09410601358286,1,E52_EXISTING_SITE,False,LAZY_FEASIBILITY_FIRST
P01_G014_E52_A000,P01_G014,P01,M014,6291.655383770287,6312.598438629082,20.94305485879522,3,E5_REVALIDATED,False,LAZY_FEASIBILITY_FIRST
P01_G015_E52_A000,P01_G015,P01,M017,3016.7251051508374,3953.383813177553,936.6587080267154,1,E52_EXISTING_SITE,False,LAZY_FEASIBILITY_FIRST
P01_G016_E52_A000,P01_G016,P01,M019,5189.593339776678,6185.514573210624,995.9212334339463,1,E52_EXISTING_SITE,False,LAZY_FEASIBILITY_FIRST
P01_G017_E52_A000,P01_G017,P01,M020,2502.56368944498,2923.5285106228607,420.9648211778808,3,E5_REVALIDATED,False,LAZY_FEASIBILITY_FIRST
P01_G018_E52_A000,P01_G018,P01,M021,5315.624044076422,6083.182395741032,767.5583516646102,1,E52_EXISTING_SITE,False,LAZY_FEASIBILITY_FIRST
P01_G019_E52_A000,P01_G019,P01,M022,7355.713579944701,7376.656634803497,20.94305485879522,3,E5_REVALIDATED,False,LAZY_FEASIBILITY_FIRST
P01_G020_E52_A000,P01_G020,P01,M022,7388.624094722808,7931.620015515035,542.9959207922275,2,E5_REVALIDATED,False,LAZY_FEASIBILITY_FIRST
P01_G021_E52_A000,P01_G021,P01,M022,7943.587475434347,7964.530530293142,20.94305485879522,3,E5_REVALIDATED,False,LAZY_FEASIBILITY_FIRST
P01_G022_E52_A000,P01_G022,P01,M023,7356.969893492841,7709.584504744934,352.6146112520928,1,E52_EXISTING_SITE,False,LAZY_FEASIBILITY_FIRST
P01_G023_E52_A000,P01_G023,P01,M024,7641.816884597319,8377.74452427877,735.9276396814521,1,E52_MERGE_BACK,False,LAZY_FEASIBILITY_FIRST
P01_G024_E52_A000,P01_G024,P01,M025,3173.532039958184,3564.4968611360646,390.96482117788037,1,E52_EXISTING_SITE,False,LAZY_FEASIBILITY_FIRST
P01_G025_E52_A000,P01_G025,P01,M027,9404.165880707087,9863.132118088237,458.96623738114977,3,E52_MERGE_BACK,False,LAZY_FEASIBILITY_FIRST
P02_G000_E52_A000,P02_G000,P02,M001,843.9498147315915,1236.3135481153586,392.3637333837671,3,E52_MERGE_BACK,False,LAZY_FEASIBILITY_FIRST
P02_G001_E52_A000,P02_G001,P02,M001,1252.0029130821017,1310.4614283268318,58.45851524473005,1,E52_EXISTING_SITE,False,LAZY_FEASIBILITY_FIRST
P02_G002_E52_A000,P02_G002,P02,M002,809.1614003372633,1952.6735065821129,1143.5121062448495,1,E52_MERGE_BACK,False,LAZY_FEASIBILITY_FIRST
P02_G003_E52_A000,P02_G003,P02,M003,807.2439655639018,1422.556482434358,615.3125168704562,2,E52_MERGE_BACK,False,LAZY_FEASIBILITY_FIRST
P02_G004_E52_A000,P02_G004,P02,M004,714.9294036153034,1480.6790692836205,765.7496656683171,1,E52_EXISTING_SITE,False,LAZY_FEASIBILITY_FIRST
P02_G005_E52_A000,P02_G005,P02,M006,792.6092964510069,1202.9708623146255,410.3615658636186,1,E52_EXISTING_SITE,False,LAZY_FEASIBILITY_FIRST
P02_G006_E52_A000,P02_G006,P02,M007,2530.001633700186,2894.2311259847656,364.22949228457946,1,E52_EXISTING_SITE,False,LAZY_FEASIBILITY_FIRST
P02_G007_E52_A000,P02_G007,P02,M009,836.8733598094886,1789.3170636205425,952.4437038110539,1,E52_EXISTING_SITE,False,LAZY_FEASIBILITY_FIRST
P02_G008_E52_A000,P02_G008,P02,M010,3872.674419072423,4713.107651000835,840.4332319284122,1,E5_REVALIDATED,False,LAZY_FEASIBILITY_FIRST
P02_G009_E52_A000,P02_G009,P02,M011,4118.85190024332,4744.087057531303,625.2351572879825,1,E52_EXISTING_SITE,False,LAZY_FEASIBILITY_FIRST
P02_G010_E52_A000,P02_G010,P02,M012,5944.660060878543,6532.076664992321,587.4166041137778,3,E5_REVALIDATED,False,LAZY_FEASIBILITY_FIRST
P02_G011_E52_A000,P02_G011,P02,M013,745.855314875907,1292.9711443375293,547.1158294616223,3,E5_REVALIDATED,False,LAZY_FEASIBILITY_FIRST
P02_G012_E52_A000,P02_G012,P02,M014,5916.316932530872,5937.259987389667,20.94305485879522,3,E5_REVALIDATED,False,LAZY_FEASIBILITY_FIRST
P02_G013_E52_A000,P02_G013,P02,M014,5949.227447308978,6356.32155332256,407.09410601358195,2,E5_REVALIDATED,False,LAZY_FEASIBILITY_FIRST
P02_G014_E52_A000,P02_G014,P02,M014,6368.289013241872,6389.232068100667,20.943054858794312,3,E5_REVALIDATED,False,LAZY_FEASIBILITY_FIRST
P02_G015_E52_A000,P02_G015,P02,M017,2986.7251051508374,3887.383813177553,900.6587080267154,1,E52_EXISTING_SITE,False,LAZY_FEASIBILITY_FIRST
P02_G016_E52_A000,P02_G016,P02,M019,5123.593339776678,6119.514573210624,995.9212334339463,1,E5_REVALIDATED,False,LAZY_FEASIBILITY_FIRST
P02_G017_E52_A000,P02_G017,P02,M020,2502.56368944498,2923.5285106228607,420.9648211778808,2,E5_REVALIDATED,False,LAZY_FEASIBILITY_FIRST
P02_G018_E52_A000,P02_G018,P02,M021,5315.624044076422,6083.182395741032,767.5583516646102,1,E52_EXISTING_SITE,False,LAZY_FEASIBILITY_FIRST
P02_G019_E52_A000,P02_G019,P02,M022,7355.713579944701,7376.656634803497,20.94305485879522,2,E5_REVALIDATED,False,LAZY_FEASIBILITY_FIRST
P02_G020_E52_A000,P02_G020,P02,M022,7388.624094722808,7931.620015515035,542.9959207922275,1,E5_REVALIDATED,False,LAZY_FEASIBILITY_FIRST
P02_G021_E52_A000,P02_G021,P02,M022,7943.587475434347,7964.530530293142,20.94305485879522,2,E5_REVALIDATED,False,LAZY_FEASIBILITY_FIRST
P02_G022_E52_A000,P02_G022,P02,M023,7433.603522964426,7786.218134216519,352.6146112520928,1,E52_EXISTING_SITE,False,LAZY_FEASIBILITY_FIRST
P02_G023_E52_A000,P02_G023,P02,M024,7659.827743478527,8395.75538315998,735.927639681453,1,E52_EXISTING_SITE,False,LAZY_FEASIBILITY_FIRST
P02_G024_E52_A000,P02_G024,P02,M025,3173.532039958184,3564.4968611360646,390.96482117788037,1,E52_EXISTING_SITE,False,LAZY_FEASIBILITY_FIRST
P02_G025_E52_A000,P02_G025,P02,M027,9422.176739588298,9881.142976969444,458.96623738114613,3,E5_REVALIDATED,False,LAZY_FEASIBILITY_FIRST
P03_G000_E52_A000,P03_G000,P03,M001,809.1614003372633,1952.6735065821129,1143.5121062448495,1,E52_EXISTING_SITE,False,LAZY_FEASIBILITY_FIRST
P03_G001_E52_A000,P03_G001,P03,M002,1171.6403334902727,1230.0988487350032,58.458515244730506,1,E52_EXISTING_SITE,False,LAZY_FEASIBILITY_FIRST
P03_G002_E52_A000,P03_G002,P03,M002,1248.1641088511385,1644.057325684367,395.8932168332285,1,E52_EXISTING_SITE,False,LAZY_FEASIBILITY_FIRST
P03_G003_E52_A000,P03_G003,P03,M003,807.2439655639018,1422.556482434358,615.3125168704562,1,E52_EXISTING_SITE,False,LAZY_FEASIBILITY_FIRST
P03_G004_E52_A000,P03_G004,P03,M004,714.9294036153034,1480.6790692836205,765.7496656683171,1,E52_EXISTING_SITE,False,LAZY_FEASIBILITY_FIRST
P03_G005_E52_A000,P03_G005,P03,M006,792.6092964510069,1202.9708623146255,410.3615658636186,1,E52_MERGE_BACK,False,LAZY_FEASIBILITY_FIRST
P03_G006_E52_A000,P03_G006,P03,M007,2530.001633700186,2894.2311259847656,364.22949228457946,1,E52_EXISTING_SITE,False,LAZY_FEASIBILITY_FIRST
P03_G007_E52_A000,P03_G007,P03,M009,836.8733598094886,1789.3170636205425,952.4437038110539,1,E52_EXISTING_SITE,False,LAZY_FEASIBILITY_FIRST
P03_G008_E52_A000,P03_G008,P03,M010,3872.674419072423,4713.107651000835,840.4332319284122,1,E5_REVALIDATED,False,LAZY_FEASIBILITY_FIRST
P03_G009_E52_A000,P03_G009,P03,M011,4118.85190024332,4744.087057531303,625.2351572879825,1,E52_EXISTING_SITE,False,LAZY_FEASIBILITY_FIRST
P03_G010_E52_A000,P03_G010,P03,M012,5944.660060878543,6532.076664992321,587.4166041137778,3,E5_REVALIDATED,False,LAZY_FEASIBILITY_FIRST
P03_G011_E52_A000,P03_G011,P03,M013,745.855314875907,1292.9711443375293,547.1158294616223,3,E5_REVALIDATED,False,LAZY_FEASIBILITY_FIRST
P03_G012_E52_A000,P03_G012,P03,M014,5916.316932530872,5937.259987389667,20.94305485879522,3,E5_REVALIDATED,False,LAZY_FEASIBILITY_FIRST
P03_G013_E52_A000,P03_G013,P03,M014,5949.227447308978,6356.32155332256,407.09410601358195,2,E5_REVALIDATED,False,LAZY_FEASIBILITY_FIRST
P03_G014_E52_A000,P03_G014,P03,M014,6368.289013241872,6389.232068100667,20.943054858794312,3,E5_REVALIDATED,False,LAZY_FEASIBILITY_FIRST
P03_G015_E52_A000,P03_G015,P03,M017,2986.7251051508374,3887.383813177553,900.6587080267154,1,E52_EXISTING_SITE,False,LAZY_FEASIBILITY_FIRST
P03_G016_E52_A000,P03_G016,P03,M019,5123.593339776678,6119.514573210624,995.9212334339463,1,E5_REVALIDATED,False,LAZY_FEASIBILITY_FIRST
P03_G017_E52_A000,P03_G017,P03,M020,2502.56368944498,2923.5285106228607,420.9648211778808,2,E5_REVALIDATED,False,LAZY_FEASIBILITY_FIRST
P03_G018_E52_A000,P03_G018,P03,M021,5315.624044076422,6083.182395741032,767.5583516646102,1,E52_EXISTING_SITE,False,LAZY_FEASIBILITY_FIRST
P03_G019_E52_A000,P03_G019,P03,M022,7355.713579944701,7376.656634803497,20.94305485879522,2,E5_REVALIDATED,False,LAZY_FEASIBILITY_FIRST
P03_G020_E52_A000,P03_G020,P03,M022,7388.624094722808,7931.620015515035,542.9959207922275,1,E5_REVALIDATED,False,LAZY_FEASIBILITY_FIRST
P03_G021_E52_A000,P03_G021,P03,M022,7943.587475434347,7964.530530293142,20.94305485879522,2,E5_REVALIDATED,False,LAZY_FEASIBILITY_FIRST
P03_G022_E52_A000,P03_G022,P03,M023,7433.603522964426,7786.218134216519,352.6146112520928,1,E52_EXISTING_SITE,False,LAZY_FEASIBILITY_FIRST
P03_G023_E52_A000,P03_G023,P03,M024,7659.827743478527,8395.75538315998,735.927639681453,1,E52_EXISTING_SITE,False,LAZY_FEASIBILITY_FIRST
P03_G024_E52_A000,P03_G024,P03,M025,3173.532039958184,3564.4968611360646,390.96482117788037,1,E52_EXISTING_SITE,False,LAZY_FEASIBILITY_FIRST
P03_G025_E52_A000,P03_G025,P03,M027,9422.176739588298,9881.142976969444,458.96623738114613,3,E5_REVALIDATED,False,LAZY_FEASIBILITY_FIRST
