site_id,x_m,y_m,agl_m,lon,lat,ground_elevation_m,z_amsl_m,backhaul_distance_m,backhaul_los,backhaul_margin_db
E52_c10a50247c57c0340b451298,314908.07320592966,2547688.684039554,250.0,109.193744561115,23.027347941481448,362.7099914550781,612.7099914550781,4363.282377567329,False,3.1495087650690863
E52_c117f06f984d58b2275e6c48,313716.7230942601,2548899.56091612,250.0,109.18197635030256,23.03814763860963,413.7411193847656,663.7411193847656,6011.695266338061,False,0.365836005255062
E52_c76d93c5902d0dc017f7065c,320404.3729768618,2548155.723723577,150.0,109.24730705917457,23.032168017893298,190.195068359375,340.195068359375,3122.0197706864174,True,16.05706218628906
E52_d22cbe82615c6d2ee0ebf49f,316738.86522827484,2548103.7434091195,250.0,109.21155448982981,23.03129841429253,295.2940368652344,545.2940368652344,3231.1739960179057,True,15.758568264926964
E52_dbec4f1422e98765afb262aa,316563.80070550786,2547630.7124856794,300.0,109.20990309760647,23.027008106998082,326.4205017089844,626.4205017089844,3006.262032579026,True,16.38523852602286
E52_dc4c132291b7b9525a26c82f,320355.47416829434,2548088.1087501324,150.0,109.24683792203126,23.03155222473767,194.6310272216797,344.6310272216797,3039.099051535607,True,16.290878065555617
E52_dd12fb0cc4aee52816704b73,314264.6342903831,2549392.724768352,300.0,109.18726200231819,23.042661705566076,457.1098937988281,757.1098937988281,5885.662503221475,False,0.5498680641518376
E52_de2c36302e014a6d0284c896,316738.86522827484,2547983.7434091195,300.0,109.21156879005261,23.030214935434046,299.44464111328125,599.4446411132812,3144.750007690012,True,15.994052628622484
E52_e0325aad0b87e7c07e10fc2c,316729.8100456512,2548011.5556927854,50.0,109.21147714002585,23.030465053529916,314.9520568847656,364.9520568847656,3147.0199809975834,False,5.987785159048158
E52_e0cd6bab1a22c4530d9a254c,316563.80070550786,2547630.7124856794,50.0,109.20990309760647,23.027008106998082,326.4205017089844,376.4205017089844,2976.701388730768,False,6.471069764274475
E52_ea76d341ab82f2ebc1fa1efe,316738.86522827484,2547983.7434091195,100.0,109.21156879005261,23.030214935434046,299.44464111328125,399.44464111328125,3122.299593956515,False,6.056283714240493
E52_eab18c460278cfbad2c20da0,319743.55190287094,2547889.6991960923,100.0,109.2408915602407,23.029694481684732,193.77735900878906,293.77735900878906,2566.0924916915915,False,7.760329046990023
E52_eddf192c3626d88d236d26e4,319743.55190287094,2548129.6991960923,200.0,109.24086342843457,23.031861473897973,152.66033935546875,352.66033935546875,2789.8404198369744,True,17.034187922993553
E52_f2fabdd802684ffd17ed2273,316563.80070550786,2547390.7124856794,200.0,109.20993171763863,23.02484114991118,280.4361877441406,480.4361877441406,2825.0586427640587,True,16.925225818485302
E52_fd527d975e1813662620f82c,317117.7418444939,2549999.722260685,250.0,109.21502497153492,23.04845894963918,293.971435546875,543.971435546875,4728.903205351356,True,12.45056667278017
