pareto_id,gap_id,sortie_id,uav_id,start_s,end_s,duration_s,phase_start,phase_end,min_margin_db,cause
P02,85,M022,U07,8269.354519158493,8272.10249634816,2.7479771896669263,descent,handover_start,-2.508307265209851,TERRAIN_BLOCKAGE
P02,86,M022,U07,8593.354519158493,8648.745701441763,55.39118228327061,climb,cruise,-2.512930070723627,TERRAIN_BLOCKAGE
P02,87,M023,U06,5356.279095767919,5356.6670485860695,0.387952818150552,takeoff,takeoff,-3.643776298882216,TERRAIN_BLOCKAGE
P02,88,M023,U06,5722.148047392677,5779.297711679056,57.14966428637945,cruise,descent,-1.6666112833377298,TERRAIN_BLOCKAGE
P02,89,M023,U06,5810.7566257454055,5826.0490323101485,15.292406564743033,descent,handover_start,-1.6587909448326457,TERRAIN_BLOCKAGE
P02,90,M023,U06,5990.7566257454055,6034.725318783916,43.96869303851054,climb,cruise,-1.6666112833377298,TERRAIN_BLOCKAGE
P02,91,M024,U05,6430.941998305322,6890.9138409423385,459.9718426370164,cruise,descent,-5.433206355480664,TERRAIN_BLOCKAGE
P02,92,M024,U05,6937.296416025998,7163.142917571902,225.84650154590415,descent,cruise,-5.805216509221793,TERRAIN_BLOCKAGE
P02,93,M025,U06,6506.836702527567,6513.422646318416,6.585943790849342,prep,prep,-1.1933744790359526,TERRAIN_BLOCKAGE
P02,94,M025,U06,6855.794337728981,6862.754836259822,6.960498530840596,takeoff,takeoff,-1.2112739881184351,TERRAIN_BLOCKAGE
P02,95,M025,U06,6919.307884663815,7260.518109375702,341.2102247118873,cruise,handover_start,-5.801112632033352,TERRAIN_BLOCKAGE
P02,96,M025,U06,7420.123294242056,7562.817121634098,142.6938273920423,climb,cruise,-5.801112632033352,TERRAIN_BLOCKAGE
P02,97,M026,U01,2871.0287482132726,2885.2167121000566,14.18796388678402,cruise,cruise,-5.29033503545547,TERRAIN_BLOCKAGE
P02,98,M026,U01,3161.6930048085505,3180.387915713338,18.69491090478732,handover_start,handover_start,-5.279933477860197,TERRAIN_BLOCKAGE
P02,99,M026,U01,3380.233426375972,3404.5103289861927,24.276902610220983,cruise,cruise,-3.6448216255246138,TERRAIN_BLOCKAGE
