pareto_id,atomic_task_id,parent_gap_id,transport_sortie_id,site_id,service_start_s,service_end_s,service_duration_s,min_access_margin_db,backhaul_margin_db,min_twohop_margin_db,outbound_time_s,return_time_s,setup_time_s,flight_energy_kwh,setup_energy_kwh,service_energy_kwh,total_energy_kwh,energy_margin_kwh,return_soc,earliest_ready_s,as_is_timing_feasible,required_transport_shift_s
P01,P01_G000_A01,P01_G000,M001,R318547_2547232_246,1095.0394268984758,1380.9174534596882,285.87802656121244,0.5964858069384036,21.41575286175869,0.5964858069384036,141.7684624017637,151.6528831781309,30.0,0.08217511297537762,0.009166666666666667,0.08735161922703713,0.17869339886908142,2.381306601130919,0.944158312853412,351.7684624017637,1,0.0
P01,P01_G000_A01,P01_G000,M001,R318547_2547232_296,1095.0394268984758,1380.9174534596882,285.87802656121244,0.5990218821111881,21.396877196123086,0.5990218821111881,154.2684624017637,168.3195498447976,30.0,0.0866206429715196,0.009166666666666667,0.08735161922703713,0.1831389288652234,2.376861071134777,0.9427690847296177,364.2684624017637,1,0.0
P01,P01_G000_A01,P01_G000,M001,R318547_2547232_346,1095.0394268984758,1380.9174534596882,285.87802656121244,0.6009251298733744,21.370504315554214,0.6009251298733744,166.7684624017637,184.98621651146425,30.0,0.09106617296766156,0.009166666666666667,0.08735161922703713,0.18758445886136538,2.372415541138635,0.9413798566058234,376.7684624017637,1,0.0
P01,P01_G000_A01,P01_G000,M001,R318547_2547232_396,1095.0394268984758,1380.9174534596882,285.87802656121244,0.6021947173838811,21.336770413213586,0.6021947173838811,179.2684624017637,201.65288317813093,30.0,0.09551170296380354,0.009166666666666667,0.08735161922703713,0.19202998885750733,2.3679700111424933,0.939990628482029,389.2684624017637,1,0.0
P01,P01_G000_A01,P01_G000,M001,R318547_2547232_446,1095.0394268984758,1380.9174534596882,285.87802656121244,0.6028300886110003,21.29584690471539,0.6028300886110003,191.7684624017637,218.31954984479756,30.0,0.09995723295994552,0.009166666666666667,0.08735161922703713,0.19647551885364933,2.363524481146351,0.9386014003582346,401.7684624017637,1,0.0
P01,P01_G000_A01,P01_G000,M001,R318667_2547112_237,1095.0394268984758,1380.9174534596882,285.87802656121244,0.6960267597248162,22.09087886459585,0.6960267597248162,132.44178750047982,141.51069085130987,30.0,0.07641001860411677,0.009166666666666667,0.08735161922703713,0.17292830449782057,2.38707169550218,0.945959904844431,342.4417875004798,1,0.0
P01,P01_G000_A01,P01_G000,M001,R318667_2547112_287,1095.0394268984758,1380.9174534596882,285.87802656121244,0.698748617645478,22.070577562173014,0.698748617645478,143.44692462613085,156.6824946436276,30.0,0.08039986006896477,0.009166666666666667,0.08735161922703713,0.17691814596266858,2.3830818540373317,0.944713079386666,353.44692462613085,1,0.0
P01,P01_G000_A01,P01_G000,M001,R318667_2547112_337,1095.0394268984758,1380.9174534596882,285.87802656121244,0.7008231124683988,22.041524218003744,0.7008231124683988,155.94692462613085,173.34916131029428,30.0,0.08484539006510675,0.009166666666666667,0.08735161922703713,0.18136367595881053,2.37863632404119,0.9433238512628717,365.94692462613085,1,0.0
P01,P01_G000_A01,P01_G000,M001,R318667_2547112_387,1095.0394268984758,1380.9174534596882,285.87802656121244,0.7022493154462808,22.003893842032724,0.7022493154462808,168.44692462613085,190.01582797696094,30.0,0.08929092006124871,0.009166666666666667,0.08735161922703713,0.1858092059549525,2.374190794045048,0.9419346231390774,378.44692462613085,1,0.0
P01,P01_G000_A01,P01_G000,M001,R318667_2547112_437,1095.0394268984758,1380.9174534596882,285.87802656121244,0.7030265874701911,21.957909085821782,0.7030265874701911,180.94692462613085,206.6824946436276,30.0,0.09373645005739069,0.009166666666666667,0.08735161922703713,0.1902547359510945,2.369745264048906,0.940545395015283,390.94692462613085,1,0.0
