energy_component_id,relay_sortie_id,takeoff_s,return_s,soc_at_takeoff,return_soc,charge_start_s,charge_end_s,charge_duration_s
REC-01,Q3E8_G04_006_R001,197.71163788581964,3034.7968430624833,1.0,0.7370524090483115,3034.7968430624833,3876.6287112996783,841.8318682371951
REC-02,Q3E8_G04_006_R002,327.97966974075575,2019.5820632507807,1.0,0.8510403931942763,2019.5820632507807,2713.2295520982216,693.6474888474409
REC-03,Q3E8_G04_006_R003,2499.5820632507807,4184.852936843234,1.0,0.8546310186465086,4184.852936843234,4873.832612602772,688.9796757595387
REC-06,Q3E8_G04_006_R006,6124.1962023080505,7985.9174338057965,1.0,0.8335251947328721,7985.9174338057965,8702.334680653063,716.4172468472661
REC-05,Q3E8_G04_006_R005,4664.852936843234,6725.82699268667,1.0,0.8084667140956809,6725.82699268667,7474.820264362284,748.9932716756148
REC-04,Q3E8_G04_006_R004,3867.918897357682,5644.1962023080505,1.0,0.8412296190295853,5644.1962023080505,6350.597697569589,706.4014952615391
REC-02,Q3E8_G04_006_R007,7271.953346047988,10799.56626868439,1.0,0.6721711150604197,10799.56626868439,11725.743819105845,926.1775504214545
REC-01,Q3E8_G04_006_R008,9891.67830019494,11229.564926319947,1.0,0.8831536689663219,11229.564926319947,11881.465156663728,651.9002303437816
REC-03,Q3E8_G04_006_R009,11279.56626868439,12425.285206717554,1.0,0.9012035394432565,12425.285206717554,13047.702908225037,622.417701507484
REC-04,Q3E8_G04_006_R010,11709.564926319941,13641.34223127031,1.0,0.8263815287518075,13641.34223127031,14367.04624389296,725.7040126226502
