id,J_late,J_norm,joint_makespan_s,total_energy_kwh,transport_energy_kwh,relay_energy_kwh,transport_sorties,relay_sorties
F12,0.0,0.47479476695526196,6153.893309522221,73.5337639417662,70.60151573926277,2.932248202503427,26,3
F16,0.0,0.4806827228240137,6184.077496504509,71.61001485569102,68.24867929527107,3.361335560419946,25,3
F13,0.0,0.47326486271966883,6245.793309522221,70.26433200872623,67.31232479383984,2.9520072148863994,24,3
F18,0.0,0.4707412385640689,6295.712146725356,70.08393173889665,66.69684988211523,3.387081856781421,24,3
C01,0.0,0.6321312161713558,11388.198010976872,66.50047666217107,62.32791033452269,4.172566327648371,19,4
