atomic_task_id,site_id,independent_min_access_margin_db,independent_backhaul_margin_db,independent_total_energy_kwh,independent_energy_margin_kwh
P01_G022_E52_A000,E52_beb70ec57fd2d66bf65b827f,13.06551082853818,2.43785423226241,0.3587530262968728,2.2012469737031277
P01_G023_E52_A000,E52_4513f74e4ba51c209cccc792,8.067504058101264,9.790974506635663,0.5501075775591173,2.009892422440883
P01_G024_E52_A000,E52_c10a50247c57c0340b451298,23.058866510073486,3.1495087650690863,0.3565357681560992,2.2034642318439013
P01_G025_E52_A000,E52_a3836b1674b2d70f748125c1,4.727952780481857,18.388582284998307,0.27903196424328525,2.2809680357567155
P01_G025_E52_A000,E52_44ed69e1d99dc074a7941a18,4.524182138291295,8.900383690419545,0.2584974746077818,2.301502525392219
P01_G025_E52_A000,E52_7547086a1218012670f76a62,13.896729151661106,2.277872015791573,0.37230475878618174,2.187695241213819
P02_G000_E52_A000,E52_c10a50247c57c0340b451298,23.32957722616146,3.1495087650690863,0.3569632135523424,2.203036786447658
P02_G000_E52_A000,E52_246111a1ef063bec9e89ec9e,22.65104920884599,13.03223549741864,0.3590366029170337,2.2009633970829667
P02_G000_E52_A000,E52_6dc095df8eb6475486134b5c,21.460891736929824,12.905188948092743,0.3641125726198478,2.1958874273801525
P02_G001_E52_A000,E52_c10a50247c57c0340b451298,21.213392006730743,3.1495087650690863,0.25493661912096993,2.3050633808790306
P02_G002_E52_A000,E52_4513f74e4ba51c209cccc792,7.528195666308719,9.790974506635663,0.674647275675711,1.8853527243242896
P02_G003_E52_A000,E52_7ccd1e182a1b2540fd645bfb,17.826951235448703,2.4191590009326376,0.43885975245245995,2.1211402475475407
P02_G003_E52_A000,E52_928897c58ab324fea0c4e2a6,3.6249780683375405,1.5883194156787255,0.4791466197966,2.0808533802034006
P02_G004_E52_A000,E52_96da4f081c74d8211b4b244f,6.937264214523168,12.47027426673894,0.4765416321635111,2.0834583678364895
P02_G005_E52_A000,E52_beb70ec57fd2d66bf65b827f,13.06551082853818,2.43785423226241,0.37639792909483893,2.1836020709051613
P02_G006_E52_A000,E52_4d215302190bc5bfb29bf912,9.713639065507849,16.37371485667674,0.2861227190741796,2.273877280925821
P02_G007_E52_A000,E52_1ef47ef68c1879e18ddbb164,1.8109249337023954,9.684707827919368,0.6098389474929489,1.9501610525070516
P02_G008_E52_A000,E52_a1af1f4ab7d520e82e20be53,8.721524411760214,0.45430012492889205,0.572570953716038,1.9874290462839626
P02_G009_E52_A000,E52_b677873645e212a13901ede2,1.2512697614083237,9.230718628911887,0.5341155684599292,2.0258844315400713
P02_G010_E52_A000,E52_c117f06f984d58b2275e6c48,8.141140511433747,0.365836005255062,0.4914233977936757,2.068576602206325
P02_G010_E52_A000,E52_347c51b45a583dd4c5a4aad0,8.132662281496735,10.359339260709504,0.4958689277898177,2.064131072210183
P02_G010_E52_A000,E52_9b18c2085562c5280ea1e394,7.57686611502632,0.02697066595830222,0.506595362318556,2.0534046376814445
P02_G011_E52_A000,E52_eddf192c3626d88d236d26e4,6.598671975907564,17.034187922993553,0.3148477346855204,2.24515226531448
P02_G011_E52_A000,E52_eab18c460278cfbad2c20da0,5.9943493619613974,7.760329046990023,0.30022628241643806,2.2597737175835624
P02_G011_E52_A000,E52_68694062ed2e2e792aeb51a9,5.965673202353898,17.695890544520793,0.3180084024010059,2.241991597598995
P02_G012_E52_A000,E52_214ce9a3b3bd3fa9c582335a,9.01868318516,15.138353346482333,0.19857337188503468,2.3614266281149656
P02_G012_E52_A000,E52_24db349315b2a6b84dd4215d,8.435444036854491,5.686957833294301,0.17773915838393334,2.382260841616067
P02_G012_E52_A000,E52_27fdcb9bc2da20af468e67a1,8.383638048321075,15.630401191468053,0.19552127836850122,2.364478721631499
P02_G013_E52_A000,E52_be69bdf55826f2eb34075d09,12.089343064167153,12.029424972929434,0.3895977235304547,2.1704022764695456
P02_G013_E52_A000,E52_fd527d975e1813662620f82c,11.639873585239812,12.45056667278017,0.37127529851824603,2.1887247014817546
P02_G014_E52_A000,E52_0c9d91fc306062a18ada9948,7.860539347173827,15.697900697510477,0.19429557941267722,2.365704420587323
P02_G014_E52_A000,E52_437c6a333219b14c3939f26c,7.618081777508166,6.0194831627628105,0.17262218282623742,2.387377817173763
P02_G014_E52_A000,E52_231555d7070bcf1a0911e332,7.597897845457851,5.981962334569488,0.18254877671800113,2.3774512232819993
P02_G015_E52_A000,E52_96da4f081c74d8211b4b244f,6.937264214523168,12.47027426673894,0.5177638395507994,2.042236160449201
P02_G016_E52_A000,E52_189eb019491ad876aa165071,4.910998135102375,3.8094716871601975,0.5325576430914087,2.0274423569085918
P02_G017_E52_A000,E52_dbec4f1422e98765afb262aa,10.873853311460351,16.38523852602286,0.3085469561338512,2.2514530438661495
P02_G017_E52_A000,E52_9026ce0d2a5dd9a75ef73c8e,0.8353766427972573,6.720084116703532,0.28069668457536645,2.279303315424634
P02_G018_E52_A000,E52_b677873645e212a13901ede2,1.2512697614083237,9.230718628911887,0.577603211186121,1.9823967888138796
P02_G019_E52_A000,E52_01234cac2d25748209cb57e8,7.665571921562076,5.963634638729843,0.17276140925705957,2.3872385907429408
P02_G019_E52_A000,E52_6aa461eda22a4c53e6730e81,7.084600655325886,6.478254834226846,0.1660321356436282,2.393967864356372
P02_G020_E52_A000,E52_aaa387ee3ee3170bd804334d,0.0961803787852773,18.409477866986336,0.31310142041253775,2.2468985795874628
P02_G021_E52_A000,E52_8ca7795ffa642a3b129c0a3d,7.894746809915375,15.730152054416479,0.19389261604461194,2.3661073839553888
P02_G021_E52_A000,E52_1eac4bbcd37cec5d48241661,7.6476739464814045,6.04580255430777,0.1724418716731978,2.387558128326803
P02_G022_E52_A000,E52_beb70ec57fd2d66bf65b827f,13.06551082853818,2.43785423226241,0.3587530262968728,2.2012469737031277
P02_G023_E52_A000,E52_4513f74e4ba51c209cccc792,8.067504058101264,9.790974506635663,0.5501075775591177,2.009892422440883
P02_G024_E52_A000,E52_c10a50247c57c0340b451298,23.058866510073486,3.1495087650690863,0.3565357681560992,2.2034642318439013
P02_G025_E52_A000,E52_2cea01313b8862fcfb6b2e63,6.264019617413027,16.460055432828085,0.29784842465362776,2.2621515753463726
P02_G025_E52_A000,E52_60b76d98beea93305f35c25d,6.004471256022072,16.79058398580294,0.29996056815322314,2.2600394318467774
P02_G025_E52_A000,E52_76b4f0bdabd1ccab126282dd,5.771840641351304,17.180198899819032,0.2880760262179699,2.2719239737820307
P03_G000_E52_A000,E52_4513f74e4ba51c209cccc792,7.528195666308719,9.790974506635663,0.674647275675711,1.8853527243242896
P03_G001_E52_A000,E52_c10a50247c57c0340b451298,21.45397038471387,3.1495087650690863,0.2549366191209701,2.30506338087903
P03_G002_E52_A000,E52_c10a50247c57c0340b451298,23.058866510073486,3.1495087650690863,0.3580416668285667,2.201958333171434
P03_G003_E52_A000,E52_7ccd1e182a1b2540fd645bfb,17.826951235448703,2.4191590009326376,0.43885975245245995,2.1211402475475407
P03_G004_E52_A000,E52_96da4f081c74d8211b4b244f,6.937264214523168,12.47027426673894,0.4765416321635111,2.0834583678364895
P03_G005_E52_A000,E52_beb70ec57fd2d66bf65b827f,13.06551082853818,2.43785423226241,0.37639792909483893,2.1836020709051613
P03_G006_E52_A000,E52_4d215302190bc5bfb29bf912,9.713639065507849,16.37371485667674,0.2861227190741796,2.273877280925821
P03_G007_E52_A000,E52_1ef47ef68c1879e18ddbb164,1.8109249337023954,9.684707827919368,0.6098389474929489,1.9501610525070516
P03_G008_E52_A000,E52_a1af1f4ab7d520e82e20be53,8.721524411760214,0.45430012492889205,0.572570953716038,1.9874290462839626
P03_G009_E52_A000,E52_b677873645e212a13901ede2,1.2512697614083237,9.230718628911887,0.5341155684599292,2.0258844315400713
P03_G010_E52_A000,E52_c117f06f984d58b2275e6c48,8.141140511433747,0.365836005255062,0.4914233977936757,2.068576602206325
P03_G010_E52_A000,E52_347c51b45a583dd4c5a4aad0,8.132662281496735,10.359339260709504,0.4958689277898177,2.064131072210183
P03_G010_E52_A000,E52_9b18c2085562c5280ea1e394,7.57686611502632,0.02697066595830222,0.506595362318556,2.0534046376814445
P03_G011_E52_A000,E52_b7c433bb400c5a28313b13f0,7.568193928118205,16.00220965111248,0.33176048237616074,2.2282395176238396
P03_G011_E52_A000,E52_dc4c132291b7b9525a26c82f,7.201257348444585,16.290878065555617,0.32479947629512707,2.2352005237048735
P03_G011_E52_A000,E52_b544b4d7beda1d6ed7fbeefb,7.168393459732144,16.252686834440453,0.338136066283553,2.2218639337164476
P03_G012_E52_A000,E52_214ce9a3b3bd3fa9c582335a,9.01868318516,15.138353346482333,0.19857337188503468,2.3614266281149656
P03_G012_E52_A000,E52_24db349315b2a6b84dd4215d,8.435444036854491,5.686957833294301,0.17773915838393334,2.382260841616067
P03_G012_E52_A000,E52_27fdcb9bc2da20af468e67a1,8.383638048321075,15.630401191468053,0.19552127836850122,2.364478721631499
P03_G013_E52_A000,E52_be69bdf55826f2eb34075d09,12.089343064167153,12.029424972929434,0.3895977235304547,2.1704022764695456
P03_G013_E52_A000,E52_fd527d975e1813662620f82c,11.639873585239812,12.45056667278017,0.37127529851824603,2.1887247014817546
P03_G014_E52_A000,E52_0c9d91fc306062a18ada9948,7.860539347173827,15.697900697510477,0.19429557941267722,2.365704420587323
P03_G014_E52_A000,E52_437c6a333219b14c3939f26c,7.618081777508166,6.0194831627628105,0.17262218282623742,2.387377817173763
P03_G014_E52_A000,E52_231555d7070bcf1a0911e332,7.597897845457851,5.981962334569488,0.18254877671800113,2.3774512232819993
P03_G015_E52_A000,E52_96da4f081c74d8211b4b244f,6.937264214523168,12.47027426673894,0.5177638395507994,2.042236160449201
P03_G016_E52_A000,E52_189eb019491ad876aa165071,4.910998135102375,3.8094716871601975,0.5325576430914087,2.0274423569085918
P03_G017_E52_A000,E52_dbec4f1422e98765afb262aa,10.873853311460351,16.38523852602286,0.3085469561338512,2.2514530438661495
P03_G017_E52_A000,E52_9026ce0d2a5dd9a75ef73c8e,0.8353766427972573,6.720084116703532,0.28069668457536645,2.279303315424634
P03_G018_E52_A000,E52_b677873645e212a13901ede2,1.2512697614083237,9.230718628911887,0.577603211186121,1.9823967888138796
P03_G019_E52_A000,E52_01234cac2d25748209cb57e8,7.665571921562076,5.963634638729843,0.17276140925705957,2.3872385907429408
P03_G019_E52_A000,E52_6aa461eda22a4c53e6730e81,7.084600655325886,6.478254834226846,0.1660321356436282,2.393967864356372
P03_G020_E52_A000,E52_aaa387ee3ee3170bd804334d,0.0961803787852773,18.409477866986336,0.31310142041253775,2.2468985795874628
P03_G021_E52_A000,E52_8ca7795ffa642a3b129c0a3d,7.894746809915375,15.730152054416479,0.19389261604461194,2.3661073839553888
P03_G021_E52_A000,E52_1eac4bbcd37cec5d48241661,7.6476739464814045,6.04580255430777,0.1724418716731978,2.387558128326803
P03_G022_E52_A000,E52_beb70ec57fd2d66bf65b827f,13.06551082853818,2.43785423226241,0.3587530262968728,2.2012469737031277
P03_G023_E52_A000,E52_4513f74e4ba51c209cccc792,8.067504058101264,9.790974506635663,0.5501075775591177,2.009892422440883
P03_G024_E52_A000,E52_c10a50247c57c0340b451298,23.058866510073486,3.1495087650690863,0.3565357681560992,2.2034642318439013
P03_G025_E52_A000,E52_2cea01313b8862fcfb6b2e63,6.264019617413027,16.460055432828085,0.29784842465362776,2.2621515753463726
P03_G025_E52_A000,E52_60b76d98beea93305f35c25d,6.004471256022072,16.79058398580294,0.29996056815322314,2.2600394318467774
P03_G025_E52_A000,E52_76b4f0bdabd1ccab126282dd,5.771840641351304,17.180198899819032,0.2880760262179699,2.2719239737820307
