site_id,backhaul_margin_db
E52_01234cac2d25748209cb57e8,5.963634638729843
E52_06eb0baa948af7ff52881bcf,16.258674653736037
E52_0c9d91fc306062a18ada9948,15.697900697510477
E52_189eb019491ad876aa165071,3.8094716871601975
E52_1eac4bbcd37cec5d48241661,6.04580255430777
E52_1ef47ef68c1879e18ddbb164,9.684707827919368
E52_214ce9a3b3bd3fa9c582335a,15.138353346482333
E52_231555d7070bcf1a0911e332,5.981962334569488
E52_246111a1ef063bec9e89ec9e,13.03223549741864
E52_24db349315b2a6b84dd4215d,5.686957833294301
E52_27bf01e9e990859ae5993708,15.932490639468014
E52_27fdcb9bc2da20af468e67a1,15.630401191468053
E52_2cea01313b8862fcfb6b2e63,16.460055432828085
E52_326bd9096774308657b14836,6.820761438549596
E52_347c51b45a583dd4c5a4aad0,10.359339260709504
E52_437c6a333219b14c3939f26c,6.0194831627628105
E52_44ed69e1d99dc074a7941a18,8.900383690419545
E52_4513f74e4ba51c209cccc792,9.790974506635663
E52_47db2d0d55c92154c779a4c9,16.45726286038159
E52_4cf0fac9feb721651efb2830,17.82597875173802
E52_4d215302190bc5bfb29bf912,16.37371485667674
E52_50c718ca7f326f764494c89d,13.080943299176411
E52_515a3b7c8d98426ee13f2b4e,17.07508762021844
E52_60b0dc656c777ee2cc2279b1,0.21315146591224732
E52_60b76d98beea93305f35c25d,16.79058398580294
E52_68694062ed2e2e792aeb51a9,17.695890544520793
E52_6aa461eda22a4c53e6730e81,6.478254834226846
E52_6dc095df8eb6475486134b5c,12.905188948092743
E52_73baea82bbbffa2db9d7426a,5.711384152670419
E52_74b3fb0a4920873efc33101b,6.525083879148042
E52_7547086a1218012670f76a62,2.277872015791573
E52_76b4f0bdabd1ccab126282dd,17.180198899819032
E52_7ccd1e182a1b2540fd645bfb,2.4191590009326376
E52_8ca7795ffa642a3b129c0a3d,15.730152054416479
E52_9026ce0d2a5dd9a75ef73c8e,6.720084116703532
E52_928897c58ab324fea0c4e2a6,1.5883194156787255
E52_96da4f081c74d8211b4b244f,12.47027426673894
E52_9b18c2085562c5280ea1e394,0.02697066595830222
E52_a1af1f4ab7d520e82e20be53,0.45430012492889205
E52_a3836b1674b2d70f748125c1,18.388582284998307
E52_a77602565c04dca5831f9b7a,15.758600383852013
E52_aaa387ee3ee3170bd804334d,18.409477866986336
E52_afb1e3673ff3adbe9c45b8fc,6.956106286850726
E52_b544b4d7beda1d6ed7fbeefb,16.252686834440453
E52_b60e4d2a4cdcd5801a5d757f,16.480566458341656
E52_b677873645e212a13901ede2,9.230718628911887
E52_b6789310c1ab16898a769b78,2.625622464396969
E52_b7c433bb400c5a28313b13f0,16.00220965111248
E52_b8aeee13ee5f313ffdb298e7,0.32052137756616617
E52_be69bdf55826f2eb34075d09,12.029424972929434
E52_beb70ec57fd2d66bf65b827f,2.43785423226241
E52_bfffb2993ede6e2e2bd9340b,13.053008949478723
E52_c0294c7ff44d44fc4ede8d97,16.7256600789149
E52_c10a50247c57c0340b451298,3.1495087650690863
E52_c117f06f984d58b2275e6c48,0.365836005255062
E52_c76d93c5902d0dc017f7065c,16.05706218628906
E52_d22cbe82615c6d2ee0ebf49f,15.758568264926964
E52_dbec4f1422e98765afb262aa,16.38523852602286
E52_dc4c132291b7b9525a26c82f,16.290878065555617
E52_dd12fb0cc4aee52816704b73,0.5498680641518376
E52_de2c36302e014a6d0284c896,15.994052628622484
E52_e0325aad0b87e7c07e10fc2c,5.987785159048158
E52_e0cd6bab1a22c4530d9a254c,6.471069764274475
E52_ea76d341ab82f2ebc1fa1efe,6.056283714240493
E52_eab18c460278cfbad2c20da0,7.760329046990023
E52_eddf192c3626d88d236d26e4,17.034187922993553
E52_f2fabdd802684ffd17ed2273,16.925225818485302
E52_fd527d975e1813662620f82c,12.45056667278017
