uav_id,sortie_id,busy_start_s,busy_end_s
U07,M001,0.0,1494.170391878965
U08,M002,0.0,1692.170391878965
U03,M003,0.0,2003.7375242139126
U08,M004,1692.2,3800.0120186387085
U02,M005,3708.9,5971.554022177535
U07,M006,1494.2,3864.31114433708
U08,M007,3800.1,6101.161066593163
U01,M008,3041.0,4733.196251618126
U05,M009,2717.8,4233.974861971584
U03,M010,4263.1,5955.296251618126
U04,M011,1655.0,2968.485266596983
U05,M012,0.0,1207.276912821857
U01,M013,0.0,1313.485266596983
U02,M014,1862.4,3529.8353226736385
U02,M015,0.0,1727.4353226736384
U01,M016,1313.5,3040.9353226736384
U07,M017,3864.4,6064.112084592174
U05,M018,4234.0,5792.442247394409
U03,M019,2371.7,3966.5593983215954
U04,M020,0.1,1654.9593983215955
U04,M021,4937.2,6099.226919003433
U01,M022,4733.2,5955.226919003433
U06,M023,0.0,1922.734555970083
U05,M024,1207.3,2717.7702802929443
U06,M025,1922.8,3792.5521946190165
U04,M026,2968.5,4937.104336389495
U06,M027,3792.6,6071.137914658651
