uav_id,sortie_id,busy_start_s,busy_end_s
U03,M001,1159.0749211193188,2409.976066383878
U03,M002,2409.976066383878,3660.877211648437
U08,M003,0.0,1560.170391878965
U01,M004,0.0,1250.9011452645589
U02,M005,1712.55936238718,2963.460507651739
U01,M006,1250.9011452645589,3254.6386694784715
U07,M007,0.0,2107.812018638708
U03,M008,3660.877211648437,5908.312911072066
U08,M009,3121.7299178193116,5539.164029685689
U07,M010,2107.812018638708,4408.873085231871
U07,M011,4408.873085231871,6286.068243427413
U08,M012,1560.170391878965,3121.7299178193116
U04,M013,0.0,1652.55936238718
U04,M014,1749.2112939965436,3461.7706563837237
U02,M015,0.0,1712.55936238718
U05,M016,4621.644837848537,6523.487145015581
U06,M017,3791.1056185904013,5752.947925757446
U05,M018,3063.2025904541274,4621.644837848537
U05,M019,0.0,1555.376902446339
U03,M020,0.0,1159.0749211193188
U02,M021,2963.460507651739,4182.535428771058
U06,M022,0.0,1921.353423971385
U05,M023,1555.376902446339,3063.2025904541274
U06,M024,1921.353423971385,3791.1056185904013
U01,M025,3254.6386694784715,5161.879732755988
U04,M026,4171.326542916384,6138.567606193899
