uav_id,sortie_id,busy_start_s,busy_end_s
U04,M001,0.0,2003.7375242139126
U05,M002,3478.111478416422,5036.553725810831
U08,M003,1626.1704018789649,3927.2314684721277
U02,M004,1612.1111916650088,3874.765213842544
U01,M005,4760.821938973203,6963.475961150738
U01,M006,1313.4852765969829,2626.9705431939656
U01,M007,2792.217592583708,4760.821928973203
U05,M008,5036.55373581083,6744.84231983128
U06,M009,0.0,1636.284389486567
U06,M010,1636.284399486567,2843.561312308424
U04,M011,3539.7572242288998,5091.868405893909
U07,M012,0.0,1560.170391878965
U02,M013,4042.5572909398943,5972.96182539205
U04,M014,2317.7302952254663,3539.7572142288996
U05,M015,1555.376912446339,3478.111468416422
U08,M016,3927.2314784721284,5804.426636667671
U08,M017,0.0,1626.170391878965
U03,M018,0.0,1990.4045344521558
U03,M019,1990.4045444521557,3657.839867125794
U01,M020,0.0,1313.485266596983
U07,M021,1560.1704018789649,3601.982420517673
U03,M022,5644.95320383451,6806.980122837943
U06,M023,2843.5613223084238,4805.403629475468
U06,M024,4805.403639475468,6707.245946642512
U04,M025,5091.868415893909,6759.303738567547
U07,M026,3601.982430517673,5972.093574854753
U03,M027,3657.8398771257944,5601.577401339707
U05,M028,0.0,1555.376902446339
U02,M029,0.0,1612.1111816650089
