sortie_id,uav_id,uav_type,battery_id,preparation_start_s,takeoff_s,service_sequence,return_s,energy_kwh,energy_margin_kwh,n_boxes,payload_kg,tag
M001,U04,A,BAT-A-04,0.0,390.0,S013>S012,2395.0848798156608,3.082622000588545,0.5173779994114551,3,20.0,P01
M002,U03,A,BAT-A-03,0.0,390.0,S006>S007,2121.7020521620752,2.2063731892198124,1.3936268107801877,3,20.0,P01
M003,U05,B,BAT-B-01,0.0,390.0,S014,1869.7521946190163,2.1403030047614893,1.059696995238511,3,25.0,P01
M004,U06,B,BAT-B-02,40.006007856634255,400.00600785663426,S002,1796.699941778546,2.43260791577573,0.7673920842242703,2,17.0,P01
M005,U08,C,BAT-C-01,0.0,450.0,S006,1495.5595259403467,2.539471952043197,3.8605280479568034,5,56.0,P01
M006,U02,A,BAT-A-02,0.0,360.0,S010,1654.8593983215956,1.954809785440372,1.645190214559628,2,17.0,P01
M007,U05,B,BAT-B-04,2199.098942794555,2559.098942794555,S013,3646.9246308023435,1.7405962997631659,1.4594037002368343,2,22.0,P01
M008,U06,B,BAT-B-03,2084.974180129613,2474.974180129613,S001,3294.0757019727707,1.073960767623688,2.1260392323763124,3,20.0,P01
M009,U08,C,BAT-C-02,4738.503362519136,5188.503362519136,S008,6938.215447111311,5.836023632389955,0.5639763676100458,5,45.0,P01
M010,U06,B,BAT-B-01,3294.0757029727706,3684.0757029727706,S003,5359.4004784947465,2.7738160002385204,0.4261839997614798,3,25.0,P01
M011,U05,B,BAT-B-02,3745.920394434761,4105.920394434761,S004,5667.568405608003,2.576489867036754,0.6235101329632462,2,17.0,P01
M012,U05,B,BAT-B-04,5833.015760818837,6223.015760818837,S015,7659.941071727309,2.3068796937944342,0.8931203062055659,3,25.0,P01
M013,U03,A,BAT-A-01,5887.642014837324,6247.642014837324,S009,7576.255889550712,2.254800043434852,1.345199956565148,2,17.0,P01
M014,U06,B,BAT-B-03,5359.400479494747,5719.400479494747,S005,6875.57534146633,1.7714855189654486,1.4285144810345516,2,17.0,P01
M015,U01,A,BAT-A-01,0.0,360.0,S011,1219.0749211193188,1.1508046748468406,2.4491953251531595,2,17.0,P01
M016,U07,C,BAT-C-02,0.0,480.0,S001,1494.170391878965,2.995742764547403,3.4042572354525973,6,78.0,P01
M017,U08,C,BAT-C-04,2630.6913428804282,3110.6913428804282,S002,4738.503361519136,6.1056142049076145,0.2943857950923858,6,64.0,P01
M018,U07,C,BAT-C-03,1494.170392878965,1944.170392878965,S001,2922.340784757929,2.3095089540351452,4.090491045964855,5,50.0,P01
M019,U07,C,BAT-C-01,2922.3407857579296,3372.3407857579296,S003,5273.7748976243065,5.7573001159396835,0.6426998840603169,5,56.0,P01
M020,U02,A,BAT-A-06,2633.7545487074995,2993.7545487074995,S007,4346.3139110946795,1.964671968666427,1.6353280313335732,2,22.0,P01
M021,U07,C,BAT-C-03,7764.456522683599,8184.456522683599,S004,9933.517589276762,5.518469288797766,0.8815307112022346,4,42.0,P01
M022,U08,C,BAT-C-04,9225.59523901567,9645.59523901567,S005,10970.79039721121,3.7870462440380046,2.6129537559619957,4,42.0,P01
M023,U05,B,BAT-B-02,7659.941072727309,7989.941072727309,S010,9095.317975173648,1.5155761936939673,1.6844238063060328,1,8.0,P01
M024,U06,B,BAT-B-01,7348.828979678817,7678.828979678817,S012,9150.1824036502,2.288992826923215,0.911007173076785,1,8.0,P01
M025,U01,A,BAT-A-05,2395.874375642982,2993.754548707499,S007,4316.3139110946795,1.8002714419366384,1.7997285580633617,1,6.0,P01
M026,U05,B,BAT-B-03,9150.1824046502,9480.1824046502,S001,10239.283926493357,0.9509059924494303,2.24909400755057,1,6.0,P01
M027,U06,B,BAT-B-04,9344.627929944641,9674.627929944641,S009,10783.07017733905,1.7424262240623476,1.4575737759376526,1,8.0,P01
M028,U05,B,BAT-B-02,10239.283927493358,10569.283927493358,S011,11304.755579720844,0.8932052893717091,2.3067947106282913,1,8.0,P01
