uav_id,sortie_id,busy_start_s,busy_end_s
U07,M001,0.0,1494.170391878965
U07,M002,0.0,1692.170391878965
U01,M003,0.0,2003.7375242139126
U07,M004,0.0,2107.812018638708
U05,M005,0.0,2020.5430982758826
U07,M006,0.0,2436.11114433708
U07,M007,0.0,2301.061066593163
U05,M008,0.0,1516.1748619715836
U05,M009,0.0,1516.1748619715836
U01,M010,0.0,1692.1962516181256
U01,M011,0.0,1313.485266596983
U05,M012,0.0,1207.276912821857
U01,M013,0.0,1313.485266596983
U01,M014,0.0,1667.4353226736384
U01,M015,0.0,1727.4353226736384
U01,M016,0.0,1727.4353226736384
U07,M017,0.0,2199.7120845921745
U05,M018,0.0,1558.4422473944087
U01,M019,0.0,1594.8593983215956
U01,M020,0.0,1654.8593983215956
U05,M021,0.0,1188.4236501116006
U05,M022,0.0,1922.734555970083
U05,M023,0.0,1510.4702802929446
U05,M024,0.0,1869.7521946190163
U05,M025,0.0,1828.2885840204501
