uav_id,sortie_id,busy_start_s,busy_end_s
U08,M001,0.0,1626.170391878965
U07,M002,0.0,1560.170391878965
U08,M003,1626.2,3668.0120186387085
U05,M004,1207.3,3023.993933921912
U04,M005,0.0,2262.6540221775354
U08,M006,3668.1,6104.2111443370795
U07,M007,4171.5,6472.561066593164
U03,M008,3383.7,5075.8962516181255
U06,M009,3792.6,5308.774861971584
U03,M010,2070.2,3383.6852665969827
U05,M011,0.0,1207.276912821857
U01,M012,0.0,1313.485266596983
U04,M013,2822.1,4993.246128791162
U05,M014,3024.0,4925.842307167044
U05,M015,4925.9,6484.342247394408
U02,M016,2010.2,3605.059398321596
U06,M017,5308.8,6497.2236501116
U06,M018,0.0,1922.734555970083
U06,M019,1922.8,3792.5521946190165
U01,M020,1313.5,3806.66865389721
U07,M021,1560.2,4171.485752513388
U03,M022,0.0,2070.1480721987136
U02,M023,0.0,2010.1480721987134
