uav_id,sortie_id,busy_start_s,busy_end_s
U02,M001,0.0,1250.9011452645589
U01,M002,1250.9011552645534,2501.8023005291125
U04,M003,2466.08031880641,4178.63968119359
U01,M004,2501.8023105291068,3752.703455793666
U06,M005,1869.7522046190134,3377.5778926268017
U06,M006,0.0,1869.7521946190163
U08,M007,0.0,1626.170391878965
U07,M008,0.0,1561.5595259403467
U03,M009,2111.1461387911695,4054.883663005082
U02,M010,1761.3504865324946,3473.909848919675
U05,M011,1555.3769124463433,3476.7303364177283
U08,M012,1626.170401878946,4043.604513745323
U07,M013,1561.5595359403233,3735.3715545790315
U05,M014,0.0,1555.376902446339
U01,M015,0.0,1190.9011452645589
U03,M016,0.0,1652.55936238718
U02,M017,4162.59250119314,6410.028200616769
U04,M018,0.0,2111.146128791162
U06,M019,3377.5779026267846,4936.020150021193
U05,M020,3476.730346417724,5303.655657326195
U07,M021,3735.3715645790217,6440.83836298162
U08,M022,4043.6045237453072,6344.665590338471
U06,M023,4936.020160021188,6452.195021992771
U05,M024,5303.65566732618,6489.127319553667
