uav_id,sortie_id,busy_start_s,busy_end_s
U01,M001,0.0,2109.0828301758197
U02,M002,0.0,2003.7375242139126
U07,M003,0.0,1969.2846571841203
U03,M004,0.0,1190.9011452645589
U04,M005,0.0,1727.4353226736384
U05,M006,0.0,1555.376902446339
U03,M007,1190.9011452645589,2803.0123269295677
U06,M008,0.0,1209.1015218431576
U06,M009,1209.1015218431576,2416.3784346650145
U04,M010,1727.4353226736384,3990.089344851174
U05,M011,1555.376902446339,3477.0249136195807
U06,M012,2416.3784346650145,4318.220741832059
U05,M013,3477.0249136195807,5245.313497640031
U02,M014,2003.7375242139126,3695.933775832038
U01,M015,2109.0828301758197,4106.4723225487705
U03,M016,2803.0123269295677,4209.300107593686
U08,M017,0.0,1428.170391878965
U08,M018,1428.170391878965,3535.982410517673
U07,M019,1969.2846571841203,3398.844183124467
U07,M020,3398.844183124467,5834.955327461546
U08,M021,3535.982410517673,5753.35115986166
U08,M022,5753.35115986166,7115.521551740625
U07,M023,5834.955327461546,8004.01639405471
U02,M024,3695.933775832038,5363.369098505676
U08,M025,7115.521551740625,9427.00745259259
U07,M026,8004.01639405471,9749.211552250252
U06,M027,4318.220741832059,6120.955297802142
U05,M028,5245.313497640031,6635.783777932975
U04,M029,3990.089344851174,5920.49387930333
U01,M030,4106.4723225487705,5669.656386930069
U06,M031,6120.955297802142,7559.397545196551
U05,M032,6635.783777932975,7704.207428044576
U08,M033,9427.00745259259,11261.529121736738
